,External,Year,session 1,session 2,test 1,forum_Q_phase1,forum_A_phase1,office_hours_phase1,dropped_after_test_1
1954,0,2,19,13,5,3.6300000000000003,3.6300000000000003,2.64,0
1955,1,1,32,65,2,3.6300000000000003,1.98,0.66,0
1956,1,3,36,45,4,0.99,2.31,0.99,0
1957,1,2,8,9,1,1.6,1.2000000000000002,0.0,0
1958,0,3,66,59,4,2.0,1.2000000000000002,0.8,0
1959,1,1,6,2,4,0.0,1.0,0.0,1
1960,1,3,94,69,5,0.0,0.66,0.99,0
1961,1,3,33,65,3,2.31,2.97,1.6500000000000001,0
1962,1,3,43,94,2,1.6,1.2000000000000002,0.4,0
1963,1,2,81,59,3,3.6300000000000003,1.98,0.99,0
1964,1,2,55,25,3,0.5,1.0,0.0,0
1965,1,2,13,52,5,0.0,1.0,1.0,1
1966,1,3,68,70,4,5.61,2.64,1.32,0
1967,1,1,53,51,3,0.0,0.0,0.0,0
1968,1,1,35,26,2,3.6300000000000003,6.930000000000001,1.98,0
1969,1,2,93,99,1,2.97,0.66,0.99,0
1970,1,1,16,73,1,4.29,1.98,1.6500000000000001,0
1971,1,3,9,3,1,1.32,0.33,0.66,0
1972,1,3,28,46,3,4.0,1.0,1.0,1
1973,0,3,4,4,1,0.66,0.66,0.66,0
1974,1,3,76,97,2,5.61,1.6500000000000001,1.32,0
1975,0,2,13,2,5,1.0,1.0,0.0,1
1976,1,2,61,2,4,1.6500000000000001,1.32,0.33,0
1977,0,1,13,3,4,6.2700000000000005,1.98,1.98,0
1978,1,3,45,54,1,2.64,1.98,1.6500000000000001,0
1979,0,2,8,18,5,6.0,0.0,0.0,1
1980,0,3,61,47,4,3.96,3.3000000000000003,2.64,0
1981,1,1,25,12,4,1.0,2.0,1.0,1
1982,1,3,1,34,1,3.3000000000000003,2.64,0.99,0
1983,1,1,57,35,5,1.32,2.64,0.99,0
1984,0,2,1,2,5,2.97,1.32,2.64,0
1985,1,1,41,74,4,1.6,0.8,0.0,0
1986,1,3,4,13,1,0.66,0.66,0.33,0
1987,0,2,1,13,5,1.32,0.99,0.66,0
1988,0,1,83,64,1,3.3000000000000003,3.3000000000000003,0.99,0
1989,1,3,67,50,5,2.97,1.6500000000000001,1.32,0
1990,1,2,53,33,3,0.0,1.0,0.5,0
1991,1,3,77,66,5,5.61,2.31,0.66,0
1992,1,3,56,84,1,0.0,1.6500000000000001,0.99,0
1993,1,2,1,11,5,4.95,4.62,2.31,0
1994,0,3,1,26,5,3.0,0.0,0.0,1
1995,0,1,80,6,5,4.29,3.96,1.98,0
1996,1,3,6,15,1,0.66,0.99,0.33,0
1997,0,3,10,5,5,2.0,2.0,0.0,1
1998,1,1,29,44,4,2.0,0.0,0.0,0
1999,1,3,26,59,2,4.0,0.0,1.0,1
2000,0,3,3,5,2,0.66,0.99,0.33,0
2001,0,1,3,10,4,6.6000000000000005,3.3000000000000003,2.64,0
2002,1,1,19,5,5,5.28,1.6500000000000001,1.98,0
2003,1,1,70,65,1,2.31,0.99,0.33,0
2004,1,2,32,69,5,2.64,2.97,1.32,0
2005,0,2,11,10,4,2.64,1.98,2.31,0
2006,1,2,58,26,5,5.61,0.99,2.64,0
2007,1,3,83,51,1,2.31,0.99,0.99,0
2008,1,3,66,87,1,3.96,2.31,0.33,0
2009,0,1,36,85,3,5.94,2.31,1.98,0
2010,1,3,66,83,2,3.6,1.6,0.4,0
2011,1,1,76,12,3,0.8,0.0,0.0,0
2012,0,1,94,78,1,0.99,2.97,1.6500000000000001,0
2013,1,1,35,12,1,4.0,1.2000000000000002,0.0,0
2014,1,1,37,48,5,0.5,0.5,0.0,0
2015,0,1,11,4,5,9.57,1.32,2.64,0
2016,1,3,47,78,4,2.31,1.6500000000000001,0.66,0
2017,1,3,46,73,1,4.95,1.6500000000000001,0.99,0
2018,1,2,62,56,1,4.29,1.98,0.99,0
2019,1,3,70,74,2,2.4000000000000004,0.8,0.0,0
2020,1,1,74,66,5,2.4000000000000004,1.2000000000000002,0.0,0
2021,0,3,65,99,1,0.5,1.0,0.5,0
2022,0,2,69,17,4,2.97,3.3000000000000003,1.98,0
2023,0,3,77,30,5,1.32,3.96,0.33,0
2024,0,2,85,76,5,3.5,0.0,0.5,0
2025,1,3,76,41,4,0.0,0.33,0.99,0
2026,0,2,1,21,4,6.2700000000000005,3.6300000000000003,1.6500000000000001,0
2027,0,3,9,3,2,0.33,0.99,0.33,0
2028,1,2,27,52,2,1.6500000000000001,2.97,1.6500000000000001,0
2029,1,2,85,75,1,2.31,0.99,0.66,0
2030,0,3,29,54,1,2.0,1.0,0.5,0
2031,1,3,76,23,1,2.8000000000000003,1.2000000000000002,0.0,0
2032,0,2,9,9,4,7.92,3.6300000000000003,2.64,0
2033,1,1,88,50,1,3.6300000000000003,1.98,0.66,0
2034,0,3,7,3,2,0.99,0.66,0.33,0
2035,1,1,13,0,4,3.0,1.0,0.0,1
2036,1,1,2,13,5,6.6000000000000005,3.96,2.64,0
2037,0,3,82,32,3,3.96,1.6500000000000001,1.32,0
2038,0,3,2,5,4,8.25,0.99,2.31,0
2039,0,2,90,54,1,2.0,2.0,0.5,0
2040,1,2,92,60,1,3.96,1.6500000000000001,1.32,0
2041,0,3,6,15,1,1.32,0.33,0.66,0
2042,1,2,38,59,3,5.28,1.6500000000000001,0.99,0
2043,1,1,17,16,5,0.99,7.260000000000001,1.32,0
2044,0,1,17,11,4,1.6500000000000001,1.32,1.32,0
2045,1,3,28,64,5,5.28,2.31,0.99,0
2046,0,3,3,6,1,0.66,0.99,0.66,0
2047,1,3,74,22,1,5.61,3.3000000000000003,0.66,0
2048,0,2,76,74,1,0.99,3.3000000000000003,0.33,0
2049,1,2,16,19,4,4.95,1.98,2.64,0
2050,1,1,72,55,2,2.97,1.98,1.32,0
2051,0,3,85,30,5,3.6,1.2000000000000002,1.2000000000000002,0
2052,1,3,41,79,3,3.3000000000000003,2.64,1.32,0
2053,1,2,14,16,3,1.0,1.0,0.0,1
2054,0,3,84,68,2,4.29,0.99,0.33,0
2055,1,2,16,79,5,1.6500000000000001,2.64,0.66,0
2056,0,3,16,5,4,5.94,3.6300000000000003,1.98,0
2057,1,2,98,74,1,6.2700000000000005,2.97,1.32,0
2058,1,3,50,91,1,0.4,1.2000000000000002,0.0,0
2059,1,3,47,65,1,2.31,2.31,0.99,0
2060,0,3,5,5,4,1.6500000000000001,0.99,1.32,0
2061,0,2,9,9,4,8.25,1.6500000000000001,1.98,0
2062,0,2,12,18,4,3.6300000000000003,0.99,2.31,0
2063,1,1,27,39,5,2.0,0.0,0.5,0
2064,1,1,19,92,2,0.0,0.99,0.66,0
2065,1,3,19,26,5,4.0,1.0,1.0,1
2066,1,1,44,19,3,3.96,1.6500000000000001,0.0,0
2067,1,3,1,10,1,0.99,0.66,0.33,0
2068,0,3,2,16,5,2.64,1.6500000000000001,1.6500000000000001,0
2069,1,3,75,82,4,0.99,1.6500000000000001,1.32,0
2070,1,1,19,19,4,5.28,3.3000000000000003,2.64,0
2071,1,1,46,70,1,4.62,0.99,1.32,0
2072,1,3,31,14,4,3.2,1.2000000000000002,0.0,0
2073,1,3,6,3,1,0.99,0.99,0.66,0
2074,1,2,45,44,4,0.5,0.0,0.0,0
2075,0,2,6,11,1,1.32,0.33,0.33,0
2076,1,3,57,57,3,3.6300000000000003,2.97,1.6500000000000001,0
2077,0,2,4,5,1,0.99,0.33,0.33,0
2078,0,2,84,85,5,5.94,3.6300000000000003,1.98,0
2079,1,3,15,58,4,5.28,2.31,1.32,0
2080,1,1,1,5,5,2.0,1.0,0.0,1
2081,1,1,15,10,4,1.0,1.0,0.0,1
2082,0,2,80,61,4,3.96,0.99,1.32,0
2083,1,3,31,47,3,2.0,0.8,0.4,0
2084,0,2,2,2,5,0.0,0.66,0.33,0
2085,1,1,93,52,1,1.5,0.0,1.0,0
2086,1,2,9,12,1,0.0,0.33,0.33,0
2087,1,1,31,52,1,3.3000000000000003,2.97,1.6500000000000001,0
2088,0,3,1,11,1,1.32,0.66,0.33,0
2089,0,3,88,39,2,1.6500000000000001,3.6300000000000003,2.64,0
2090,1,1,52,27,3,0.0,0.5,0.0,0
2091,1,1,60,33,2,5.28,3.96,1.98,0
2092,1,1,72,40,5,3.2,0.8,0.0,0
2093,0,1,31,35,4,5.94,2.31,1.6500000000000001,0
2094,1,2,86,62,1,3.6300000000000003,1.32,0.33,0
2095,0,2,3,1,5,1.6500000000000001,3.96,2.64,0
2096,1,3,98,53,2,4.95,6.2700000000000005,2.64,0
2097,1,2,25,7,5,4.0,2.0,0.0,1
2098,1,1,72,58,4,3.96,1.6500000000000001,1.32,0
2099,0,2,8,25,5,6.0,2.0,1.0,1
2100,1,3,64,48,1,1.6500000000000001,1.32,0.99,0
2101,1,1,38,44,2,5.61,5.61,0.33,0
2102,0,3,5,16,1,0.99,0.99,0.66,0
2103,0,3,6,2,2,0.99,0.99,0.33,0
2104,1,3,50,37,1,0.0,0.0,0.0,0
2105,1,1,8,1,2,1.0,1.0,1.0,1
2106,1,3,43,57,1,2.0,0.8,0.4,0
2107,1,3,46,41,1,0.0,0.66,0.66,0
2108,0,1,76,39,5,4.29,1.6500000000000001,0.33,0
2109,1,2,24,25,5,0.0,1.0,1.0,1
2110,1,2,39,53,1,0.5,0.0,0.0,0
2111,0,3,4,15,2,0.33,0.66,0.33,0
2112,0,3,8,8,1,0.0,0.33,0.33,0
2113,1,2,1,75,2,1.6,0.0,0.4,0
2114,1,2,59,19,1,2.31,1.6500000000000001,0.99,0
2115,1,1,70,31,5,0.33,3.3000000000000003,2.64,0
2116,1,2,13,1,4,7.260000000000001,1.6500000000000001,1.32,0
2117,1,3,72,62,1,4.29,3.6300000000000003,1.6500000000000001,0
2118,1,2,56,84,1,4.29,7.260000000000001,2.97,0
2119,0,3,75,73,4,3.3000000000000003,0.99,0.66,0
2120,1,3,8,46,2,3.3000000000000003,3.3000000000000003,0.99,0
2121,0,3,94,44,3,1.2000000000000002,0.4,0.8,0
2122,1,2,19,79,3,2.4000000000000004,0.8,0.4,0
2123,1,3,50,12,1,3.6,0.4,0.4,0
2124,1,3,34,69,3,2.64,0.33,0.0,0
2125,1,3,38,54,2,2.64,1.98,1.32,0
2126,1,3,75,79,3,5.28,2.31,1.32,0
2127,0,3,5,16,1,0.33,0.33,0.66,0
2128,1,3,64,76,2,4.95,1.6500000000000001,1.6500000000000001,0
2129,1,3,33,65,1,4.62,2.64,1.32,0
2130,1,3,79,54,1,3.96,2.64,1.6500000000000001,0
2131,1,1,56,52,2,0.0,1.0,0.0,0
2132,0,3,22,52,2,3.5,0.0,1.0,0
2133,1,1,44,99,1,3.96,0.33,0.99,0
2134,1,2,94,46,5,2.64,0.99,0.66,0
2135,1,2,90,5,1,0.99,3.96,2.31,0
2136,1,3,42,77,5,3.3000000000000003,2.64,0.66,0
2137,0,3,3,13,1,0.66,0.66,0.33,0
2138,1,2,74,70,4,3.3000000000000003,2.31,1.6500000000000001,0
2139,1,1,43,55,2,1.6,0.0,0.0,0
2140,0,2,90,58,3,6.2700000000000005,7.590000000000001,2.64,0
2141,0,1,19,24,4,7.92,6.2700000000000005,1.98,0
2142,0,2,18,14,5,7.92,6.2700000000000005,1.32,0
2143,0,2,98,90,3,3.0,1.5,0.0,0
2144,0,3,15,29,4,4.29,4.95,1.32,0
2145,1,1,53,67,3,2.64,1.98,1.32,0
2146,1,3,51,53,1,3.3000000000000003,2.97,0.99,0
2147,0,1,11,1,4,4.29,3.3000000000000003,1.6500000000000001,0
2148,0,3,6,6,1,0.33,0.66,0.33,0
2149,1,3,10,2,4,6.6000000000000005,1.6500000000000001,1.32,0
2150,0,3,3,15,5,0.33,0.66,0.66,0
2151,0,3,5,14,5,0.66,0.33,0.33,0
2152,1,3,80,20,4,0.0,1.6500000000000001,0.66,0
2153,0,3,9,11,5,0.33,0.33,0.66,0
2154,1,1,51,55,2,0.0,1.0,0.0,0
2155,0,3,88,30,3,0.99,1.32,1.32,0
2156,1,3,86,23,4,2.31,0.99,0.99,0
2157,1,2,50,50,5,3.96,1.98,0.66,0
2158,1,1,28,68,2,0.8,0.0,0.4,0
2159,0,2,91,41,4,5.94,1.98,0.99,0
2160,0,1,13,94,5,1.98,7.92,0.99,0
2161,1,3,29,50,2,3.96,1.6500000000000001,0.66,0
2162,0,3,2,11,1,0.66,0.33,0.33,0
2163,1,1,64,49,2,1.6,1.2000000000000002,0.0,0
2164,1,1,48,57,3,2.97,5.61,0.66,0
2165,1,3,3,50,2,0.66,2.31,1.32,0
2166,0,3,66,79,1,2.97,0.99,0.66,0
2167,1,2,15,92,4,1.32,0.33,0.33,0
2168,1,3,62,84,1,1.98,2.31,0.66,0
2169,0,2,60,44,1,2.64,1.32,0.33,0
2170,1,2,98,24,1,1.6500000000000001,2.64,1.6500000000000001,0
2171,0,2,9,4,1,1.32,0.66,0.66,0
2172,1,2,44,85,2,4.4,0.8,0.4,0
2173,1,2,16,18,2,3.0,0.0,0.0,1
2174,1,1,16,19,5,3.3000000000000003,3.6300000000000003,1.98,0
2175,1,2,88,56,1,5.28,2.97,0.33,0
2176,1,3,7,21,5,4.29,1.98,2.64,0
2177,0,2,10,23,4,0.99,4.29,1.32,0
2178,1,2,6,12,4,2.0,1.0,1.0,1
2179,0,1,89,60,5,2.5,0.0,0.0,0
2180,1,2,73,2,2,1.6500000000000001,1.6500000000000001,0.33,0
2181,0,3,32,80,2,5.61,1.6500000000000001,0.33,0
2182,1,2,7,12,5,0.99,0.99,0.66,0
2183,1,3,56,77,4,3.6300000000000003,2.97,1.32,0
2184,1,1,7,54,2,0.99,0.33,0.0,0
2185,1,3,72,92,2,5.94,1.98,0.33,0
2186,1,2,9,62,2,2.0,1.2000000000000002,0.4,0
2187,1,3,66,97,3,5.61,5.61,0.99,0
2188,0,1,63,86,4,2.5,1.5,0.0,0
2189,0,1,95,35,5,4.95,4.95,1.32,0
2190,1,2,79,80,5,4.0,1.6,0.0,0
2191,1,3,51,32,4,0.5,0.5,0.0,0
2192,1,2,50,43,1,0.0,1.0,0.0,0
2193,1,3,27,78,4,4.62,2.31,1.32,0
2194,0,3,7,10,1,0.0,0.33,0.66,0
2195,1,2,27,48,4,1.5,0.0,0.0,0
2196,1,3,15,61,2,3.6300000000000003,1.98,0.99,0
2197,1,3,0,18,4,1.0,0.0,1.0,1
2198,1,3,40,72,1,3.3000000000000003,2.31,1.32,0
2199,1,3,63,66,1,4.95,1.98,1.32,0
2200,1,2,6,11,5,0.99,0.33,0.33,0
2201,0,3,7,7,5,0.66,0.33,0.33,0
2202,1,3,87,21,1,2.64,0.99,0.33,0
2203,1,1,43,61,1,0.8,0.4,0.4,0
2204,1,3,29,64,2,5.61,1.6500000000000001,1.32,0
2205,1,2,53,70,3,4.95,7.260000000000001,1.6500000000000001,0
2206,0,2,48,45,1,4.0,0.8,0.4,0
2207,1,2,8,19,4,3.0,1.0,1.0,1
2208,1,2,90,76,4,1.98,3.6300000000000003,1.6500000000000001,0
2209,1,3,10,18,5,0.99,2.97,2.64,0
2210,0,3,3,22,4,3.96,6.2700000000000005,2.64,0
2211,0,2,94,59,1,2.64,2.97,0.99,0
2212,1,3,56,67,2,1.6500000000000001,2.64,1.32,0
2213,1,1,48,61,2,0.66,1.98,0.66,0
2214,0,2,53,64,4,2.0,1.0,0.5,0
2215,1,3,24,51,3,0.0,1.0,0.0,1
2216,0,3,4,15,1,1.32,0.99,0.33,0
2217,0,3,6,11,5,1.32,0.33,0.66,0
2218,1,1,53,25,3,0.0,0.5,0.5,0
2219,1,2,58,35,1,0.0,0.0,0.0,0
2220,0,3,30,52,1,2.0,1.5,0.0,0
2221,0,1,94,40,1,3.6300000000000003,2.31,1.6500000000000001,0
2222,1,1,45,57,4,2.0,0.0,0.5,0
2223,1,2,52,68,1,1.32,1.98,0.66,0
2224,1,3,34,86,2,4.62,0.99,0.33,0
2225,1,1,41,49,1,0.0,0.5,0.5,0
2226,1,1,95,23,1,1.6500000000000001,1.32,1.98,0
2227,1,3,56,68,2,1.6500000000000001,2.64,1.6500000000000001,0
2228,0,1,5,10,5,4.29,1.6500000000000001,2.31,0
2229,1,2,56,49,3,0.5,0.0,0.5,0
2230,0,1,96,71,1,2.64,2.64,0.66,0
2231,0,3,8,7,2,0.0,0.99,0.33,0
2232,1,1,25,9,1,2.97,0.99,0.33,0
2233,0,2,61,78,4,5.94,1.98,0.66,0
2234,0,2,1,28,4,8.25,4.62,2.31,0
2235,0,3,69,73,1,4.29,7.92,1.32,0
2236,1,3,60,56,5,4.29,2.97,1.6500000000000001,0
2237,1,1,68,78,3,2.64,2.97,0.66,0
2238,0,2,51,78,4,1.6500000000000001,7.590000000000001,2.64,0
2239,0,2,40,69,1,0.5,0.0,0.0,0
2240,1,2,93,45,1,2.64,0.99,0.99,0
2241,1,3,55,30,2,4.29,2.31,0.33,0
2242,1,3,1,3,2,1.32,0.66,0.33,0
2243,1,3,2,25,5,1.98,1.32,1.98,0
2244,1,2,23,65,4,3.6300000000000003,1.6500000000000001,1.6500000000000001,0
2245,0,2,92,63,1,4.95,3.6300000000000003,0.33,0
2246,0,3,94,71,5,3.3000000000000003,3.3000000000000003,0.33,0
2247,1,3,75,50,4,2.31,1.98,1.6500000000000001,0
2248,1,2,33,51,1,1.2000000000000002,1.2000000000000002,0.4,0
2249,1,1,4,3,5,1.0,1.0,0.0,1
2250,0,2,65,80,3,5.61,2.64,0.66,0
2251,0,1,82,70,1,4.95,2.64,0.66,0
2252,1,3,82,80,4,0.66,0.33,0.0,0
2253,0,3,23,7,5,5.0,0.0,1.0,1
2254,0,2,97,35,1,5.94,3.6300000000000003,1.6500000000000001,0
2255,1,1,11,5,5,2.0,0.0,1.0,1
2256,1,3,73,76,2,3.6300000000000003,2.31,1.32,0
2257,1,2,5,1,1,0.66,0.99,0.33,0
2258,1,2,6,5,4,3.0,0.0,0.0,1
2259,0,3,2,90,1,0.0,7.92,2.97,0
2260,0,3,1,6,1,0.0,0.99,0.33,0
2261,0,3,5,7,5,6.2700000000000005,1.6500000000000001,1.32,0
2262,0,1,17,90,5,5.94,3.6300000000000003,2.64,0
2263,0,3,2,2,2,0.33,0.99,0.66,0
2264,0,3,2,9,1,0.66,0.99,0.66,0
2265,0,2,95,78,4,3.96,5.28,0.33,0
2266,1,1,58,50,1,1.6500000000000001,1.98,0.99,0
2267,0,1,17,15,5,5.28,0.99,2.31,0
2268,0,3,41,57,1,2.4000000000000004,0.8,0.0,0
2269,1,3,12,73,4,2.97,1.32,0.33,0
2270,0,2,12,6,5,8.25,5.94,2.64,0
2271,0,1,4,2,5,3.96,5.61,2.31,0
2272,1,2,21,3,4,0.0,2.0,0.0,1
2273,0,1,89,4,1,2.97,4.95,0.99,0
2274,1,1,17,44,2,1.98,4.62,1.32,0
2275,1,3,49,13,4,3.96,3.3000000000000003,0.99,0
2276,0,1,96,70,1,4.29,2.97,0.66,0
2277,1,2,34,33,1,1.6500000000000001,6.930000000000001,0.66,0
2278,1,2,5,10,2,0.99,0.99,0.33,0
2279,1,1,26,13,3,3.0,0.0,0.0,1
2280,1,1,61,64,4,2.31,5.28,0.33,0
2281,0,2,12,25,4,4.29,1.6500000000000001,2.31,0
2282,1,2,5,14,5,3.0,1.0,0.0,1
2283,1,3,43,53,2,4.29,2.64,0.66,0
2284,1,2,64,54,3,4.62,1.98,0.99,0
2285,1,3,54,78,4,2.97,2.31,0.66,0
2286,1,3,54,76,3,4.29,2.31,1.32,0
2287,1,3,73,68,2,1.6500000000000001,2.31,0.99,0
2288,1,3,89,61,3,3.0,2.0,0.5,0
2289,0,3,9,5,2,0.33,0.66,0.66,0
2290,1,2,98,40,4,3.6300000000000003,3.3000000000000003,0.99,0
2291,1,2,9,11,1,0.66,0.33,0.66,0
2292,1,2,62,59,1,2.31,3.3000000000000003,1.32,0
2293,1,1,32,90,4,4.29,0.0,0.33,0
2294,0,3,5,15,1,0.99,0.99,0.66,0
2295,1,1,3,19,5,1.0,1.0,1.0,1
2296,1,3,46,83,3,4.62,0.99,0.0,0
2297,0,2,97,37,1,1.32,1.98,0.66,0
2298,0,2,17,5,4,1.6500000000000001,5.94,2.31,0
2299,1,3,99,25,5,0.8,1.6,0.0,0
2300,0,1,18,17,5,3.96,5.61,2.64,0
2301,1,1,18,28,4,5.28,3.3000000000000003,2.31,0
2302,1,2,98,16,1,4.95,2.31,1.32,0
2303,1,3,79,53,1,3.96,2.31,1.32,0
2304,0,2,7,6,2,0.33,0.99,0.33,0
2305,0,2,34,7,3,3.3000000000000003,2.97,2.97,0
2306,1,1,23,59,4,1.0,0.0,1.0,1
2307,1,2,58,81,5,3.3000000000000003,2.31,0.66,0
2308,1,3,57,60,2,3.96,2.31,0.99,0
2309,1,3,14,71,5,4.95,2.31,0.66,0
2310,0,1,62,98,1,2.31,3.3000000000000003,1.6500000000000001,0
2311,1,2,3,10,5,5.94,6.2700000000000005,2.31,0
2312,1,2,38,66,5,4.29,2.97,1.32,0
2313,0,2,19,27,4,4.62,4.29,1.6500000000000001,0
2314,0,3,80,91,1,4.29,1.98,0.33,0
2315,1,3,60,82,5,3.6300000000000003,2.31,1.32,0
2316,1,2,62,71,2,3.96,2.31,0.66,0
2317,1,1,94,50,4,2.64,0.66,0.66,0
2318,1,3,30,16,1,4.62,1.98,0.99,0
2319,1,2,27,42,4,1.5,0.5,0.5,0
2320,0,2,79,52,5,1.32,1.6500000000000001,0.99,0
2321,1,1,47,62,5,5.28,1.6500000000000001,1.32,0
2322,1,1,16,26,5,1.98,3.6300000000000003,1.98,0
2323,1,3,39,67,1,1.98,1.32,0.66,0
2324,1,3,65,66,2,2.31,1.6500000000000001,1.6500000000000001,0
2325,0,2,92,43,2,3.6300000000000003,1.98,0.66,0
2326,1,3,35,12,1,4.29,0.99,0.66,0
2327,1,2,14,77,4,4.29,2.97,0.66,0
2328,1,2,89,23,1,1.6,0.0,0.0,0
2329,1,1,15,19,3,3.0,2.0,1.0,1
2330,0,2,77,45,5,2.31,2.97,1.6500000000000001,0
2331,1,3,54,67,1,1.2000000000000002,0.0,0.4,0
2332,0,3,2,6,1,1.32,0.66,0.66,0
2333,1,3,38,10,1,3.3000000000000003,0.33,0.33,0
2334,0,2,9,10,5,8.25,2.64,1.6500000000000001,0
2335,1,1,12,39,3,4.0,2.0,1.0,1
2336,1,2,10,82,1,1.2000000000000002,0.4,0.0,0
2337,1,1,24,37,4,1.0,0.5,0.5,0
2338,0,3,2,7,1,0.99,0.66,0.33,0
2339,0,2,88,90,4,0.99,1.98,0.66,0
2340,1,3,70,80,1,2.0,1.0,0.0,0
2341,1,3,11,50,5,0.0,2.0,0.0,1
2342,0,3,93,78,1,5.61,3.3000000000000003,1.6500000000000001,0
2343,0,2,8,5,1,0.33,0.33,0.66,0
2344,1,2,49,78,4,5.28,2.31,0.99,0
2345,0,2,95,79,1,3.6300000000000003,2.97,1.32,0
2346,1,2,16,17,4,2.0,0.0,0.0,1
2347,1,2,87,32,2,4.62,2.97,1.6500000000000001,0
2348,0,3,2,8,5,1.32,0.33,0.33,0
2349,1,1,6,25,4,2.64,0.99,1.6500000000000001,0
2350,1,1,77,6,5,2.97,0.0,0.66,0
2351,1,1,31,21,2,1.32,0.99,1.32,0
2352,0,2,85,78,3,0.0,1.0,1.0,0
2353,0,3,11,15,4,1.98,1.98,1.6500000000000001,0
2354,1,1,23,21,4,3.2,0.0,0.4,0
2355,0,3,6,4,2,0.99,0.33,0.33,0
2356,1,3,3,3,1,0.33,0.66,0.33,0
2357,1,3,90,20,2,3.6300000000000003,7.92,2.31,0
2358,1,3,77,49,1,0.66,1.98,1.32,0
2359,1,1,24,70,2,1.98,1.98,1.32,0
2360,1,1,18,13,4,8.58,1.98,1.98,0
2361,1,2,81,75,4,3.5,2.0,0.0,0
2362,0,3,29,74,4,2.31,7.260000000000001,1.98,0
2363,1,3,16,4,2,2.4000000000000004,0.0,0.0,0
2364,0,3,26,56,2,1.0,1.5,1.0,0
2365,1,1,87,30,5,0.0,5.61,1.6500000000000001,0
2366,1,2,8,16,1,0.33,0.33,0.33,0
2367,0,3,3,16,5,3.96,3.96,1.32,0
2368,1,1,48,7,1,4.95,0.66,1.32,0
2369,0,1,21,64,1,5.94,4.29,0.66,0
2370,1,1,67,97,3,3.0,2.0,0.5,0
2371,1,3,49,57,2,3.96,5.61,0.99,0
2372,1,3,88,59,4,1.6,1.2000000000000002,0.4,0
2373,1,2,98,74,1,4.29,1.98,0.99,0
2374,1,1,61,23,4,0.4,0.4,0.4,0
2375,1,2,2,4,5,0.99,0.66,0.66,0
2376,1,2,63,47,1,4.62,3.3000000000000003,1.6500000000000001,0
2377,1,3,23,44,3,0.66,5.28,2.31,0
2378,0,1,4,20,5,9.24,5.61,1.98,0
2379,1,1,59,53,3,0.0,0.5,0.5,0
2380,0,2,91,72,1,2.64,1.6500000000000001,1.32,0
2381,0,3,1,7,5,1.32,0.33,0.66,0
2382,1,3,92,26,2,5.61,4.29,1.98,0
2383,1,3,38,58,4,0.5,0.0,0.0,0
2384,0,3,38,68,2,1.0,2.0,1.0,0
2385,1,3,66,66,5,5.61,1.6500000000000001,1.6500000000000001,0
2386,0,1,99,51,4,4.29,0.99,0.33,0
2387,0,1,15,16,4,8.25,2.97,2.64,0
2388,1,1,83,88,5,4.95,1.6500000000000001,0.66,0
2389,1,3,80,35,1,3.3000000000000003,1.32,1.32,0
2390,0,2,8,16,1,0.66,0.66,0.33,0
2391,1,3,8,16,2,0.66,0.33,0.33,0
2392,1,2,42,48,4,1.6500000000000001,1.98,1.32,0
2393,1,1,10,7,2,3.0,1.0,1.0,1
2394,1,1,32,13,1,0.0,2.31,2.31,0
2395,0,3,68,96,2,5.61,0.99,0.99,0
2396,1,2,30,71,4,3.96,1.6500000000000001,1.32,0
2397,0,3,32,94,1,0.4,1.2000000000000002,0.8,0
2398,1,1,8,13,5,2.0,1.0,1.0,1
2399,1,3,36,74,1,4.29,1.6500000000000001,0.66,0
2400,1,1,14,10,4,0.0,2.0,0.0,1
2401,0,1,64,42,2,4.95,3.6300000000000003,1.32,0
2402,0,2,17,13,5,4.95,1.98,2.64,0
2403,1,1,62,80,1,3.96,2.64,1.32,0
2404,0,1,95,1,2,3.3000000000000003,2.64,1.6500000000000001,0
2405,1,2,12,59,3,3.6300000000000003,2.97,0.99,0
2406,0,2,79,92,3,0.0,1.0,0.0,0
2407,1,1,2,52,1,2.31,3.6300000000000003,0.99,0
2408,0,2,60,49,1,2.97,1.6500000000000001,1.32,0
2409,0,2,8,12,2,0.99,0.99,0.33,0
2410,1,2,47,15,1,0.0,0.66,0.33,0
2411,1,1,52,51,1,1.98,2.31,0.99,0
2412,0,1,2,25,4,1.98,3.6300000000000003,2.64,0
2413,1,3,64,52,1,5.61,2.97,0.66,0
2414,1,1,23,50,3,2.0,0.0,0.0,0
2415,0,1,59,91,1,0.99,2.64,0.33,0
2416,1,1,70,38,3,2.97,0.99,0.66,0
2417,1,1,53,22,3,0.5,0.0,0.5,0
2418,1,3,32,66,1,3.6300000000000003,1.6500000000000001,0.99,0
2419,1,3,5,8,2,0.0,0.0,0.0,1
2420,0,3,12,7,4,2.31,3.3000000000000003,2.31,0
2421,1,2,45,64,1,1.98,2.64,1.6500000000000001,0
2422,0,2,71,21,2,0.33,0.99,0.66,0
2423,1,1,75,64,5,1.6500000000000001,2.64,0.0,0
2424,1,1,15,0,4,3.2,1.2000000000000002,0.0,0
2425,0,2,16,55,3,4.62,1.98,1.6500000000000001,0
2426,1,1,35,14,5,2.64,0.33,0.66,0
2427,0,2,67,99,1,1.32,2.31,0.33,0
2428,0,3,6,7,1,0.33,0.66,0.33,0
2429,0,2,74,91,5,5.94,2.31,0.66,0
