,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,final_dropout,completion_stage
3166,1,3,80,54,1,26.0,43.0,1.0,29.0,5.0,13.0,3.0,1.0,2.0,7,9,2,0,3
3167,0,3,3,7,1,1.0,10.0,5.0,28.0,1.0,23.0,2.0,3.0,1.0,4,2,2,0,3
3168,1,1,34,43,1,84.0,6.0,1.0,25.0,4.0,12.0,5.0,2.0,4.0,1,7,1,1,3
3169,1,3,28,62,5,76.0,31.0,2.0,98.0,2.0,78.0,1.0,5.0,2.0,7,7,2,0,3
3170,1,3,15,79,2,76.0,33.0,2.0,4.0,5.0,98.0,4.0,1.0,1.0,17,6,5,0,3
3171,0,3,76,57,5,65.0,21.0,4.0,68.0,3.0,4.0,1.0,1.0,5.0,6,13,7,0,3
3172,1,1,62,20,4,63.0,34.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0,6,5,2,1,3
3173,1,3,22,65,2,79.0,69.0,2.0,67.0,5.0,61.0,3.0,3.0,4.0,14,7,5,0,3
3174,0,1,76,96,1,75.0,31.0,4.0,6.0,1.0,72.0,1.0,5.0,1.0,14,11,4,0,3
3175,1,3,62,96,1,15.0,81.0,2.0,55.0,4.0,36.0,3.0,5.0,5.0,14,3,3,1,3
3176,1,1,89,54,2,64.0,72.0,1.0,63.0,3.0,32.0,3.0,2.0,5.0,14,6,1,1,3
3177,0,2,55,38,3,14.0,14.0,5.0,19.0,1.0,29.0,3.0,5.0,1.0,19,6,9,0,3
3178,1,3,7,2,1,1.0,31.0,2.0,34.0,1.0,20.0,2.0,3.0,4.0,0,1,2,0,3
3179,0,2,8,7,2,2.0,12.0,4.0,24.0,5.0,28.0,2.0,4.0,4.0,1,2,2,0,3
3180,0,3,9,13,1,6.0,14.0,1.0,24.0,1.0,20.0,4.0,1.0,3.0,3,2,2,0,3
3181,0,1,84,43,2,41.0,91.0,1.0,40.0,1.0,32.0,2.0,1.0,3.0,0,19,5,0,3
3182,1,3,14,18,4,37.0,44.0,4.0,70.0,5.0,74.0,1.0,3.0,4.0,22,18,5,0,3
3183,0,3,7,16,1,13.0,32.0,2.0,30.0,1.0,26.0,1.0,5.0,3.0,3,3,1,0,3
3186,1,3,99,93,1,51.0,73.0,5.0,22.0,2.0,74.0,3.0,2.0,5.0,8,5,3,1,3
3187,1,3,69,68,5,93.0,74.0,3.0,99.0,4.0,61.0,1.0,5.0,2.0,16,6,5,0,3
3194,1,1,41,4,5,97.0,74.0,1.0,70.0,2.0,84.0,2.0,3.0,5.0,6,3,1,0,3
3195,0,1,15,19,5,35.0,44.0,4.0,62.0,5.0,71.0,1.0,2.0,4.0,9,11,7,0,3
3197,0,2,14,13,5,44.0,37.0,4.0,51.0,3.0,94.0,2.0,5.0,1.0,21,16,7,0,3
3199,1,2,8,1,5,13.0,36.0,4.0,44.0,1.0,22.0,1.0,3.0,1.0,4,3,2,0,3
3200,1,2,72,33,1,1.0,17.0,5.0,60.0,1.0,98.0,4.0,5.0,1.0,16,13,6,0,3
3201,1,3,60,53,3,36.0,93.0,5.0,74.0,4.0,91.0,3.0,3.0,4.0,14,24,6,0,3
3204,1,3,4,3,1,7.0,21.0,4.0,34.0,1.0,25.0,1.0,4.0,2.0,2,2,2,0,3
3205,0,3,4,13,5,12.0,24.0,2.0,42.0,1.0,26.0,1.0,4.0,2.0,1,2,1,0,3
3206,0,3,5,17,5,64.0,65.0,3.0,5.0,2.0,43.0,5.0,4.0,2.0,17,20,1,0,3
3208,1,3,83,72,2,90.0,42.0,1.0,66.0,3.0,55.0,1.0,4.0,5.0,12,7,2,0,3
3209,1,3,78,51,3,89.0,22.0,2.0,71.0,5.0,87.0,3.0,3.0,5.0,14,7,5,0,3
3211,0,2,47,39,4,88.0,4.0,1.0,97.0,2.0,76.0,2.0,2.0,5.0,2,20,8,0,3
3212,0,1,89,74,1,59.0,24.0,3.0,52.0,1.0,94.0,1.0,2.0,2.0,8,6,3,0,3
3214,0,2,74,55,1,79.0,34.0,1.0,39.0,1.0,61.0,1.0,2.0,1.0,15,6,3,0,3
3215,0,2,80,74,1,25.0,37.0,1.0,18.0,2.0,66.0,4.0,3.0,3.0,13,17,1,0,3
3217,0,2,11,20,5,38.0,39.0,4.0,63.0,5.0,42.0,3.0,1.0,4.0,3,13,6,0,3
3219,1,3,58,58,3,69.0,48.0,3.0,80.0,4.0,93.0,5.0,5.0,5.0,5,8,3,0,3
3220,1,1,11,46,1,69.0,25.0,2.0,42.0,4.0,99.0,2.0,1.0,1.0,14,14,3,0,3
3221,0,2,19,3,5,40.0,51.0,4.0,98.0,3.0,93.0,3.0,2.0,4.0,10,8,7,0,3
3222,1,2,73,53,5,54.0,55.0,1.0,65.0,1.0,74.0,2.0,3.0,4.0,16,4,1,0,3
3224,1,3,12,53,3,54.0,29.0,4.0,11.0,1.0,77.0,5.0,4.0,1.0,12,6,5,0,3
3226,1,2,8,7,2,1.0,23.0,4.0,48.0,2.0,21.0,2.0,1.0,1.0,1,1,1,0,3
3227,0,3,99,97,2,78.0,32.0,1.0,85.0,1.0,95.0,1.0,1.0,5.0,12,21,9,0,3
3230,0,3,1,18,5,48.0,51.0,4.0,58.0,3.0,88.0,4.0,4.0,1.0,20,12,7,0,3
3231,1,3,42,52,1,93.0,25.0,4.0,78.0,5.0,65.0,1.0,3.0,1.0,6,7,5,0,3
3232,1,1,77,3,1,44.0,88.0,3.0,39.0,4.0,19.0,2.0,4.0,3.0,13,5,0,1,3
3234,1,3,66,63,1,65.0,35.0,2.0,40.0,4.0,52.0,2.0,5.0,2.0,15,7,2,0,3
3235,0,3,84,91,2,52.0,18.0,1.0,36.0,1.0,49.0,3.0,4.0,3.0,8,3,1,0,3
3236,1,2,5,5,4,23.0,38.0,4.0,77.0,2.0,30.0,3.0,2.0,4.0,23,8,5,0,3
3237,1,1,64,81,4,42.0,40.0,1.0,64.0,1.0,6.0,2.0,5.0,4.0,14,0,3,1,3
3239,1,2,37,74,5,92.0,70.0,3.0,85.0,5.0,89.0,2.0,5.0,2.0,11,9,2,0,3
3240,1,3,62,57,3,75.0,65.0,1.0,2.0,5.0,59.0,1.0,4.0,2.0,15,7,4,0,3
3241,1,3,82,30,2,53.0,63.0,2.0,40.0,4.0,66.0,3.0,3.0,2.0,8,2,1,0,3
3242,0,1,25,68,2,48.0,98.0,5.0,50.0,4.0,98.0,1.0,5.0,1.0,6,18,4,0,3
3243,0,1,17,2,4,29.0,49.0,4.0,46.0,3.0,80.0,2.0,4.0,4.0,16,9,5,0,3
3245,1,1,6,78,5,25.0,32.0,2.0,92.0,2.0,30.0,4.0,1.0,3.0,4,21,3,0,3
3246,1,2,59,21,1,87.0,34.0,1.0,18.0,5.0,19.0,3.0,2.0,4.0,12,4,0,1,3
3248,0,2,14,90,3,33.0,71.0,2.0,73.0,2.0,77.0,4.0,3.0,4.0,6,1,4,0,3
3249,0,1,9,2,4,46.0,44.0,4.0,97.0,3.0,57.0,3.0,1.0,4.0,23,6,7,0,3
3250,0,2,68,50,3,41.0,14.0,4.0,64.0,4.0,36.0,3.0,3.0,4.0,12,9,3,0,3
3251,0,3,2,3,1,11.0,26.0,2.0,48.0,1.0,23.0,1.0,1.0,4.0,1,2,2,0,3
3252,0,2,6,16,5,30.0,43.0,4.0,75.0,2.0,44.0,1.0,1.0,3.0,19,14,5,0,3
3253,1,2,92,72,1,71.0,41.0,1.0,29.0,4.0,92.0,1.0,5.0,1.0,12,3,1,0,3
3254,1,3,23,69,5,65.0,39.0,3.0,86.0,1.0,70.0,3.0,3.0,5.0,17,7,2,0,3
3255,1,2,48,51,1,99.0,61.0,2.0,81.0,2.0,78.0,3.0,4.0,3.0,3,4,3,0,3
3257,1,2,86,34,5,41.0,67.0,3.0,35.0,1.0,77.0,4.0,1.0,3.0,14,10,1,0,3
3258,1,3,13,63,4,37.0,56.0,5.0,12.0,4.0,50.0,5.0,4.0,4.0,1,3,0,1,3
3259,1,1,85,36,2,98.0,26.0,3.0,80.0,2.0,7.0,5.0,2.0,4.0,1,3,3,0,3
3260,0,3,8,8,2,9.0,34.0,5.0,42.0,5.0,23.0,4.0,3.0,4.0,2,1,2,0,3
3262,0,2,96,51,2,68.0,25.0,1.0,26.0,1.0,82.0,1.0,2.0,2.0,3,3,1,0,3
3263,1,1,11,49,1,19.0,15.0,1.0,27.0,4.0,64.0,4.0,5.0,3.0,10,2,1,1,3
3264,1,2,19,9,4,39.0,54.0,3.0,84.0,2.0,51.0,1.0,5.0,3.0,26,16,6,0,3
3265,0,2,78,76,4,66.0,10.0,5.0,32.0,3.0,28.0,1.0,5.0,3.0,11,11,2,0,3
3266,0,2,16,21,5,35.0,45.0,2.0,66.0,5.0,86.0,1.0,2.0,3.0,23,16,8,0,3
3267,1,3,72,52,4,86.0,39.0,2.0,99.0,5.0,95.0,2.0,5.0,1.0,5,7,4,0,3
3269,1,1,52,79,1,48.0,20.0,1.0,46.0,3.0,60.0,4.0,4.0,1.0,6,15,6,0,3
3270,1,3,67,68,3,46.0,46.0,3.0,59.0,4.0,48.0,4.0,3.0,2.0,19,3,3,0,3
3271,0,3,8,14,1,5.0,52.0,5.0,30.0,4.0,28.0,1.0,5.0,1.0,2,2,2,0,3
3272,0,3,61,43,1,82.0,84.0,2.0,1.0,2.0,97.0,1.0,1.0,1.0,8,4,4,0,3
3275,1,1,21,0,1,11.0,5.0,3.0,44.0,4.0,6.0,3.0,2.0,5.0,2,8,1,1,3
3276,0,3,66,56,1,51.0,90.0,5.0,59.0,1.0,77.0,3.0,5.0,3.0,8,7,4,0,3
3277,0,3,98,35,1,42.0,73.0,1.0,52.0,5.0,78.0,1.0,1.0,3.0,12,9,4,0,3
3278,1,1,16,18,4,31.0,35.0,4.0,52.0,1.0,84.0,2.0,3.0,4.0,3,19,6,0,3
3281,0,3,6,5,1,1.0,37.0,2.0,38.0,2.0,28.0,2.0,4.0,1.0,4,2,1,0,3
3282,0,3,6,16,2,2.0,49.0,3.0,35.0,1.0,28.0,1.0,3.0,1.0,1,3,1,0,3
3283,0,2,19,6,4,31.0,37.0,2.0,84.0,4.0,41.0,1.0,2.0,2.0,14,7,6,0,3
3284,1,3,55,55,1,81.0,30.0,2.0,2.0,3.0,71.0,4.0,5.0,1.0,17,7,4,0,3
3285,0,2,2,11,5,4.0,39.0,1.0,47.0,2.0,29.0,1.0,1.0,4.0,0,1,1,0,3
3286,1,3,29,29,4,82.0,15.0,4.0,96.0,1.0,13.0,1.0,1.0,4.0,8,7,8,0,3
3288,0,1,1,13,4,49.0,51.0,3.0,52.0,1.0,98.0,3.0,2.0,4.0,16,17,8,0,3
3289,1,1,16,24,4,47.0,30.0,4.0,73.0,3.0,88.0,3.0,2.0,3.0,12,5,5,0,3
3290,0,3,3,9,1,8.0,22.0,3.0,40.0,1.0,25.0,3.0,3.0,1.0,0,3,1,0,3
3291,1,1,20,89,4,71.0,78.0,5.0,45.0,4.0,22.0,5.0,1.0,5.0,2,2,2,1,3
3292,0,3,16,5,4,48.0,41.0,4.0,81.0,3.0,81.0,3.0,2.0,3.0,18,16,5,0,3
3294,1,1,86,89,3,4.0,67.0,1.0,77.0,2.0,92.0,4.0,3.0,5.0,13,18,5,0,3
3295,0,2,85,66,1,81.0,30.0,3.0,32.0,5.0,72.0,1.0,1.0,4.0,14,8,5,0,3
3296,0,1,38,50,3,25.0,32.0,3.0,27.0,2.0,89.0,1.0,5.0,2.0,14,11,7,0,3
3297,0,3,3,3,1,4.0,45.0,4.0,38.0,1.0,23.0,1.0,2.0,3.0,3,2,2,0,3
3298,1,2,84,47,1,75.0,62.0,4.0,33.0,5.0,87.0,5.0,5.0,5.0,4,4,4,0,3
3300,0,2,99,41,2,66.0,12.0,2.0,70.0,3.0,43.0,3.0,2.0,4.0,14,3,4,0,3
3303,0,2,76,83,1,87.0,97.0,1.0,38.0,1.0,56.0,1.0,1.0,3.0,4,8,5,0,3
3304,1,3,46,36,5,82.0,48.0,3.0,57.0,5.0,64.0,5.0,1.0,3.0,11,4,3,0,3
3305,0,2,65,88,5,65.0,17.0,1.0,50.0,3.0,48.0,5.0,4.0,1.0,6,11,2,0,3
3306,1,3,27,91,4,23.0,29.0,3.0,75.0,5.0,30.0,1.0,3.0,2.0,13,15,9,0,3
3307,1,2,69,58,4,50.0,14.0,5.0,98.0,5.0,64.0,2.0,5.0,2.0,1,10,7,0,3
3309,1,2,56,35,1,49.0,95.0,4.0,28.0,2.0,37.0,5.0,1.0,3.0,10,10,4,0,3
3310,0,1,14,23,5,57.0,34.0,4.0,63.0,3.0,49.0,3.0,5.0,3.0,4,14,7,0,3
3311,1,2,52,54,5,99.0,74.0,2.0,55.0,3.0,74.0,3.0,4.0,1.0,6,5,4,0,3
3315,1,1,66,68,4,88.0,61.0,2.0,74.0,5.0,52.0,3.0,1.0,2.0,16,7,4,0,3
3317,1,2,63,58,1,67.0,24.0,4.0,18.0,1.0,63.0,5.0,1.0,1.0,14,6,2,0,3
3318,0,3,6,1,1,4.0,55.0,3.0,43.0,2.0,23.0,5.0,4.0,3.0,3,1,1,0,3
3319,1,3,48,51,5,88.0,59.0,2.0,57.0,5.0,76.0,3.0,5.0,1.0,17,6,3,0,3
3320,1,2,23,59,1,59.0,56.0,2.0,26.0,1.0,70.0,5.0,4.0,2.0,7,6,4,0,3
3321,1,3,75,32,2,56.0,94.0,1.0,42.0,1.0,26.0,5.0,3.0,3.0,10,11,5,0,3
3322,0,2,19,3,4,40.0,36.0,4.0,47.0,3.0,67.0,1.0,4.0,2.0,12,13,4,0,3
3323,0,3,6,12,5,12.0,10.0,4.0,39.0,4.0,24.0,4.0,4.0,1.0,3,3,2,0,3
3324,1,2,10,23,5,34.0,39.0,3.0,54.0,3.0,55.0,1.0,4.0,2.0,11,3,8,0,3
3325,0,3,9,15,1,9.0,39.0,2.0,24.0,5.0,26.0,1.0,4.0,1.0,1,1,2,0,3
3326,0,3,8,1,2,6.0,10.0,5.0,41.0,4.0,26.0,2.0,3.0,1.0,2,3,1,0,3
3327,1,3,35,74,4,71.0,49.0,2.0,27.0,5.0,80.0,1.0,5.0,2.0,14,6,5,0,3
3329,1,3,75,74,3,95.0,38.0,2.0,94.0,5.0,59.0,1.0,5.0,1.0,6,6,5,0,3
3330,0,2,29,22,4,23.0,54.0,3.0,5.0,1.0,6.0,3.0,5.0,3.0,15,14,7,0,3
3331,1,2,4,11,1,11.0,33.0,1.0,39.0,4.0,23.0,5.0,5.0,2.0,4,3,1,0,3
3333,1,2,13,11,5,21.0,32.0,4.0,68.0,4.0,81.0,1.0,2.0,4.0,8,12,4,0,3
3334,1,3,15,69,4,91.0,58.0,2.0,72.0,2.0,89.0,3.0,3.0,2.0,11,8,5,0,3
3336,0,3,4,10,1,2.0,21.0,2.0,34.0,5.0,29.0,3.0,4.0,1.0,2,1,1,0,3
3337,0,3,16,12,5,36.0,39.0,2.0,60.0,3.0,74.0,4.0,2.0,2.0,4,12,5,0,3
3338,0,2,10,16,4,35.0,38.0,3.0,72.0,1.0,50.0,1.0,5.0,4.0,5,9,6,0,3
3340,0,2,62,85,1,58.0,49.0,1.0,30.0,2.0,22.0,4.0,1.0,3.0,4,10,2,0,3
3341,1,1,41,55,5,81.0,59.0,4.0,22.0,2.0,97.0,3.0,5.0,1.0,6,7,3,0,3
3342,0,2,14,19,4,46.0,49.0,4.0,78.0,5.0,55.0,4.0,3.0,3.0,4,15,6,0,3
3343,0,2,75,10,2,9.0,43.0,3.0,79.0,2.0,95.0,4.0,5.0,2.0,15,17,6,0,3
3345,1,3,41,79,1,56.0,26.0,3.0,95.0,1.0,75.0,3.0,4.0,4.0,10,6,4,0,3
3348,1,3,50,69,2,58.0,65.0,4.0,48.0,5.0,54.0,4.0,1.0,2.0,5,7,3,0,3
3349,1,1,9,85,4,65.0,98.0,1.0,50.0,1.0,7.0,5.0,1.0,5.0,12,11,8,0,3
3351,1,2,12,79,1,66.0,32.0,2.0,81.0,5.0,93.0,3.0,5.0,4.0,17,5,3,0,3
3352,1,2,19,15,4,32.0,43.0,4.0,85.0,3.0,28.0,2.0,3.0,3.0,26,17,5,0,3
3354,0,2,8,3,2,2.0,57.0,3.0,39.0,2.0,22.0,1.0,3.0,2.0,2,3,2,0,3
3355,0,3,5,13,2,11.0,17.0,2.0,45.0,1.0,23.0,2.0,5.0,3.0,0,2,2,0,3
3356,1,1,48,58,1,92.0,21.0,1.0,13.0,3.0,50.0,3.0,4.0,2.0,5,5,3,0,3
3358,0,1,81,51,3,86.0,59.0,1.0,9.0,2.0,37.0,3.0,1.0,1.0,10,10,3,0,3
3359,1,3,15,77,1,57.0,77.0,5.0,10.0,5.0,66.0,2.0,5.0,2.0,11,7,3,0,3
3360,1,3,63,53,3,88.0,27.0,1.0,82.0,4.0,80.0,3.0,5.0,1.0,12,7,5,0,3
3361,0,2,63,40,3,57.0,18.0,1.0,51.0,5.0,91.0,1.0,5.0,4.0,7,5,2,0,3
3362,1,2,76,79,5,99.0,78.0,1.0,71.0,1.0,6.0,1.0,2.0,4.0,3,21,8,0,3
3363,1,2,12,9,5,26.0,54.0,5.0,86.0,4.0,54.0,1.0,2.0,4.0,12,7,6,0,3
3365,1,2,4,71,2,52.0,12.0,1.0,70.0,1.0,85.0,5.0,1.0,4.0,15,21,6,0,3
3366,0,3,87,97,5,77.0,45.0,2.0,33.0,5.0,80.0,2.0,2.0,3.0,2,1,7,0,3
3367,1,3,1,2,1,2.0,49.0,3.0,33.0,1.0,25.0,5.0,3.0,2.0,0,2,1,0,3
3368,0,2,18,18,5,47.0,42.0,3.0,61.0,2.0,70.0,1.0,3.0,1.0,4,5,5,0,3
3369,1,2,63,86,1,85.0,87.0,1.0,9.0,1.0,70.0,1.0,3.0,1.0,7,11,4,0,3
3370,0,1,4,19,4,51.0,39.0,2.0,72.0,3.0,59.0,5.0,4.0,2.0,9,5,8,0,3
3372,0,3,5,10,1,1.0,45.0,1.0,26.0,1.0,28.0,2.0,5.0,1.0,0,1,2,0,3
3373,1,1,47,68,5,73.0,29.0,3.0,6.0,3.0,62.0,1.0,3.0,2.0,10,5,2,0,3
3375,1,2,49,45,5,37.0,49.0,2.0,33.0,4.0,64.0,4.0,4.0,4.0,0,19,4,0,3
3376,1,1,60,43,1,73.0,69.0,3.0,19.0,2.0,50.0,5.0,1.0,3.0,14,9,5,0,3
3377,1,3,79,66,1,46.0,57.0,3.0,34.0,3.0,92.0,1.0,2.0,3.0,16,6,1,0,3
3378,1,3,37,35,4,54.0,67.0,2.0,69.0,3.0,80.0,1.0,5.0,1.0,9,4,4,0,3
3379,0,2,84,80,3,14.0,29.0,2.0,23.0,4.0,9.0,4.0,1.0,1.0,3,2,5,0,3
3380,0,3,58,72,4,70.0,22.0,5.0,54.0,1.0,5.0,2.0,4.0,3.0,11,23,5,0,3
3381,1,3,62,58,3,74.0,41.0,1.0,23.0,1.0,60.0,1.0,5.0,4.0,15,5,5,0,3
3382,0,1,15,5,5,55.0,43.0,4.0,52.0,3.0,66.0,4.0,5.0,3.0,26,13,8,0,3
3383,0,2,63,93,4,72.0,8.0,1.0,38.0,1.0,62.0,1.0,4.0,4.0,15,5,5,0,3
3384,1,3,30,98,5,73.0,76.0,1.0,30.0,4.0,71.0,1.0,1.0,2.0,12,3,3,0,3
3385,0,3,16,11,5,40.0,43.0,4.0,74.0,2.0,97.0,3.0,3.0,3.0,22,4,5,0,3
3387,1,3,27,75,5,87.0,55.0,4.0,59.0,3.0,69.0,5.0,2.0,4.0,9,16,6,0,3
3388,1,1,7,8,5,36.0,53.0,4.0,48.0,3.0,54.0,2.0,5.0,3.0,23,9,6,0,3
3389,1,2,54,26,5,10.0,32.0,2.0,41.0,4.0,65.0,3.0,1.0,1.0,12,6,4,0,3
3390,0,3,81,55,1,84.0,99.0,2.0,41.0,5.0,74.0,5.0,5.0,1.0,12,6,1,0,3
3391,0,2,19,20,4,37.0,35.0,5.0,65.0,5.0,94.0,4.0,1.0,1.0,23,8,8,0,3
3395,1,3,34,58,1,64.0,50.0,5.0,29.0,1.0,67.0,3.0,3.0,1.0,7,6,2,0,3
3396,0,3,6,8,5,11.0,40.0,5.0,44.0,1.0,25.0,5.0,1.0,2.0,0,2,2,0,3
3397,1,2,39,73,5,88.0,74.0,2.0,44.0,4.0,65.0,1.0,5.0,5.0,11,8,4,0,3
3399,1,3,11,77,1,51.0,75.0,2.0,61.0,4.0,61.0,5.0,4.0,1.0,13,5,4,0,3
3401,0,1,41,38,1,8.0,28.0,3.0,78.0,2.0,35.0,3.0,2.0,3.0,8,22,3,0,3
3402,1,2,17,8,4,36.0,39.0,4.0,90.0,4.0,60.0,2.0,2.0,4.0,11,17,8,0,3
3404,1,3,99,50,4,66.0,35.0,2.0,36.0,3.0,77.0,1.0,2.0,1.0,3,9,2,0,3
3405,1,2,86,76,3,96.0,56.0,4.0,28.0,2.0,15.0,3.0,5.0,4.0,13,5,4,0,3
3406,0,3,4,6,2,6.0,14.0,4.0,29.0,2.0,26.0,3.0,3.0,4.0,3,3,1,0,3
3408,0,3,8,10,1,1.0,26.0,4.0,46.0,2.0,23.0,4.0,1.0,2.0,0,1,1,0,3
3409,1,3,70,68,1,63.0,58.0,1.0,9.0,1.0,92.0,1.0,2.0,4.0,12,6,1,0,3
3410,1,2,33,19,2,56.0,32.0,2.0,71.0,4.0,34.0,4.0,4.0,4.0,2,0,1,1,3
3411,1,3,9,15,1,5.0,47.0,1.0,41.0,1.0,28.0,5.0,2.0,3.0,1,1,2,0,3
3412,0,3,16,10,4,40.0,52.0,3.0,72.0,5.0,81.0,3.0,5.0,2.0,18,7,7,0,3
3413,0,3,6,5,5,13.0,52.0,5.0,27.0,1.0,23.0,1.0,5.0,1.0,4,2,2,0,3
3414,1,3,1,5,5,4.0,22.0,2.0,49.0,2.0,23.0,1.0,3.0,3.0,4,2,2,0,3
3415,1,2,28,67,1,89.0,58.0,3.0,58.0,2.0,14.0,3.0,5.0,3.0,6,2,3,1,3
3416,1,3,1,2,5,7.0,23.0,5.0,44.0,1.0,25.0,1.0,4.0,1.0,3,1,2,0,3
3417,0,3,2,8,1,1.0,54.0,3.0,35.0,4.0,22.0,1.0,1.0,2.0,4,1,2,0,3
3418,1,3,31,53,2,51.0,71.0,1.0,54.0,3.0,91.0,2.0,5.0,2.0,8,8,4,0,3
3419,0,2,7,24,4,55.0,34.0,3.0,83.0,5.0,26.0,1.0,4.0,3.0,14,12,7,0,3
3420,1,3,45,50,4,56.0,43.0,2.0,3.0,2.0,53.0,3.0,5.0,2.0,17,8,5,0,3
3422,0,3,24,59,5,11.0,58.0,2.0,88.0,1.0,10.0,5.0,2.0,1.0,13,4,4,0,3
3423,1,3,22,71,1,88.0,57.0,3.0,13.0,2.0,57.0,2.0,4.0,1.0,11,7,2,0,3
3424,0,3,12,14,5,53.0,38.0,3.0,95.0,4.0,98.0,3.0,3.0,3.0,27,4,6,0,3
3425,0,3,11,6,5,24.0,38.0,4.0,68.0,1.0,84.0,1.0,4.0,3.0,23,19,5,0,3
3426,1,3,83,43,1,86.0,88.0,2.0,69.0,2.0,27.0,5.0,1.0,3.0,3,11,5,0,3
3427,0,2,5,6,1,3.0,40.0,3.0,42.0,1.0,26.0,1.0,2.0,2.0,3,2,1,0,3
3431,1,3,10,77,2,87.0,41.0,3.0,69.0,1.0,54.0,2.0,3.0,2.0,8,5,3,0,3
3432,1,3,9,4,1,3.0,37.0,1.0,43.0,2.0,20.0,2.0,3.0,1.0,3,1,2,0,3
3433,1,2,82,8,1,14.0,97.0,5.0,49.0,2.0,10.0,5.0,1.0,4.0,12,4,9,0,3
3435,0,1,2,40,5,66.0,90.0,3.0,86.0,4.0,31.0,3.0,2.0,3.0,17,15,3,0,3
3436,0,3,2,7,5,6.0,21.0,2.0,37.0,1.0,27.0,1.0,3.0,3.0,4,3,2,0,3
3437,1,2,86,91,2,80.0,9.0,3.0,45.0,2.0,88.0,4.0,4.0,3.0,7,21,1,0,3
3440,1,3,39,4,1,50.0,39.0,3.0,5.0,3.0,11.0,5.0,2.0,4.0,4,7,0,1,3
3442,1,3,4,5,5,69.0,55.0,4.0,4.0,5.0,70.0,2.0,4.0,3.0,3,9,8,0,3
3443,1,1,73,54,5,58.0,3.0,4.0,25.0,5.0,88.0,1.0,1.0,1.0,5,21,8,0,3
3447,0,1,9,23,4,57.0,43.0,4.0,68.0,4.0,45.0,1.0,3.0,1.0,15,6,6,0,3
3449,0,3,5,20,4,30.0,42.0,4.0,60.0,3.0,94.0,1.0,5.0,1.0,6,6,7,0,3
3450,1,3,2,9,2,2.0,36.0,3.0,24.0,4.0,22.0,4.0,4.0,3.0,1,2,2,0,3
3452,0,2,16,26,4,47.0,43.0,4.0,88.0,2.0,32.0,5.0,4.0,1.0,9,8,5,0,3
3454,0,1,16,6,4,38.0,30.0,3.0,66.0,2.0,88.0,3.0,2.0,3.0,18,18,8,0,3
3455,1,3,36,71,2,16.0,65.0,5.0,5.0,4.0,30.0,4.0,4.0,5.0,13,1,0,1,3
3456,0,2,6,29,2,35.0,68.0,2.0,45.0,3.0,26.0,5.0,4.0,5.0,13,8,8,0,3
3458,0,3,7,9,5,13.0,29.0,4.0,34.0,2.0,29.0,2.0,2.0,2.0,0,1,1,0,3
3460,1,3,66,62,5,91.0,46.0,2.0,60.0,5.0,81.0,5.0,1.0,2.0,10,6,5,0,3
3461,0,3,96,89,5,53.0,37.0,1.0,36.0,3.0,97.0,1.0,4.0,4.0,10,8,1,0,3
3462,1,3,99,30,2,77.0,58.0,5.0,15.0,3.0,27.0,3.0,4.0,5.0,13,2,2,1,3
3464,0,2,79,99,1,83.0,15.0,5.0,76.0,1.0,38.0,1.0,2.0,3.0,7,8,3,0,3
3465,0,2,17,1,4,25.0,43.0,3.0,95.0,3.0,67.0,5.0,2.0,3.0,27,9,7,0,3
3466,1,2,71,86,5,87.0,63.0,1.0,3.0,4.0,76.0,5.0,2.0,3.0,5,5,2,0,3
3467,1,2,30,32,2,60.0,13.0,2.0,44.0,5.0,85.0,4.0,4.0,2.0,5,20,9,0,3
3469,0,3,1,13,1,2.0,32.0,2.0,27.0,5.0,20.0,4.0,4.0,1.0,4,3,2,0,3
3470,0,3,6,1,2,11.0,17.0,4.0,44.0,2.0,26.0,1.0,2.0,1.0,2,3,2,0,3
3472,0,3,5,20,4,31.0,44.0,4.0,47.0,2.0,82.0,3.0,2.0,3.0,12,7,8,0,3
3473,1,2,31,79,5,84.0,61.0,4.0,37.0,5.0,79.0,3.0,3.0,1.0,12,5,5,0,3
3474,1,3,40,52,2,70.0,47.0,1.0,54.0,4.0,69.0,3.0,5.0,5.0,7,8,4,0,3
3475,1,3,49,70,3,87.0,61.0,1.0,98.0,2.0,89.0,5.0,5.0,1.0,17,8,3,0,3
3476,1,2,4,7,5,44.0,41.0,3.0,87.0,2.0,63.0,2.0,4.0,2.0,18,17,7,0,3
3477,1,3,8,7,1,7.0,8.0,1.0,31.0,4.0,23.0,4.0,5.0,4.0,4,2,2,0,3
3479,0,3,9,15,1,2.0,49.0,1.0,49.0,1.0,27.0,1.0,1.0,4.0,0,1,2,0,3
3480,0,3,86,42,5,71.0,24.0,5.0,73.0,4.0,97.0,3.0,2.0,4.0,10,2,5,0,3
3481,0,2,73,32,3,61.0,92.0,1.0,30.0,1.0,51.0,5.0,3.0,4.0,18,11,3,0,3
3482,0,2,96,66,4,56.0,62.0,4.0,55.0,1.0,56.0,2.0,1.0,2.0,15,9,3,0,3
3483,1,1,39,41,3,73.0,56.0,2.0,19.0,5.0,73.0,1.0,4.0,4.0,13,15,9,0,3
