,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,final_dropout
3625,1,1,55,47,3,23.0,72.0,3.0,35.0,4.0,27.0,3.0,4.0,5.0,8,4,0,1
3626,0,3,1,9,1,11.0,54.0,4.0,41.0,1.0,27.0,1.0,1.0,4.0,1,1,2,0
3627,1,3,26,74,3,89.0,76.0,1.0,41.0,4.0,70.0,2.0,5.0,1.0,11,8,2,0
3628,0,3,79,31,5,56.0,35.0,2.0,26.0,5.0,27.0,3.0,2.0,1.0,3,5,1,0
3630,1,1,21,69,4,73.0,40.0,2.0,15.0,4.0,83.0,3.0,5.0,1.0,7,8,4,0
3631,0,2,4,6,1,13.0,42.0,2.0,26.0,5.0,22.0,3.0,2.0,4.0,3,2,1,0
3632,1,3,33,50,1,55.0,50.0,3.0,76.0,4.0,62.0,1.0,3.0,1.0,11,5,4,0
3635,1,2,3,14,1,8.0,19.0,3.0,40.0,2.0,26.0,3.0,3.0,1.0,3,2,1,0
3637,0,3,4,16,5,20.0,53.0,4.0,67.0,1.0,50.0,4.0,2.0,1.0,17,12,5,0
3638,1,2,9,9,1,12.0,8.0,2.0,45.0,2.0,24.0,1.0,1.0,1.0,0,1,1,0
3639,0,1,57,40,2,94.0,6.0,1.0,2.0,4.0,50.0,2.0,1.0,5.0,0,17,9,0
3640,0,1,19,12,5,48.0,38.0,3.0,71.0,3.0,68.0,3.0,5.0,2.0,17,15,6,0
3641,1,2,93,57,4,76.0,12.0,1.0,73.0,2.0,91.0,1.0,3.0,4.0,17,9,5,0
3644,0,3,9,9,1,11.0,35.0,4.0,29.0,1.0,20.0,1.0,3.0,3.0,3,2,2,0
3645,1,1,99,19,4,29.0,59.0,4.0,20.0,5.0,73.0,4.0,4.0,5.0,8,4,1,1
3646,1,3,61,67,1,75.0,72.0,5.0,16.0,5.0,65.0,2.0,4.0,2.0,6,7,5,0
3647,0,1,6,2,5,43.0,37.0,4.0,72.0,3.0,65.0,3.0,1.0,2.0,11,19,5,0
3649,1,3,81,31,5,86.0,76.0,1.0,56.0,2.0,69.0,5.0,5.0,1.0,10,11,1,0
3650,0,3,5,12,4,37.0,37.0,2.0,66.0,3.0,63.0,1.0,4.0,2.0,11,16,7,0
3651,1,1,49,20,2,69.0,53.0,2.0,39.0,2.0,35.0,1.0,2.0,2.0,8,5,2,0
3653,1,1,61,45,1,55.0,78.0,1.0,70.0,2.0,45.0,1.0,2.0,1.0,16,11,4,0
3654,1,3,10,3,4,52.0,37.0,4.0,69.0,3.0,70.0,1.0,2.0,1.0,11,12,7,0
3655,1,1,67,76,2,54.0,20.0,1.0,63.0,2.0,56.0,1.0,5.0,1.0,11,6,5,0
3657,0,1,5,18,5,25.0,50.0,3.0,57.0,3.0,45.0,1.0,1.0,2.0,14,17,4,0
3658,0,1,7,22,5,49.0,43.0,4.0,54.0,3.0,50.0,3.0,4.0,3.0,27,14,4,0
3660,0,1,79,50,4,89.0,92.0,3.0,52.0,1.0,22.0,3.0,4.0,1.0,19,6,8,0
3662,1,3,96,4,1,58.0,36.0,1.0,29.0,3.0,63.0,2.0,5.0,2.0,2,3,3,0
3665,0,2,92,97,1,69.0,86.0,5.0,16.0,2.0,39.0,4.0,2.0,4.0,12,3,2,0
3667,0,2,19,1,1,51.0,70.0,4.0,99.0,4.0,83.0,5.0,1.0,5.0,14,8,6,0
3668,0,3,51,30,2,98.0,74.0,5.0,8.0,3.0,29.0,3.0,1.0,2.0,19,24,4,0
3669,1,1,60,52,2,55.0,25.0,1.0,82.0,5.0,83.0,3.0,5.0,1.0,7,8,4,0
3670,1,3,59,75,5,61.0,77.0,1.0,99.0,1.0,97.0,5.0,5.0,5.0,15,7,3,0
3671,1,3,62,50,3,14.0,14.0,1.0,34.0,2.0,17.0,1.0,1.0,2.0,5,17,5,0
3673,1,3,20,30,1,7.0,59.0,1.0,42.0,4.0,68.0,3.0,5.0,4.0,2,4,0,1
3674,1,2,83,71,4,74.0,24.0,3.0,71.0,4.0,47.0,5.0,4.0,2.0,17,8,5,0
3675,0,3,14,20,4,44.0,41.0,3.0,96.0,1.0,62.0,5.0,2.0,4.0,8,15,4,0
3677,0,2,5,5,5,47.0,50.0,4.0,83.0,5.0,69.0,1.0,2.0,2.0,3,11,5,0
3678,0,2,17,75,2,65.0,16.0,3.0,57.0,3.0,93.0,1.0,5.0,1.0,15,17,9,0
3679,1,2,37,53,2,33.0,66.0,1.0,61.0,2.0,7.0,4.0,2.0,5.0,0,1,1,1
3680,0,2,9,12,5,33.0,30.0,4.0,78.0,2.0,64.0,2.0,4.0,3.0,3,3,4,0
3684,1,2,88,86,1,63.0,56.0,3.0,33.0,5.0,81.0,4.0,2.0,4.0,16,4,4,0
3685,1,2,91,89,1,85.0,80.0,1.0,53.0,2.0,79.0,1.0,2.0,1.0,12,9,1,0
3687,1,2,2,16,1,8.0,44.0,4.0,44.0,1.0,22.0,1.0,1.0,2.0,2,1,2,0
3688,1,1,14,29,2,68.0,8.0,1.0,3.0,3.0,26.0,2.0,1.0,3.0,10,18,3,0
3689,0,1,13,19,4,58.0,40.0,4.0,79.0,2.0,70.0,1.0,4.0,2.0,19,19,5,0
3690,0,3,2,10,1,9.0,27.0,4.0,46.0,4.0,26.0,1.0,5.0,4.0,0,3,2,0
3692,0,1,5,27,5,39.0,53.0,4.0,96.0,3.0,92.0,1.0,1.0,4.0,28,18,8,0
3693,1,2,4,31,4,21.0,88.0,1.0,66.0,4.0,10.0,5.0,5.0,5.0,8,4,2,1
3694,1,3,69,90,3,73.0,95.0,4.0,37.0,2.0,56.0,5.0,3.0,4.0,16,8,1,0
3695,0,2,82,89,3,9.0,19.0,1.0,4.0,3.0,89.0,1.0,4.0,1.0,8,4,7,0
3696,0,3,7,7,4,56.0,37.0,4.0,66.0,1.0,76.0,4.0,4.0,3.0,27,8,7,0
3697,1,1,73,68,3,97.0,30.0,1.0,57.0,2.0,99.0,2.0,5.0,1.0,9,9,5,0
3698,0,1,1,28,5,54.0,50.0,4.0,59.0,1.0,29.0,3.0,2.0,4.0,9,16,8,0
3699,1,2,90,60,1,85.0,5.0,3.0,18.0,4.0,94.0,4.0,1.0,4.0,7,11,5,0
3700,1,3,18,12,5,52.0,47.0,5.0,65.0,3.0,74.0,1.0,1.0,3.0,13,13,4,0
3701,1,3,44,71,3,97.0,67.0,2.0,47.0,5.0,65.0,1.0,5.0,3.0,8,1,1,1
3702,1,2,19,17,5,22.0,34.0,3.0,79.0,3.0,27.0,3.0,2.0,2.0,27,17,6,0
3703,0,3,97,32,2,55.0,2.0,1.0,47.0,2.0,72.0,5.0,2.0,3.0,17,4,2,0
3704,0,3,7,10,5,11.0,53.0,2.0,40.0,2.0,27.0,5.0,4.0,3.0,0,1,1,0
3705,0,3,2,29,5,31.0,53.0,4.0,91.0,3.0,44.0,2.0,1.0,2.0,29,4,8,0
3706,0,1,18,6,5,36.0,54.0,4.0,96.0,3.0,93.0,1.0,5.0,4.0,19,11,7,0
3709,1,3,78,12,2,4.0,92.0,4.0,10.0,1.0,22.0,5.0,5.0,5.0,3,1,2,1
3710,0,2,15,23,4,20.0,31.0,4.0,68.0,4.0,58.0,1.0,1.0,2.0,3,11,7,0
3711,0,2,61,79,1,61.0,80.0,4.0,46.0,5.0,78.0,5.0,2.0,2.0,19,5,5,0
3712,0,1,74,40,1,70.0,19.0,5.0,2.0,2.0,69.0,3.0,5.0,4.0,18,7,8,0
3713,1,2,86,70,1,68.0,48.0,1.0,25.0,2.0,23.0,1.0,1.0,2.0,17,6,2,0
3714,1,1,92,39,1,79.0,16.0,3.0,40.0,1.0,19.0,4.0,3.0,5.0,5,8,3,1
3715,1,3,81,44,1,19.0,17.0,3.0,43.0,4.0,39.0,5.0,2.0,5.0,3,2,1,1
3716,1,2,36,82,5,86.0,18.0,4.0,19.0,4.0,23.0,1.0,1.0,5.0,13,12,5,0
3717,1,2,63,4,5,23.0,58.0,1.0,39.0,5.0,16.0,5.0,1.0,3.0,2,3,1,1
3719,1,1,84,52,1,79.0,43.0,4.0,72.0,5.0,98.0,5.0,5.0,4.0,13,6,1,0
3720,1,2,90,47,2,71.0,57.0,3.0,25.0,5.0,29.0,3.0,4.0,5.0,13,4,1,0
3721,1,2,2,5,2,13.0,27.0,3.0,44.0,4.0,25.0,1.0,1.0,1.0,3,1,1,0
3722,1,3,61,49,4,82.0,36.0,3.0,57.0,1.0,70.0,1.0,1.0,1.0,8,3,1,0
3723,1,3,40,4,4,40.0,31.0,1.0,79.0,2.0,84.0,5.0,4.0,2.0,18,18,1,0
3725,1,3,52,24,1,61.0,54.0,2.0,78.0,2.0,85.0,2.0,5.0,5.0,6,3,3,0
3727,0,2,19,26,5,26.0,45.0,4.0,54.0,3.0,90.0,3.0,2.0,3.0,22,6,4,0
3728,1,2,68,86,3,83.0,80.0,3.0,35.0,5.0,60.0,2.0,2.0,4.0,11,5,1,0
3729,0,3,7,1,2,1.0,22.0,4.0,47.0,5.0,28.0,4.0,2.0,1.0,4,1,1,0
3731,1,1,70,17,1,66.0,68.0,1.0,21.0,5.0,83.0,2.0,1.0,4.0,10,5,2,0
3732,1,3,84,11,4,83.0,55.0,4.0,72.0,3.0,78.0,1.0,5.0,3.0,2,3,3,0
3734,0,3,10,21,4,33.0,41.0,2.0,67.0,4.0,25.0,1.0,2.0,2.0,10,13,5,0
3736,0,1,9,5,5,38.0,46.0,3.0,89.0,2.0,95.0,1.0,1.0,2.0,27,8,5,0
3738,0,2,6,26,4,43.0,31.0,4.0,53.0,2.0,73.0,3.0,2.0,4.0,14,8,4,0
3739,0,2,71,61,1,50.0,15.0,3.0,25.0,1.0,88.0,1.0,3.0,1.0,16,7,4,0
3741,0,3,8,3,2,3.0,46.0,4.0,38.0,5.0,29.0,2.0,1.0,4.0,0,1,1,0
3742,1,3,4,8,5,2.0,27.0,5.0,48.0,2.0,26.0,1.0,2.0,3.0,1,3,2,0
3744,1,2,92,71,1,25.0,53.0,1.0,45.0,4.0,14.0,3.0,2.0,4.0,14,4,3,1
3745,0,1,76,44,2,59.0,15.0,1.0,39.0,3.0,86.0,1.0,1.0,2.0,12,11,4,0
3746,1,1,44,52,4,69.0,39.0,2.0,89.0,5.0,63.0,3.0,5.0,5.0,12,5,3,0
3747,1,2,85,46,1,18.0,68.0,3.0,69.0,2.0,33.0,1.0,5.0,4.0,3,4,3,1
3748,0,2,93,80,1,40.0,25.0,4.0,26.0,2.0,88.0,1.0,1.0,3.0,18,5,3,0
3749,1,3,79,60,5,86.0,65.0,2.0,57.0,2.0,27.0,5.0,3.0,2.0,3,22,8,0
3750,1,1,50,15,1,74.0,74.0,3.0,32.0,4.0,4.0,3.0,4.0,3.0,10,3,1,1
3751,0,2,78,71,3,55.0,5.0,4.0,66.0,1.0,81.0,5.0,2.0,2.0,6,6,4,0
3752,1,3,12,15,5,43.0,31.0,5.0,64.0,2.0,23.0,1.0,4.0,4.0,26,18,4,0
3753,1,2,2,15,5,59.0,50.0,3.0,49.0,4.0,66.0,2.0,4.0,4.0,11,18,8,0
3754,1,1,34,24,1,54.0,22.0,5.0,23.0,2.0,52.0,4.0,4.0,2.0,9,5,4,0
3757,0,3,1,11,4,46.0,35.0,5.0,91.0,2.0,72.0,1.0,3.0,2.0,17,17,6,0
3758,0,3,18,57,5,55.0,73.0,2.0,60.0,2.0,46.0,5.0,3.0,4.0,16,24,9,0
3759,1,3,55,56,1,66.0,65.0,3.0,9.0,3.0,76.0,3.0,4.0,5.0,7,7,4,0
3761,1,2,5,27,5,36.0,54.0,3.0,51.0,3.0,28.0,3.0,2.0,3.0,6,6,5,0
3762,1,3,17,51,2,64.0,74.0,4.0,46.0,4.0,68.0,3.0,1.0,1.0,10,9,2,0
3763,1,3,52,52,1,60.0,28.0,4.0,32.0,3.0,80.0,3.0,5.0,1.0,13,6,2,0
3767,1,2,70,72,1,64.0,45.0,1.0,62.0,3.0,44.0,1.0,1.0,3.0,3,5,3,0
3769,1,3,45,72,1,85.0,40.0,2.0,19.0,2.0,64.0,1.0,3.0,2.0,14,8,4,0
3771,0,3,4,3,4,35.0,54.0,4.0,82.0,4.0,49.0,5.0,2.0,2.0,27,4,5,0
3772,1,2,79,50,2,96.0,33.0,1.0,51.0,5.0,94.0,5.0,4.0,1.0,13,9,5,0
3775,0,1,69,50,1,53.0,26.0,1.0,58.0,1.0,42.0,4.0,1.0,4.0,8,11,4,0
3776,1,1,70,43,5,82.0,63.0,4.0,32.0,5.0,57.0,4.0,3.0,1.0,10,3,5,0
3777,1,3,10,37,5,91.0,79.0,4.0,36.0,3.0,11.0,4.0,3.0,1.0,13,19,1,0
3778,0,3,2,11,5,6.0,20.0,1.0,32.0,1.0,29.0,1.0,1.0,2.0,1,2,1,0
3780,1,2,17,11,4,30.0,38.0,4.0,88.0,3.0,72.0,3.0,2.0,2.0,7,8,8,0
3781,1,1,9,22,1,68.0,21.0,1.0,17.0,2.0,51.0,3.0,1.0,2.0,5,9,5,0
3782,0,2,63,48,1,61.0,34.0,3.0,74.0,1.0,56.0,2.0,5.0,4.0,12,11,2,0
3784,0,2,6,14,4,53.0,43.0,2.0,71.0,5.0,96.0,2.0,1.0,2.0,3,6,8,0
3786,1,2,7,70,4,92.0,9.0,5.0,96.0,2.0,2.0,1.0,2.0,4.0,2,10,5,0
3787,1,2,68,84,5,88.0,62.0,5.0,18.0,1.0,72.0,5.0,2.0,4.0,13,8,4,0
3789,1,2,71,49,5,86.0,46.0,1.0,23.0,1.0,32.0,4.0,1.0,4.0,11,6,4,0
3790,1,2,95,67,3,89.0,77.0,1.0,7.0,4.0,68.0,4.0,2.0,4.0,5,9,4,0
3792,1,2,38,84,1,74.0,87.0,1.0,7.0,3.0,10.0,2.0,1.0,1.0,19,18,5,0
3793,1,3,36,51,1,99.0,43.0,2.0,56.0,5.0,55.0,1.0,1.0,4.0,9,5,5,0
3794,1,3,97,81,3,18.0,62.0,1.0,67.0,4.0,25.0,4.0,5.0,2.0,2,1,3,1
3798,0,3,6,13,5,5.0,53.0,4.0,24.0,1.0,26.0,5.0,4.0,1.0,3,1,1,0
3799,1,1,47,80,5,59.0,36.0,3.0,47.0,5.0,4.0,4.0,2.0,5.0,7,4,3,1
3800,0,1,2,28,4,31.0,37.0,3.0,83.0,5.0,84.0,3.0,2.0,2.0,14,3,6,0
3801,1,3,45,28,1,16.0,59.0,1.0,32.0,4.0,25.0,4.0,5.0,3.0,3,6,0,1
3802,1,3,65,74,2,58.0,29.0,4.0,5.0,5.0,61.0,3.0,4.0,1.0,13,7,5,0
3803,0,1,64,56,1,64.0,79.0,4.0,14.0,1.0,96.0,4.0,2.0,1.0,19,6,9,0
3805,1,3,21,66,1,71.0,58.0,1.0,60.0,5.0,63.0,3.0,5.0,1.0,15,6,4,0
3806,0,1,42,35,5,76.0,69.0,2.0,67.0,3.0,26.0,4.0,3.0,4.0,18,9,4,0
3807,1,1,77,67,5,83.0,63.0,2.0,82.0,2.0,90.0,3.0,5.0,2.0,15,7,2,0
3809,0,1,17,1,5,38.0,30.0,4.0,50.0,4.0,82.0,5.0,2.0,4.0,28,4,8,0
3810,0,2,91,60,1,43.0,50.0,1.0,3.0,1.0,92.0,1.0,2.0,5.0,16,10,2,0
3811,0,1,17,28,4,54.0,30.0,3.0,45.0,3.0,38.0,1.0,2.0,2.0,14,19,6,0
3813,0,1,4,40,2,93.0,1.0,5.0,45.0,4.0,53.0,5.0,1.0,1.0,10,4,9,0
3816,1,2,74,61,5,27.0,18.0,5.0,87.0,4.0,26.0,5.0,2.0,4.0,16,8,2,0
3817,0,2,78,89,3,49.0,47.0,3.0,8.0,3.0,32.0,4.0,1.0,1.0,18,11,8,0
3818,1,1,7,8,5,23.0,53.0,4.0,80.0,3.0,99.0,1.0,4.0,4.0,10,8,8,0
3819,0,3,96,51,1,65.0,91.0,1.0,61.0,1.0,60.0,1.0,3.0,3.0,14,5,4,0
3820,1,2,66,46,1,52.0,58.0,3.0,5.0,4.0,7.0,4.0,2.0,3.0,9,2,3,1
3824,1,1,49,43,2,47.0,36.0,2.0,29.0,1.0,7.0,1.0,4.0,5.0,10,6,1,1
3825,1,3,49,77,1,74.0,31.0,5.0,52.0,5.0,67.0,2.0,3.0,1.0,5,5,4,0
3826,1,3,21,96,1,74.0,12.0,1.0,20.0,1.0,94.0,5.0,1.0,4.0,10,19,8,0
3827,0,3,2,15,1,3.0,43.0,3.0,39.0,1.0,27.0,1.0,5.0,1.0,1,3,1,0
3828,1,2,77,67,1,82.0,35.0,2.0,21.0,1.0,96.0,1.0,5.0,2.0,16,8,2,0
3830,0,2,6,10,5,21.0,45.0,3.0,97.0,3.0,20.0,3.0,1.0,4.0,27,19,7,0
3833,1,1,63,50,2,98.0,76.0,1.0,63.0,1.0,83.0,3.0,3.0,2.0,12,6,3,0
3834,1,3,8,11,5,8.0,49.0,2.0,46.0,5.0,29.0,5.0,5.0,3.0,2,3,2,0
3835,0,2,10,6,4,28.0,45.0,5.0,86.0,3.0,72.0,1.0,2.0,2.0,14,15,7,0
3837,0,2,77,89,3,69.0,31.0,2.0,55.0,5.0,70.0,4.0,2.0,5.0,1,9,1,0
3838,0,1,97,93,3,42.0,95.0,3.0,13.0,1.0,87.0,3.0,5.0,5.0,9,8,1,0
3841,1,1,85,56,5,93.0,35.0,3.0,51.0,5.0,52.0,1.0,1.0,2.0,12,8,1,0
3842,0,2,14,14,5,42.0,46.0,5.0,55.0,2.0,36.0,2.0,2.0,4.0,24,11,7,0
3843,1,3,2,94,1,36.0,0.0,1.0,86.0,1.0,27.0,4.0,5.0,4.0,6,3,2,1
3844,1,2,85,86,1,97.0,53.0,1.0,43.0,5.0,75.0,1.0,5.0,1.0,7,4,3,0
3845,1,3,64,53,2,89.0,58.0,1.0,37.0,5.0,64.0,3.0,5.0,1.0,5,8,4,0
3846,0,1,94,71,3,85.0,44.0,5.0,54.0,3.0,18.0,1.0,2.0,5.0,18,21,4,0
3849,1,3,78,30,1,52.0,14.0,1.0,62.0,1.0,46.0,5.0,2.0,4.0,3,8,3,0
3850,1,1,98,54,5,87.0,72.0,5.0,49.0,4.0,7.0,5.0,4.0,5.0,4,0,1,1
3851,0,1,94,54,3,11.0,27.0,3.0,4.0,5.0,35.0,3.0,3.0,1.0,0,7,1,0
3854,1,3,76,57,2,79.0,53.0,3.0,73.0,5.0,76.0,4.0,5.0,2.0,17,8,4,0
3855,1,3,77,58,1,80.0,54.0,5.0,36.0,4.0,65.0,5.0,2.0,5.0,11,9,5,0
3856,1,3,69,54,2,59.0,16.0,5.0,68.0,5.0,38.0,1.0,1.0,2.0,19,11,5,0
3857,1,3,13,43,3,70.0,63.0,1.0,80.0,5.0,42.0,1.0,1.0,1.0,11,1,8,0
3859,0,2,26,47,5,70.0,37.0,5.0,63.0,1.0,52.0,1.0,1.0,1.0,19,20,4,0
3860,1,3,70,98,2,47.0,24.0,5.0,27.0,3.0,12.0,1.0,4.0,1.0,7,6,9,0
3863,0,1,15,12,5,46.0,54.0,5.0,68.0,3.0,81.0,4.0,2.0,3.0,5,15,7,0
3864,1,2,55,21,1,38.0,9.0,4.0,61.0,4.0,31.0,4.0,2.0,5.0,14,14,5,0
3867,1,3,58,16,2,52.0,27.0,5.0,64.0,5.0,62.0,1.0,3.0,3.0,10,6,2,0
3873,1,3,83,47,1,79.0,11.0,5.0,66.0,2.0,66.0,1.0,2.0,4.0,16,10,4,0
3875,1,3,94,86,1,45.0,19.0,1.0,7.0,5.0,58.0,1.0,1.0,1.0,19,11,1,0
3876,1,2,9,1,2,4.0,35.0,5.0,28.0,1.0,22.0,5.0,1.0,2.0,0,1,1,0
3877,1,3,77,71,2,51.0,45.0,1.0,31.0,2.0,70.0,2.0,5.0,2.0,7,9,3,0
3879,1,2,64,85,5,72.0,45.0,1.0,57.0,1.0,42.0,5.0,2.0,4.0,6,6,2,0
3880,1,3,60,55,5,90.0,37.0,2.0,96.0,5.0,77.0,2.0,5.0,2.0,8,8,5,0
3881,1,3,4,92,1,59.0,87.0,2.0,99.0,3.0,76.0,3.0,1.0,1.0,16,7,9,0
3883,1,1,10,74,3,22.0,65.0,5.0,25.0,4.0,35.0,1.0,4.0,5.0,6,3,2,1
3885,1,3,62,32,5,87.0,80.0,1.0,20.0,4.0,5.0,4.0,4.0,5.0,12,3,1,1
3886,1,1,87,79,1,8.0,74.0,3.0,68.0,4.0,21.0,2.0,3.0,5.0,6,3,3,1
3887,0,1,13,63,4,41.0,31.0,3.0,26.0,3.0,84.0,5.0,4.0,3.0,15,6,1,0
3888,1,1,60,57,2,53.0,54.0,1.0,72.0,3.0,38.0,5.0,1.0,1.0,2,3,2,0
3890,1,3,51,61,2,66.0,54.0,3.0,9.0,5.0,52.0,3.0,1.0,1.0,16,7,4,0
3892,0,2,83,59,1,52.0,23.0,4.0,81.0,5.0,39.0,1.0,1.0,1.0,8,23,7,0
3894,1,1,68,51,1,26.0,24.0,4.0,42.0,1.0,6.0,3.0,3.0,2.0,4,2,0,1
3895,0,2,27,69,3,79.0,71.0,4.0,18.0,2.0,37.0,2.0,1.0,5.0,17,21,4,0
3896,1,3,39,65,1,83.0,66.0,1.0,36.0,3.0,66.0,5.0,3.0,1.0,10,9,3,0
3899,1,2,68,72,2,94.0,57.0,1.0,75.0,5.0,68.0,1.0,5.0,1.0,8,7,5,0
3901,1,3,4,12,5,3.0,27.0,2.0,40.0,4.0,23.0,2.0,1.0,3.0,2,1,1,0
3902,0,1,87,74,1,72.0,18.0,1.0,39.0,5.0,20.0,3.0,1.0,4.0,7,5,1,0
3903,1,3,11,6,5,46.0,47.0,2.0,48.0,3.0,72.0,3.0,1.0,2.0,25,18,8,0
3904,1,1,83,17,4,71.0,91.0,3.0,1.0,4.0,12.0,3.0,2.0,5.0,1,0,1,1
3905,0,1,19,7,4,37.0,30.0,4.0,48.0,2.0,80.0,1.0,2.0,3.0,19,14,6,0
3906,1,3,9,12,1,4.0,57.0,3.0,28.0,1.0,24.0,1.0,1.0,2.0,4,2,2,0
3907,1,1,60,49,1,48.0,67.0,3.0,11.0,2.0,20.0,2.0,5.0,4.0,18,10,1,0
3908,1,1,3,21,5,50.0,41.0,4.0,81.0,2.0,61.0,2.0,1.0,3.0,26,6,6,0
3909,1,2,53,54,2,68.0,31.0,5.0,13.0,2.0,59.0,3.0,1.0,4.0,13,6,2,0
3910,1,3,6,4,1,6.0,32.0,2.0,24.0,4.0,29.0,5.0,4.0,3.0,3,2,1,0
3912,1,3,3,5,1,10.0,17.0,2.0,42.0,4.0,29.0,2.0,2.0,1.0,3,1,1,0
3914,1,1,15,85,1,28.0,48.0,3.0,24.0,4.0,27.0,4.0,4.0,5.0,5,2,0,1
3915,0,1,86,10,1,59.0,77.0,5.0,51.0,3.0,83.0,1.0,3.0,4.0,18,7,6,0
3916,1,3,36,52,4,48.0,40.0,1.0,25.0,5.0,33.0,5.0,3.0,4.0,1,2,0,1
3919,1,3,78,68,1,54.0,28.0,4.0,67.0,1.0,56.0,1.0,1.0,2.0,12,6,3,0
3921,0,3,65,80,1,73.0,95.0,1.0,75.0,1.0,61.0,4.0,5.0,4.0,3,11,2,0
3922,0,1,14,25,5,42.0,37.0,4.0,80.0,3.0,72.0,3.0,4.0,4.0,24,7,7,0
3923,1,1,90,68,5,44.0,58.0,4.0,18.0,3.0,97.0,1.0,5.0,1.0,16,9,3,0
3924,1,1,81,71,2,76.0,60.0,5.0,2.0,4.0,52.0,1.0,2.0,4.0,7,11,1,0
3925,0,3,4,11,2,5.0,51.0,2.0,47.0,1.0,28.0,1.0,3.0,1.0,3,3,2,0
3927,1,3,54,18,2,52.0,79.0,2.0,96.0,4.0,21.0,1.0,1.0,1.0,11,4,2,0
3928,0,2,18,12,4,51.0,33.0,4.0,63.0,3.0,66.0,1.0,5.0,2.0,7,9,6,0
3929,1,3,9,76,1,20.0,28.0,4.0,56.0,4.0,11.0,4.0,3.0,3.0,8,4,0,1
3930,1,2,14,30,2,72.0,13.0,3.0,66.0,5.0,1.0,2.0,4.0,4.0,6,4,2,1
3931,0,1,56,94,2,96.0,46.0,2.0,31.0,3.0,32.0,5.0,2.0,3.0,15,2,8,0
3932,1,1,73,59,1,35.0,60.0,3.0,21.0,2.0,43.0,4.0,4.0,2.0,0,0,0,1
3934,1,3,44,48,1,62.0,73.0,2.0,85.0,2.0,87.0,1.0,5.0,2.0,9,3,1,0
3936,0,3,8,11,2,8.0,34.0,1.0,40.0,5.0,23.0,1.0,2.0,2.0,0,2,1,0
3937,1,2,8,21,4,39.0,48.0,4.0,63.0,5.0,32.0,1.0,4.0,4.0,23,4,4,0
3938,1,3,50,85,4,2.0,98.0,4.0,29.0,4.0,97.0,1.0,1.0,5.0,7,7,3,0
3942,1,1,8,20,4,22.0,32.0,4.0,50.0,1.0,82.0,4.0,2.0,4.0,20,18,5,0
3943,1,3,6,18,4,34.0,35.0,2.0,91.0,2.0,56.0,5.0,4.0,3.0,23,6,7,0
3945,1,3,71,86,1,56.0,59.0,4.0,58.0,1.0,57.0,1.0,1.0,1.0,14,6,4,0
3947,0,1,6,11,5,27.0,46.0,4.0,77.0,3.0,39.0,1.0,2.0,2.0,19,10,7,0
3948,1,1,51,53,5,2.0,42.0,5.0,9.0,4.0,33.0,3.0,4.0,4.0,8,1,1,1
3949,0,2,2,3,5,7.0,41.0,2.0,33.0,2.0,24.0,3.0,5.0,2.0,0,3,1,0
3950,0,2,63,76,3,79.0,93.0,3.0,33.0,1.0,55.0,5.0,5.0,4.0,16,17,9,0
3951,1,1,92,48,5,46.0,17.0,3.0,35.0,4.0,36.0,1.0,1.0,4.0,17,3,2,0
3952,0,2,79,68,1,86.0,1.0,3.0,76.0,4.0,40.0,1.0,4.0,4.0,11,7,5,0
3953,0,3,5,11,1,4.0,33.0,2.0,29.0,2.0,23.0,1.0,4.0,3.0,2,3,2,0
3954,0,3,4,10,5,5.0,52.0,2.0,33.0,4.0,24.0,2.0,3.0,4.0,3,1,2,0
3955,0,3,76,56,2,59.0,42.0,5.0,48.0,1.0,76.0,1.0,4.0,1.0,12,11,1,0
3956,1,2,13,1,5,28.0,54.0,3.0,45.0,4.0,97.0,3.0,5.0,4.0,20,12,6,0
3957,1,1,93,71,1,55.0,56.0,2.0,16.0,3.0,13.0,2.0,5.0,5.0,7,4,2,1
3958,0,1,1,23,4,57.0,33.0,4.0,54.0,3.0,60.0,2.0,2.0,2.0,24,14,4,0
3959,1,1,1,16,5,22.0,40.0,2.0,98.0,2.0,55.0,2.0,2.0,3.0,3,17,8,0
3962,0,3,69,74,4,21.0,10.0,3.0,75.0,1.0,39.0,3.0,5.0,4.0,16,9,7,0
3965,1,3,52,12,5,60.0,69.0,2.0,85.0,3.0,31.0,4.0,5.0,1.0,7,14,3,0
3966,0,3,79,72,3,74.0,64.0,1.0,44.0,2.0,89.0,1.0,5.0,1.0,12,3,1,0
3967,0,2,84,62,4,62.0,59.0,1.0,20.0,1.0,48.0,5.0,2.0,4.0,19,9,3,0
3968,1,2,79,53,4,70.0,33.0,1.0,50.0,4.0,58.0,1.0,1.0,2.0,13,8,3,0
3969,1,3,71,75,3,41.0,43.0,3.0,70.0,4.0,75.0,3.0,3.0,3.0,18,10,3,0
3971,0,2,9,4,1,6.0,47.0,1.0,44.0,2.0,24.0,3.0,1.0,3.0,4,2,2,0
3973,1,1,56,55,1,56.0,66.0,1.0,26.0,4.0,49.0,3.0,5.0,5.0,12,5,0,1
3974,1,1,27,24,4,26.0,28.0,1.0,47.0,4.0,12.0,1.0,3.0,4.0,1,2,0,1
3977,1,3,47,62,2,92.0,53.0,2.0,22.0,4.0,55.0,5.0,1.0,2.0,14,6,3,0
