,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout
2578,N,second,14,48,D,79,62,F,66,D,,,,,2,1,0,Y
2579,Y,third,70,65,B,63,43,D,8,F,59,C,A,A,15,9,4,N
2580,N,third,3,10,A,8,16,B,41,F,27,A,C,B,4,2,2,N
2581,N,second,4,12,A,10,41,D,40,A,27,B,D,C,3,1,2,N
2582,Y,first,74,71,F,17,68,C,50,F,,,,,6,0,1,Y
2583,Y,first,88,97,B,76,23,A,64,A,32,A,A,C,9,3,4,N
2584,N,second,13,13,D,29,51,C,63,C,97,F,F,B,4,10,5,N
2585,N,third,7,3,B,5,13,A,31,A,27,C,C,A,4,1,1,N
2586,N,third,6,12,A,13,57,A,42,A,24,A,A,A,0,3,2,N
2587,Y,first,76,18,A,21,25,D,43,D,1,F,F,F,1,4,1,Y
2588,N,second,61,87,F,71,31,A,46,A,92,D,A,B,13,8,3,N
2589,Y,third,7,3,A,11,30,B,27,F,23,D,A,C,2,2,1,N
2590,Y,second,45,54,A,81,76,A,92,F,75,C,C,B,9,7,4,N
2591,Y,first,42,65,C,46,77,B,79,A,36,A,C,D,11,11,8,N
2592,Y,first,84,5,F,45,50,D,38,C,4,A,D,C,5,8,3,Y
2593,Y,third,71,90,A,50,69,C,49,B,30,A,B,A,10,6,3,N
2594,N,third,5,7,F,12,20,C,48,B,24,A,B,B,3,3,1,N
2595,N,second,94,92,A,26,5,A,65,D,38,F,F,C,1,24,1,N
2596,Y,second,88,98,F,90,77,C,32,D,93,A,B,B,15,11,5,N
2597,N,third,99,97,C,79,86,A,7,C,38,F,B,D,14,4,5,N
2598,Y,second,17,39,F,8,0,B,34,C,37,F,F,F,5,3,2,Y
2599,Y,first,63,55,A,54,20,A,77,D,66,C,F,A,11,9,2,N
2600,N,second,9,10,F,,,,,,,,,,2,2,0,Y
2601,Y,second,20,37,D,3,12,F,,,,,,,2,1,1,Y
2602,Y,second,17,60,B,86,49,A,28,F,69,C,F,A,12,5,5,N
2603,N,first,64,19,F,77,56,D,27,D,69,C,C,A,18,4,1,N
2604,N,second,33,6,C,69,28,C,44,B,44,C,A,A,4,16,5,N
2605,Y,third,41,8,B,43,27,B,45,C,,,,,7,2,0,Y
2606,N,third,3,11,A,1,19,C,31,B,25,A,A,A,0,1,1,N
2607,Y,third,20,79,D,0,56,C,21,C,,,,,4,2,0,Y
2608,Y,third,73,77,D,59,52,B,73,D,92,F,A,B,12,6,4,N
2609,N,second,93,60,A,42,56,A,49,F,42,F,F,C,12,8,4,N
2610,Y,first,45,36,B,44,4,F,,,,,,,1,0,0,Y
2611,N,third,12,24,D,33,44,D,62,D,93,C,D,B,16,19,4,N
2612,N,second,10,27,D,21,38,D,71,D,74,A,A,B,13,3,6,N
2613,N,third,76,68,D,80,55,A,48,F,59,A,A,D,18,3,3,N
2614,Y,first,57,38,A,44,24,D,,,,,,,0,1,0,Y
2615,Y,first,22,1,F,,,,,,,,,,1,0,1,Y
2616,Y,third,36,40,C,23,19,B,71,D,30,D,B,A,6,23,3,N
2617,Y,first,14,6,F,,,,,,,,,,2,0,1,Y
2618,N,third,2,2,B,9,20,A,41,F,23,A,D,C,0,2,1,N
2619,Y,second,65,70,A,85,5,A,59,B,86,A,F,A,9,3,3,N
2620,Y,first,69,96,A,58,30,F,34,B,51,B,A,B,16,23,3,N
2621,Y,third,2,15,D,16,38,B,22,F,,,,,5,1,0,Y
2622,Y,third,46,75,A,60,22,F,70,D,57,B,A,F,10,5,3,N
2623,N,third,49,52,D,23,27,D,,,,,,,5,4,1,Y
2624,Y,third,74,52,A,73,37,B,52,A,60,C,A,A,12,5,4,N
2625,Y,second,20,44,B,44,24,F,,,,,,,4,1,0,Y
2626,N,third,26,70,F,48,6,C,63,C,,,,,0,1,0,Y
2627,Y,third,37,68,D,81,30,C,36,B,29,B,A,A,11,4,2,N
2628,Y,second,20,73,A,77,45,D,63,B,3,F,D,F,6,1,2,Y
2629,Y,second,85,91,A,41,42,C,56,F,89,C,B,D,13,9,3,N
2630,N,first,12,26,F,25,40,F,91,C,33,F,A,C,13,10,7,N
2631,Y,first,59,44,D,50,19,D,,,,,,,0,0,1,Y
2632,Y,third,14,54,B,54,25,A,62,D,99,A,D,A,14,7,4,N
2633,N,second,2,29,F,34,41,D,92,C,95,D,F,B,3,5,8,N
2634,Y,third,37,61,F,28,27,C,66,D,,,,,3,0,1,Y
2635,N,first,41,10,C,94,29,D,63,F,87,A,A,D,14,2,5,N
2636,Y,second,88,20,B,48,53,B,69,D,,,,,11,2,0,Y
2637,N,third,1,5,A,12,55,A,24,B,23,B,C,D,3,3,2,N
2638,N,third,9,9,A,2,17,D,49,A,29,F,A,C,2,2,2,N
2639,Y,first,75,54,F,63,66,A,,,,,,,2,1,0,Y
2640,Y,third,48,61,A,74,43,B,13,B,72,C,F,B,16,8,2,N
2641,Y,third,24,31,F,,,,,,,,,,0,1,0,Y
2642,N,third,6,3,A,8,27,C,27,F,21,A,A,C,2,3,1,N
2643,Y,second,56,28,B,66,3,D,,,,,,,0,1,1,Y
2644,N,third,8,16,A,8,53,D,45,B,22,B,D,C,3,1,1,N
2645,Y,first,33,25,B,24,57,B,35,D,,,,,0,2,1,Y
2646,Y,first,15,5,F,39,40,D,78,B,45,C,F,D,29,14,5,N
2647,N,third,7,5,A,4,20,D,29,F,22,A,C,D,0,1,2,N
2648,Y,third,51,61,F,88,75,F,32,D,84,A,D,A,10,6,2,N
2649,Y,second,18,25,F,51,41,D,54,F,54,F,B,C,19,17,4,N
2650,N,second,78,58,C,60,25,A,5,F,99,D,F,D,13,9,4,N
2651,Y,third,76,0,A,30,27,D,78,F,,,,,4,2,0,Y
2652,Y,third,96,75,A,60,66,B,64,A,82,A,F,D,5,11,4,N
2653,N,second,11,9,F,48,42,C,46,C,52,A,D,A,28,4,5,N
2654,Y,second,28,42,C,,,,,,,,,,1,1,1,Y
2655,N,third,53,59,A,12,43,A,65,B,,,,,4,3,1,Y
2656,N,first,8,24,D,59,53,D,58,B,24,C,F,D,26,17,5,N
2657,Y,first,22,54,C,40,45,D,,,,,,,2,0,0,Y
2658,N,first,15,16,F,45,47,D,98,B,35,C,F,B,15,13,5,N
2659,Y,first,40,53,F,6,97,C,60,A,15,F,B,D,2,6,1,Y
2660,Y,first,85,23,A,28,2,C,88,B,68,F,C,D,8,23,4,N
2661,N,third,6,8,A,8,13,F,26,A,26,C,D,A,4,2,1,N
2662,N,third,69,78,A,46,3,B,53,D,43,A,F,D,16,6,4,N
2663,Y,third,75,28,A,28,15,F,61,D,,,,,4,3,0,Y
2664,N,first,13,26,F,47,35,D,53,D,39,F,B,C,28,13,4,N
2665,Y,second,24,64,A,91,59,B,74,B,97,A,D,A,13,9,3,N
2666,Y,third,73,79,B,51,72,C,96,B,70,D,D,B,6,9,3,N
2667,Y,third,68,68,F,64,48,B,30,F,67,C,F,A,9,6,2,N
2668,Y,second,36,61,A,74,18,B,34,F,,,,,0,2,1,Y
2669,Y,second,4,17,F,,,,,,,,,,2,0,0,Y
2670,Y,third,84,23,C,6,90,B,35,F,33,A,F,F,14,7,3,Y
2671,Y,second,21,70,C,78,61,B,68,C,88,C,F,A,15,8,3,N
2672,Y,second,99,74,A,54,6,F,45,A,64,A,A,D,7,7,1,N
2673,N,first,12,63,C,43,53,C,36,F,26,A,A,F,9,20,8,N
2674,Y,third,92,24,D,30,58,C,11,F,83,F,A,C,0,6,5,N
2675,Y,third,25,61,D,72,38,C,89,B,83,A,C,B,8,6,2,N
2676,N,third,70,46,A,79,99,A,76,B,74,C,F,D,15,8,5,N
2677,N,first,86,74,C,13,70,A,25,B,30,F,A,F,4,12,2,N
2678,N,second,94,34,A,69,58,B,23,F,48,D,F,F,4,4,5,N
2679,Y,third,47,42,A,13,41,B,39,D,34,B,C,F,3,1,1,Y
2680,Y,third,16,74,A,56,30,A,86,B,86,F,D,A,11,8,4,N
2681,N,third,81,78,D,68,89,B,17,F,80,D,B,B,3,8,3,N
2682,Y,third,84,90,D,33,90,F,51,B,41,A,A,F,2,5,3,N
2683,Y,third,43,59,C,95,76,A,8,A,79,B,C,B,12,8,3,N
2684,N,third,27,36,B,,,,,,,,,,6,2,1,Y
2685,Y,second,61,44,F,63,20,A,61,B,24,F,F,F,6,2,0,Y
2686,N,first,4,14,F,50,52,D,46,A,84,A,B,D,4,13,4,N
2687,N,first,65,45,D,73,69,F,49,A,52,A,B,D,3,8,4,N
2688,Y,third,74,52,F,66,69,A,13,A,86,C,C,F,8,7,3,N
2689,N,second,1,4,D,57,52,C,88,B,22,A,B,C,3,15,4,N
2690,N,third,5,1,F,6,53,B,37,D,22,D,A,A,0,2,1,N
2691,Y,third,21,11,F,71,71,D,2,D,33,F,F,D,18,9,5,N
2692,N,third,82,99,F,54,23,D,26,A,91,F,A,A,12,11,3,N
2693,N,third,7,34,A,44,64,D,8,B,63,F,D,F,8,24,4,N
2694,N,second,51,58,C,72,99,D,,,,,,,1,4,2,Y
2695,N,third,71,6,A,34,22,A,24,B,8,D,A,A,9,8,1,N
2696,N,first,13,21,D,37,36,D,90,C,53,F,A,C,7,7,4,N
2697,N,second,4,24,F,43,31,C,50,C,80,C,A,D,4,18,7,N
2698,Y,second,79,50,B,50,8,A,67,F,43,B,A,D,10,7,3,N
2699,Y,first,14,49,A,46,76,F,85,B,28,A,C,A,1,16,1,N
2700,N,third,9,9,B,3,35,D,36,A,21,D,C,A,4,3,1,N
2701,N,first,10,3,F,32,37,C,74,B,43,F,B,B,23,17,7,N
2702,Y,third,6,68,B,33,69,C,79,D,,,,,5,3,0,Y
2703,N,second,9,3,A,5,27,C,46,A,26,A,A,A,2,2,1,N
2704,N,third,84,93,A,9,26,F,90,F,,,,,8,3,2,Y
2705,Y,second,40,23,A,54,57,C,78,F,83,A,B,F,12,5,4,N
2706,N,third,10,9,F,46,50,F,45,B,30,C,A,D,23,3,4,N
2707,Y,second,80,31,A,62,4,A,62,F,43,A,D,D,4,5,2,Y
2708,N,second,18,5,D,42,44,C,78,C,96,D,D,C,8,4,6,N
2709,N,second,7,12,A,3,12,B,26,A,20,C,C,A,3,3,1,N
2710,N,third,60,36,D,37,78,B,40,C,99,A,D,B,11,12,5,N
2711,Y,first,16,79,D,3,62,B,36,C,,,,,6,2,1,Y
2712,N,first,92,68,F,6,60,D,29,B,27,C,C,C,12,9,6,N
2713,Y,first,23,53,F,87,41,B,86,B,96,C,F,F,9,5,3,N
2714,N,third,2,15,B,2,50,C,37,A,28,B,A,C,2,1,1,N
2715,N,third,10,23,F,29,40,D,61,F,37,C,B,A,17,7,5,N
2716,Y,second,98,69,B,64,3,B,14,F,86,D,A,D,5,10,2,N
2717,Y,second,46,52,C,13,51,F,,,,,,,3,1,1,Y
2718,N,first,9,1,D,46,53,B,88,C,34,A,B,D,3,17,8,N
2719,Y,third,59,5,B,87,3,C,53,D,26,B,F,C,6,2,1,Y
2720,Y,second,22,43,B,96,48,A,35,D,48,D,F,D,9,0,2,Y
2721,Y,third,89,63,A,51,78,B,21,A,50,A,A,B,13,6,1,N
2722,Y,third,43,72,B,74,26,B,66,F,83,D,F,B,9,9,5,N
2723,Y,third,4,5,F,46,38,C,12,D,5,C,B,F,3,5,3,Y
2724,N,second,5,29,D,41,46,F,67,C,92,A,A,A,19,16,7,N
2725,N,third,69,83,A,89,11,A,17,A,88,F,F,A,10,7,2,N
2726,N,third,5,6,B,2,17,A,46,B,26,A,B,C,3,2,1,N
2727,N,first,18,13,F,32,40,D,80,A,52,C,A,B,9,14,6,N
2728,Y,third,54,37,B,56,17,F,,,,,,,1,2,1,Y
2729,Y,third,65,88,A,63,31,B,33,D,68,D,D,A,10,3,1,N
2730,Y,third,12,11,C,,,,,,,,,,3,1,0,Y
2731,Y,third,69,68,A,79,31,C,71,F,72,A,A,A,7,9,4,N
2732,Y,third,30,55,D,23,45,F,,,,,,,2,0,1,Y
2733,Y,third,36,1,A,35,43,C,0,A,69,B,D,C,7,4,2,Y
2734,Y,first,3,27,D,44,42,F,65,A,77,A,F,C,15,4,8,N
2735,N,third,51,50,B,37,0,D,,,,,,,3,2,0,Y
2736,Y,third,58,89,B,72,88,A,34,D,,,,,3,3,1,Y
2737,Y,second,2,17,F,42,49,D,72,C,60,C,F,D,16,9,5,N
2738,Y,second,52,57,A,78,47,A,82,F,80,A,D,B,11,8,3,N
2739,Y,second,37,36,D,12,45,F,,,,,,,4,0,1,Y
2740,N,second,88,44,A,14,28,B,4,F,20,D,D,A,3,17,8,N
2741,Y,first,12,69,F,94,66,C,33,F,73,F,F,A,10,9,2,N
2742,N,third,76,71,D,47,34,B,2,A,63,B,C,A,4,19,4,N
2743,Y,third,73,28,F,84,32,B,51,F,,,,,1,2,1,Y
2744,Y,second,75,12,D,41,0,F,46,D,29,F,D,F,12,3,0,Y
2745,Y,first,50,43,C,16,35,C,34,C,,,,,1,0,1,Y
2746,N,third,80,43,A,66,46,C,16,C,81,A,A,B,12,8,3,N
2747,N,third,1,12,A,12,38,A,33,D,23,D,B,C,3,2,1,N
2748,Y,third,45,78,F,96,72,B,59,D,70,A,A,F,16,8,4,N
2749,Y,third,54,5,C,5,35,D,59,D,,,,,0,2,1,Y
2750,Y,second,79,96,D,52,99,F,17,B,85,A,B,D,19,3,4,N
2751,N,second,63,74,A,72,94,A,7,A,57,A,B,A,4,7,3,N
2752,Y,third,59,71,C,57,56,F,54,C,10,F,F,D,1,0,3,Y
2753,N,first,14,18,D,38,41,B,82,A,51,D,B,C,25,17,4,N
2754,Y,third,14,72,B,56,35,B,94,F,72,B,A,A,5,8,5,N
2755,Y,third,54,41,C,4,38,C,95,C,27,A,D,A,4,18,5,N
2756,Y,second,80,99,A,34,43,B,33,B,72,D,F,B,11,1,1,Y
2757,Y,second,43,32,A,45,74,B,77,D,,,,,2,1,0,Y
2758,N,third,1,10,F,,,,,,,,,,0,2,0,Y
2759,Y,third,33,44,D,9,32,F,,,,,,,0,1,0,Y
2760,Y,second,76,45,C,24,29,A,27,F,,,,,2,2,1,Y
2761,N,third,64,2,F,42,85,F,93,D,74,D,F,B,15,13,7,N
2762,N,third,81,74,A,89,8,F,71,B,37,B,F,C,14,10,3,N
2763,N,second,8,7,A,8,28,D,30,B,27,D,A,C,4,3,2,N
2764,Y,third,18,60,F,55,33,B,0,B,58,C,F,B,10,7,3,N
2765,Y,second,4,17,F,35,42,D,67,C,96,C,A,B,14,19,7,N
2766,N,first,15,2,D,39,38,D,59,F,96,A,F,C,12,13,7,N
2767,Y,first,47,41,F,41,0,F,,,,,,,4,1,1,Y
2768,Y,third,23,54,F,22,89,B,32,B,29,B,D,F,6,0,1,Y
2769,Y,third,40,72,A,93,61,A,80,A,82,C,B,F,15,2,3,N
2770,Y,second,26,34,F,,,,,,,,,,0,1,1,Y
2771,Y,third,8,9,A,1,10,F,35,A,23,D,A,C,0,2,1,N
2772,N,second,81,66,B,71,71,F,21,B,86,A,F,A,18,5,1,N
2773,Y,first,22,56,F,40,53,F,,,,,,,2,0,0,Y
2774,Y,second,59,77,D,51,33,D,80,F,97,C,F,B,5,7,3,N
2775,Y,second,45,87,D,76,9,D,97,F,36,B,A,D,18,24,7,N
2776,N,second,67,78,C,16,36,F,39,B,4,A,A,C,4,11,7,N
2777,Y,first,34,60,C,94,77,A,88,F,59,C,F,B,15,6,3,N
2778,N,first,13,21,D,39,47,D,93,C,26,C,B,D,29,11,8,N
2779,Y,third,12,62,C,58,50,D,78,F,87,C,D,D,16,9,3,N
2780,Y,first,33,3,A,16,34,B,30,B,74,B,A,B,1,2,9,N
2781,N,third,85,44,A,86,46,C,22,D,95,A,D,A,15,3,4,N
2782,Y,third,34,53,D,42,45,F,,,,,,,4,1,0,Y
2783,Y,second,20,43,F,1,65,C,11,B,25,C,B,F,16,7,7,N
2784,Y,second,61,41,B,32,38,F,17,F,16,D,A,A,17,7,7,N
2785,N,second,55,9,A,65,17,F,67,D,,,,,8,0,3,Y
2786,Y,third,75,83,C,66,83,A,55,D,80,A,A,C,18,9,3,N
2787,N,third,10,95,C,49,57,F,59,A,42,A,F,F,6,18,8,N
2788,N,second,87,35,A,75,79,C,11,B,52,F,D,C,6,4,2,N
2789,N,second,69,48,C,44,53,F,52,B,76,A,B,A,4,6,2,N
2790,Y,third,53,54,F,52,33,A,68,B,57,A,F,B,8,8,5,N
2791,N,first,30,66,B,87,63,F,88,C,15,A,A,F,2,15,7,N
2792,Y,first,14,12,C,32,60,C,49,D,,,,,3,2,1,Y
2793,Y,third,31,73,C,56,77,B,10,F,68,A,F,B,12,8,2,N
2794,Y,first,14,29,D,29,37,B,73,B,68,C,B,B,11,15,8,N
2795,Y,first,37,92,D,63,58,A,46,D,6,F,D,D,7,1,1,Y
2796,Y,second,11,48,F,,,,,,,,,,4,1,0,Y
2797,N,second,3,1,A,6,54,D,28,B,21,B,C,C,3,3,2,N
2798,Y,first,41,28,F,37,46,C,43,F,,,,,3,1,0,Y
2799,N,second,2,44,D,72,2,C,94,C,65,C,A,B,13,20,7,N
2800,N,first,72,95,F,72,17,F,27,A,29,D,A,C,9,1,2,N
2801,Y,third,48,8,F,31,55,B,46,F,,,,,9,3,1,Y
2802,Y,second,63,38,B,59,6,A,32,A,69,A,C,B,17,6,3,N
2803,Y,third,46,21,F,73,24,B,87,B,87,F,C,A,10,1,7,N
2804,N,second,8,10,F,6,18,B,34,D,29,C,F,C,1,2,1,N
2805,N,second,69,50,A,66,59,A,51,A,63,A,F,D,15,7,4,N
2806,Y,first,23,44,D,,,,,,,,,,1,2,0,Y
2807,Y,first,10,28,F,57,30,B,92,C,73,F,B,D,15,18,5,N
2808,Y,third,16,78,A,8,7,F,36,A,81,A,A,B,7,9,2,N
2809,Y,second,16,47,F,17,18,A,2,D,16,C,D,F,0,1,0,Y
2810,Y,first,23,88,A,61,1,F,83,C,72,A,B,F,18,10,3,N
2811,Y,third,82,42,B,43,76,C,46,B,97,A,B,D,17,5,2,N
2812,Y,third,63,55,F,74,27,B,55,A,23,A,A,C,12,6,4,N
2813,Y,second,8,1,D,28,44,D,67,C,81,A,B,C,18,14,5,N
2814,Y,third,22,42,D,49,1,F,,,,,,,1,0,1,Y
2815,Y,third,36,59,B,76,45,B,70,D,67,D,F,B,12,5,4,N
2816,Y,third,52,23,B,97,34,A,88,B,45,B,D,A,7,7,4,N
2817,Y,second,7,65,B,67,41,B,63,F,97,F,A,A,19,17,5,N
2818,Y,second,9,52,F,36,47,B,2,B,45,C,A,C,17,23,2,N
2819,Y,first,16,28,F,,,,,,,,,,1,0,0,Y
2820,N,third,59,74,D,24,66,F,14,F,10,C,A,C,11,10,3,N
2821,Y,first,17,7,F,,,,,,,,,,2,0,0,Y
2822,Y,third,38,43,B,67,75,F,40,D,70,A,B,C,13,24,1,N
2823,Y,third,33,78,B,53,45,A,98,B,98,C,F,A,11,5,3,N
2824,Y,second,42,65,D,2,29,C,95,C,9,A,C,D,6,7,9,N
2825,Y,third,85,93,D,74,63,A,53,F,87,A,A,B,13,6,3,N
2826,Y,third,3,3,A,11,50,B,46,A,26,A,F,C,2,1,2,N
2827,Y,first,16,6,F,23,43,B,94,F,55,B,B,B,28,7,5,N
2828,Y,third,36,50,F,90,50,C,11,F,14,C,C,B,13,18,9,N
2829,Y,third,20,41,F,29,11,F,,,,,,,3,1,0,Y
2830,N,second,13,30,A,25,54,F,28,A,94,D,F,A,15,13,1,N
2831,Y,second,9,13,A,6,22,A,27,D,26,B,A,C,2,2,2,N
2832,N,second,45,95,D,7,27,D,7,D,28,A,A,A,3,8,3,N
2833,Y,first,26,32,C,,,,,,,,,,3,1,0,Y
2834,Y,third,37,86,F,54,20,C,66,C,64,A,A,B,7,7,1,N
2835,Y,third,21,18,B,,,,,,,,,,1,1,1,Y
2836,N,second,8,27,F,,,,,,,,,,1,0,1,Y
2837,N,first,4,8,F,33,32,D,55,F,45,D,B,B,8,6,7,N
2838,N,third,20,29,F,,,,,,,,,,4,0,1,Y
2839,N,third,37,60,C,61,48,D,,,,,,,5,2,1,Y
2840,N,third,4,18,F,36,46,C,51,B,27,A,B,B,14,19,7,N
2841,Y,second,23,3,D,20,68,F,38,F,17,F,C,F,1,1,2,Y
2842,Y,second,91,85,D,45,18,C,59,A,84,A,B,D,15,7,4,N
2843,N,third,2,12,B,10,21,D,41,B,22,A,A,B,3,3,1,N
2844,Y,first,15,38,D,,,,,,,,,,2,2,0,Y
2845,Y,second,48,17,C,10,95,D,46,D,33,F,F,F,13,0,2,Y
2846,N,second,17,16,D,55,52,D,75,C,58,F,B,C,26,7,6,N
2847,Y,third,51,49,C,62,7,F,,,,,,,1,1,1,Y
2848,Y,third,22,42,B,,,,,,,,,,2,2,0,Y
2849,Y,first,96,83,D,78,46,D,,,,,,,3,4,0,Y
2850,Y,first,21,13,F,,,,,,,,,,3,1,0,Y
2851,Y,second,56,47,C,37,24,D,,,,,,,1,1,0,Y
2852,Y,third,40,54,F,92,31,D,38,A,61,F,F,B,10,5,2,N
2853,Y,second,12,7,F,,,,,,,,,,2,1,1,Y
2854,N,second,19,24,F,,,,,,,,,,2,0,0,Y
2855,N,second,11,26,F,,,,,,,,,,7,2,0,Y
2856,Y,third,13,59,A,16,7,A,31,C,3,B,F,A,6,3,8,N
2857,Y,third,88,91,A,75,97,A,56,A,41,A,D,B,19,15,6,N
2858,Y,first,53,96,C,80,59,B,20,B,49,A,B,A,8,16,8,N
2859,Y,first,67,61,F,54,34,D,16,D,88,D,A,B,8,5,3,N
2860,N,first,9,62,F,83,74,A,13,F,32,B,C,D,11,12,4,N
2861,Y,first,13,7,C,,,,,,,,,,1,1,0,Y
2862,Y,third,1,4,F,9,44,C,25,B,24,A,C,B,4,3,1,N
2863,Y,third,54,57,F,75,20,A,96,F,67,A,F,A,15,9,3,N
2864,N,third,76,66,D,34,51,F,,,,,,,1,2,2,Y
2865,N,third,15,1,F,51,38,D,65,B,86,B,F,C,20,9,5,N
2866,Y,third,55,73,C,64,23,B,82,F,84,B,F,F,16,9,3,N
2867,Y,first,6,6,F,,,,,,,,,,1,0,1,Y
2868,Y,third,37,60,F,79,11,C,30,F,,,,,9,0,0,Y
2869,Y,first,3,38,A,69,4,A,20,B,6,F,F,D,11,6,1,Y
2870,N,third,54,96,A,83,58,D,,,,,,,0,0,1,Y
2871,Y,first,95,77,D,95,59,B,71,B,16,A,A,F,18,17,6,N
2872,Y,first,47,77,A,84,15,B,86,D,,,,,4,2,1,Y
2873,N,second,15,22,D,25,42,C,88,D,20,A,F,D,18,18,5,N
2874,N,second,13,2,F,23,43,F,90,A,33,A,B,D,18,17,5,N
2875,Y,third,10,78,A,78,31,D,10,F,,,,,2,0,1,Y
2876,Y,third,75,59,B,67,25,C,7,F,63,A,C,D,13,6,2,N
2877,Y,first,79,72,D,40,37,C,26,A,65,A,A,C,12,11,3,N
2878,N,third,40,61,A,42,89,F,,,,,,,7,2,1,Y
2879,Y,third,5,5,F,7,44,B,38,B,22,B,F,D,0,1,1,N
2880,Y,first,53,61,C,40,53,F,,,,,,,5,1,2,Y
2881,Y,first,34,67,F,95,29,B,45,F,74,B,F,B,14,6,2,N
2882,Y,third,51,56,D,44,0,F,,,,,,,1,0,0,Y
2883,Y,third,83,94,F,72,4,C,84,D,,,,,0,4,0,Y
2884,Y,first,36,57,F,60,35,B,32,A,71,B,A,A,6,9,3,N
2885,Y,first,5,7,D,73,45,A,29,C,14,F,F,F,13,3,2,Y
2886,Y,first,67,61,F,72,54,F,64,B,77,C,D,B,9,7,4,N
2887,Y,second,58,60,B,86,59,A,12,B,81,B,A,B,17,7,4,N
2888,N,third,10,37,F,,,,,,,,,,0,2,0,Y
2889,Y,first,60,47,F,36,15,C,46,D,25,D,D,D,6,6,1,Y
2890,Y,second,96,22,B,57,17,D,10,C,74,D,F,B,1,10,8,N
2891,Y,third,27,17,B,80,6,C,50,F,,,,,0,2,0,Y
2892,Y,first,17,18,F,,,,,,,,,,2,0,1,Y
2893,N,third,9,4,A,12,46,D,27,B,27,A,B,A,0,1,1,N
2894,Y,third,55,14,B,51,60,F,59,F,,,,,3,0,1,Y
2895,Y,second,27,48,B,47,44,F,,,,,,,4,0,1,Y
2896,Y,first,17,62,F,65,71,A,6,A,98,C,F,A,15,5,2,N
2897,N,first,1,26,D,39,42,D,70,F,31,B,B,A,3,11,6,N
2898,N,first,2,98,D,22,32,D,90,D,4,B,A,A,12,9,4,N
2899,N,third,4,13,A,12,48,A,42,A,21,C,A,D,1,2,1,N
2900,Y,third,12,60,A,74,5,D,7,D,9,D,F,D,1,3,1,Y
2901,N,first,8,23,D,40,45,B,92,C,25,A,C,B,10,4,7,N
2902,Y,third,10,65,B,88,16,D,85,B,6,F,F,D,1,22,2,N
2903,N,second,52,59,A,85,62,D,86,A,16,A,A,F,3,1,3,N
2904,Y,third,69,96,A,77,98,B,34,F,53,A,A,B,14,3,2,N
2905,Y,second,46,37,B,60,67,A,43,F,30,A,B,A,7,22,1,N
2906,Y,third,30,88,D,58,46,C,73,A,39,D,D,F,14,7,3,N
2907,N,third,86,42,F,46,22,D,78,A,43,F,F,C,17,3,2,N
2908,N,third,80,83,D,36,65,A,88,C,,,,,1,4,1,Y
2909,N,first,35,81,F,32,74,D,96,B,6,F,F,D,5,21,4,N
2910,Y,second,88,90,A,43,19,C,82,A,23,F,C,F,3,1,2,Y
2911,N,third,6,10,A,9,11,A,44,A,20,B,C,A,3,3,1,N
2912,N,third,7,3,A,8,24,F,48,A,27,A,B,A,0,3,1,N
2913,Y,second,99,92,A,77,92,D,9,F,97,A,F,C,6,6,3,N
2914,Y,third,76,85,D,73,95,A,,,,,,,2,0,1,Y
2915,N,second,67,76,A,88,57,B,38,D,52,C,A,D,8,10,2,N
2916,Y,third,77,94,B,68,41,C,60,A,43,A,A,D,19,6,5,N
2917,Y,second,5,2,F,34,31,B,45,C,60,B,B,D,3,13,8,N
2918,Y,first,99,51,A,60,60,B,36,D,0,D,C,D,5,2,0,Y
2919,N,second,9,4,A,1,51,B,29,F,25,D,D,D,4,2,1,N
2920,N,first,14,13,D,50,32,C,97,F,80,A,B,C,29,6,6,N
2921,N,first,58,93,A,88,54,F,,,,,,,5,0,0,Y
2922,Y,second,44,56,D,67,54,D,25,B,68,C,F,A,19,20,9,N
2923,Y,third,48,62,A,65,75,A,99,B,76,D,F,B,7,9,2,N
2924,Y,third,45,51,A,70,52,B,69,D,73,C,D,D,5,5,5,N
2925,Y,second,11,7,D,45,40,D,93,A,45,B,C,C,6,5,6,N
2926,Y,first,8,15,B,,,,,,,,,,2,0,1,Y
2927,Y,first,29,51,F,,,,,,,,,,0,1,0,Y
2928,N,second,7,8,A,8,37,B,40,A,20,B,A,C,1,1,2,N
2929,N,third,9,16,F,48,52,D,54,F,95,D,A,D,13,7,7,N
2930,N,third,69,92,D,87,11,F,9,D,93,A,D,C,16,23,3,N
2931,Y,third,26,79,A,64,67,A,26,B,97,B,D,D,10,6,3,N
2932,Y,second,79,67,B,57,65,F,36,F,86,A,F,B,17,8,5,N
2933,Y,first,7,2,D,23,41,D,98,D,31,D,B,D,6,12,7,N
2934,N,third,8,13,A,7,17,D,49,A,27,B,C,A,1,2,2,N
2935,N,first,16,2,F,59,49,F,54,C,31,B,B,C,27,12,6,N
2936,Y,first,59,63,F,93,37,A,10,A,60,F,C,F,8,8,3,N
2937,N,third,34,37,A,52,27,C,93,F,,,,,9,0,1,Y
2938,N,first,30,4,C,21,12,A,92,C,38,C,F,B,11,6,8,N
2939,N,third,84,91,C,75,78,A,24,A,33,C,A,D,4,11,4,N
2940,N,second,69,64,B,65,66,C,23,A,30,D,A,A,16,9,5,N
