,External,Year,session 1,session 2,test 1
4075,N,third,9,5,F
4076,N,third,79,56,B
4077,Y,first,75,71,A
4078,N,third,46,70,A
4079,N,second,61,49,D
4080,Y,second,59,36,C
4081,Y,second,59,24,A
4082,Y,first,19,55,B
4083,Y,third,94,39,C
4084,Y,first,14,15,F
4085,N,third,2,1,D
4086,Y,first,66,45,A
4087,Y,first,38,99,C
4088,Y,third,52,71,B
4089,Y,first,26,72,D
4090,N,third,86,95,F
4091,Y,third,56,45,D
4092,N,first,64,42,F
4093,N,third,24,33,F
4094,N,third,1,35,A
4095,Y,second,18,68,D
4096,Y,first,39,2,A
4097,Y,second,49,69,C
4098,Y,third,32,47,A
4099,Y,second,95,83,D
4100,Y,first,74,37,C
4101,N,third,59,58,C
4102,N,second,80,45,B
4103,Y,first,15,17,A
4104,N,third,7,2,F
4105,Y,second,26,9,D
4106,Y,first,11,79,D
4107,Y,third,48,55,B
4108,N,third,9,14,A
4109,N,third,8,7,F
4110,Y,third,90,90,A
4111,N,third,56,54,F
4112,Y,first,17,41,D
4113,N,second,10,33,F
4114,Y,second,69,31,F
4115,N,third,34,52,A
4116,Y,third,54,51,A
4117,N,third,9,7,B
4118,N,third,23,62,A
4119,Y,third,18,55,A
4120,Y,third,21,33,F
4121,Y,third,75,66,A
4122,Y,third,8,21,A
4123,Y,first,37,56,F
4124,N,third,5,16,A
4125,N,third,97,60,F
4126,Y,first,69,73,A
4127,Y,first,20,36,D
4128,N,second,12,57,B
4129,N,second,12,11,D
4130,Y,second,52,42,C
4131,N,third,1,11,A
4132,N,first,14,8,F
4133,N,third,86,48,C
4134,N,third,63,55,A
4135,N,second,8,14,D
4136,Y,second,5,27,D
4137,Y,third,69,73,F
4138,Y,third,71,1,B
4139,Y,second,75,72,C
4140,Y,first,60,40,B
4141,N,third,30,41,A
4142,Y,second,19,21,F
4143,Y,third,73,94,B
4144,N,third,93,95,F
4145,Y,third,55,50,C
4146,Y,third,34,43,A
4147,N,third,28,65,A
4148,N,third,11,9,F
4149,N,second,3,8,B
4150,Y,second,19,7,F
4151,Y,third,48,45,A
4152,Y,first,34,35,A
4153,Y,first,9,63,A
4154,N,second,75,71,C
4155,Y,second,38,56,D
4156,N,third,57,56,D
4157,Y,first,43,36,F
4158,Y,first,95,7,C
4159,Y,third,1,4,D
4160,N,second,2,15,B
4161,Y,third,53,70,F
4162,Y,third,9,12,F
4163,N,second,4,23,D
4164,Y,second,1,2,A
4165,N,second,10,10,F
4166,Y,third,32,74,A
4167,Y,first,38,12,A
4168,Y,second,59,50,C
4169,Y,third,9,10,F
4170,Y,second,9,5,D
4171,Y,second,80,17,D
4172,Y,first,11,44,A
4173,Y,first,41,75,D
4174,Y,first,61,49,A
4175,Y,second,74,74,A
4176,Y,first,45,68,A
4177,Y,second,87,8,A
4178,Y,third,22,55,F
4179,Y,second,11,6,D
4180,Y,third,23,9,A
4181,Y,first,4,6,D
4182,Y,first,61,50,B
4183,N,third,2,16,A
4184,Y,third,50,79,A
4185,Y,third,3,9,B
4186,N,first,98,78,C
4187,Y,second,36,48,A
4188,Y,first,59,25,D
4189,N,second,78,62,A
4190,Y,second,90,66,A
4191,N,third,7,16,A
4192,Y,third,7,56,A
4193,Y,second,52,47,B
4194,N,first,9,10,D
4195,N,third,15,62,C
4196,N,second,11,14,D
4197,N,second,13,17,D
4198,N,second,63,88,D
4199,Y,second,74,31,A
4200,Y,third,21,93,D
4201,Y,third,62,75,C
4202,N,first,13,16,F
4203,Y,second,48,68,C
4204,N,third,5,8,F
4205,Y,second,2,55,B
4206,N,third,56,54,D
4207,N,third,8,13,B
4208,Y,third,32,12,D
4209,N,third,2,8,B
4210,N,third,27,43,B
4211,Y,second,4,6,F
4212,Y,third,67,66,B
4213,N,third,4,16,A
4214,Y,first,59,39,B
4215,Y,second,91,46,A
4216,Y,third,87,64,D
4217,N,third,4,20,B
4218,Y,third,79,30,A
4219,Y,first,53,99,D
4220,Y,third,41,13,B
4221,N,first,1,29,D
4222,N,first,17,26,F
4223,Y,second,40,60,B
4224,Y,third,4,22,F
4225,Y,second,18,10,F
4226,Y,third,83,63,C
4227,Y,second,23,43,B
4228,N,third,8,11,A
4229,Y,third,59,71,B
4230,Y,first,30,35,D
4231,N,third,3,6,F
4232,Y,third,16,29,F
4233,Y,third,59,8,A
4234,N,third,1,15,A
4235,N,third,7,12,A
4236,N,third,9,13,A
4237,Y,first,14,40,B
4238,N,third,2,16,A
4239,Y,first,85,68,D
4240,N,second,9,78,F
4241,N,third,4,8,A
4242,N,first,1,9,F
4243,Y,first,62,74,B
4244,Y,third,65,62,F
4245,Y,second,30,50,D
4246,Y,third,26,35,B
4247,N,second,22,51,F
4248,N,first,3,18,F
4249,Y,first,64,66,B
4250,N,third,3,1,A
4251,N,first,2,11,D
4252,N,first,87,19,A
4253,N,second,68,11,A
4254,Y,first,33,66,A
4255,Y,first,93,53,C
4256,N,second,1,3,A
4257,N,second,81,84,A
4258,Y,first,15,10,D
4259,N,first,28,1,A
4260,N,third,7,10,B
4261,Y,first,16,10,D
4262,N,third,4,16,B
4263,Y,third,20,60,B
4264,N,first,8,1,F
4265,Y,second,57,20,D
4266,Y,second,14,29,D
4267,N,third,6,13,A
4268,N,third,73,61,A
4269,Y,second,51,47,A
4270,Y,third,59,64,C
4271,Y,third,71,38,A
4272,N,first,9,25,D
4273,Y,third,99,9,F
4274,Y,third,39,8,B
4275,N,first,13,17,F
4276,Y,second,49,38,B
4277,Y,first,52,57,A
4278,N,first,81,87,C
4279,Y,third,49,4,B
4280,N,third,27,99,B
4281,N,second,29,29,F
4282,Y,first,14,4,F
4283,N,second,9,5,D
4284,N,third,98,70,D
4285,Y,third,34,51,B
4286,Y,third,43,2,B
4287,Y,first,57,79,C
4288,N,first,86,46,F
4289,Y,first,42,57,D
4290,N,second,62,57,C
4291,Y,third,13,19,F
4292,N,second,10,10,F
4293,Y,third,25,54,B
4294,N,third,57,54,A
4295,Y,second,74,78,A
4296,Y,second,17,13,D
4297,N,second,89,50,A
4298,Y,third,1,8,C
4299,Y,second,93,14,A
4300,Y,second,57,46,A
4301,N,third,79,53,A
4302,Y,third,7,1,D
4303,N,second,19,25,D
4304,Y,second,17,4,B
4305,Y,first,59,67,B
4306,Y,third,27,78,A
4307,Y,third,52,95,A
4308,Y,third,31,92,D
4309,N,first,17,18,F
4310,Y,third,1,9,B
4311,Y,third,41,4,D
4312,N,second,19,44,D
4313,N,third,29,88,B
4314,Y,third,23,79,C
4315,Y,third,36,2,A
4316,Y,third,93,37,F
4317,Y,first,23,59,D
4318,Y,second,78,75,A
4319,Y,third,22,86,B
4320,Y,second,55,25,D
4321,N,second,11,16,F
4322,N,third,38,54,C
4323,N,third,71,57,A
4324,Y,third,10,64,D
4325,Y,first,64,97,B
4326,Y,third,69,16,F
4327,Y,second,50,53,C
4328,N,third,41,51,A
4329,N,third,15,17,C
4330,Y,third,64,14,A
4331,Y,third,75,53,C
4332,Y,third,89,30,A
4333,Y,second,20,44,D
4334,N,third,3,5,A
4335,N,second,14,22,D
4336,N,third,2,4,F
4337,Y,first,33,92,A
4338,Y,third,45,56,C
4339,Y,third,93,81,B
4340,Y,third,96,15,B
4341,N,third,7,12,B
4342,Y,third,9,7,A
4343,Y,third,64,58,A
4344,Y,third,29,59,C
4345,Y,second,55,25,C
4346,N,third,10,32,F
4347,Y,first,10,24,B
4348,N,third,42,58,A
4349,Y,second,3,75,F
4350,N,first,8,14,D
4351,N,third,8,16,A
4352,N,second,85,63,B
4353,N,third,89,59,F
4354,Y,third,14,58,B
4355,Y,second,54,22,D
4356,Y,third,31,79,F
4357,N,first,1,3,D
4358,Y,third,14,60,F
4359,Y,second,51,39,B
4360,N,second,81,94,B
4361,Y,third,56,66,B
4362,N,third,31,14,D
4363,N,second,86,46,C
4364,Y,third,16,76,C
4365,N,second,8,6,A
4366,Y,second,68,80,F
4367,N,third,13,21,F
4368,N,third,1,11,A
4369,Y,first,35,32,A
4370,N,second,5,7,F
4371,N,first,79,82,F
4372,Y,third,13,40,C
4373,Y,third,64,63,A
4374,N,first,19,3,D
4375,N,third,16,17,D
4376,Y,first,94,85,A
4377,N,third,2,17,F
4378,N,first,58,59,C
4379,Y,third,59,39,C
4380,Y,third,48,40,B
4381,Y,third,71,13,B
4382,N,third,78,7,D
4383,Y,first,21,19,A
4384,Y,second,88,96,F
4385,N,second,76,67,D
4386,N,third,9,8,A
4387,N,second,18,16,F
4388,N,first,2,51,F
4389,Y,third,61,37,B
4390,Y,first,32,50,C
4391,Y,third,30,68,B
4392,N,third,6,6,F
4393,Y,second,27,78,B
4394,Y,first,15,53,C
4395,Y,second,2,3,B
4396,Y,third,87,43,D
4397,N,third,68,79,A
4398,Y,first,59,34,A
4399,Y,third,88,20,B
4400,N,second,17,16,D
4401,Y,first,75,63,C
4402,Y,third,27,41,F
4403,N,third,87,47,A
4404,N,third,2,14,A
4405,N,third,47,99,A
4406,Y,third,56,57,C
4407,Y,second,39,59,B
4408,Y,third,78,68,B
4409,N,third,3,14,B
4410,Y,first,2,3,C
4411,Y,third,25,22,F
4412,Y,third,41,93,A
4413,Y,third,77,69,B
4414,Y,first,83,33,A
4415,Y,first,47,35,B
4416,Y,second,64,57,C
4417,Y,second,81,45,A
4418,Y,first,82,73,C
4419,Y,first,45,62,B
4420,N,first,6,19,F
4421,Y,second,1,1,A
4422,Y,third,56,49,B
4423,N,second,10,25,F
4424,Y,third,26,66,A
4425,N,first,7,13,D
4426,Y,third,53,5,A
4427,N,second,33,59,B
4428,Y,second,61,68,D
4429,Y,third,9,11,A
4430,N,second,4,14,A
4431,N,third,6,27,F
4432,Y,first,73,67,B
4433,N,second,2,12,F
4434,Y,third,51,58,D
4435,N,third,97,94,B
4436,Y,second,18,69,A
4437,Y,second,50,33,C
4438,Y,third,42,60,F
4439,Y,third,3,9,B
4440,N,second,72,86,B
4441,N,second,8,39,F
4442,Y,third,48,50,B
4443,Y,first,30,41,D
4444,Y,first,86,98,C
4445,N,third,64,28,A
4446,Y,first,23,40,A
4447,Y,second,89,38,D
4448,Y,first,53,58,C
4449,N,third,7,4,B
4450,N,third,83,51,A
4451,Y,second,59,73,A
4452,Y,second,16,13,F
4453,N,third,5,11,A
4454,N,second,79,60,D
4455,Y,third,28,74,A
4456,Y,second,74,84,B
4457,Y,third,14,20,C
4458,Y,third,65,56,D
4459,Y,third,53,72,C
4460,N,second,8,3,D
4461,Y,third,20,71,C
4462,Y,second,7,25,F
4463,N,second,82,35,B
4464,Y,third,41,43,F
4465,N,second,46,40,C
4466,N,third,24,59,C
4467,Y,third,12,50,F
4468,N,second,25,46,B
4469,Y,third,58,56,D
4470,Y,first,37,61,B
4471,Y,first,54,61,D
4472,Y,first,25,43,D
4473,N,third,8,13,F
4474,Y,first,26,42,D
4475,Y,first,29,53,B
4476,N,second,96,55,A
4477,Y,third,17,24,C
4478,N,second,7,4,A
4479,Y,second,25,3,D
4480,Y,third,43,53,F
4481,N,third,17,2,D
4482,Y,third,60,70,F
4483,Y,second,4,71,C
4484,Y,second,31,68,A
4485,Y,third,45,7,F
4486,Y,second,98,87,A
4487,N,third,82,3,D
4488,Y,third,62,85,B
4489,Y,first,56,54,D
4490,N,second,3,4,F
4491,Y,second,53,29,C
4492,N,third,39,65,B
4493,Y,first,59,75,A
4494,Y,second,54,75,A
4495,Y,first,45,59,A
4496,N,third,93,71,A
4497,N,second,2,27,D
4498,Y,third,13,58,F
4499,N,third,3,12,F
4500,N,third,0,8,F
4501,Y,third,79,99,F
4502,N,second,4,1,B
4503,Y,first,38,36,D
4504,Y,third,15,7,D
4505,N,third,90,78,C
4506,Y,first,30,57,A
4507,Y,second,34,1,A
4508,Y,second,25,36,F
4509,N,first,14,1,D
4510,N,third,14,3,B
4511,Y,third,27,40,C
4512,N,third,6,12,F
4513,N,second,19,18,F
4514,Y,first,88,7,B
4515,Y,third,25,37,B
4516,N,second,19,67,B
4517,N,third,71,80,D
4518,Y,third,54,37,B
4519,Y,second,46,43,B
4520,N,third,30,64,A
4521,Y,third,8,13,F
4522,N,first,15,21,F
4523,N,second,87,47,C
4524,Y,first,0,24,A
4525,Y,third,62,79,A
4526,Y,second,86,98,A
4527,Y,third,92,86,A
4528,Y,first,9,52,B
4529,Y,third,10,53,B
4530,Y,second,62,59,A
4531,N,third,25,52,B
4532,Y,third,73,78,F
4533,N,third,64,54,B
4534,N,third,32,54,B
4535,Y,third,20,66,A
4536,Y,second,7,1,A
4537,N,second,66,46,C
4538,Y,third,6,13,A
4539,N,second,98,59,A
4540,N,third,68,98,F
4541,N,third,6,24,D
4542,Y,third,91,48,A
4543,Y,second,66,84,A
4544,Y,third,79,16,A
4545,N,second,39,57,C
4546,N,third,50,97,A
4547,N,second,73,6,C
4548,Y,third,72,59,C
4549,N,third,33,50,A
4550,N,first,96,87,D
4551,N,third,89,88,A
4552,N,third,9,15,B
4553,Y,third,3,4,A
4554,Y,third,14,28,D
4555,Y,third,61,22,A
4556,N,second,8,13,F
4557,N,second,92,26,B
4558,Y,third,58,71,D
4559,N,third,71,31,F
4560,Y,third,47,44,A
4561,N,first,53,52,B
4562,Y,third,9,10,A
4563,Y,first,97,24,A
4564,N,second,5,3,A
4565,N,second,1,9,F
4566,N,third,65,41,B
4567,N,first,61,24,C
4568,N,second,75,45,F
4569,Y,second,75,68,B
4570,Y,first,19,55,F
4571,Y,first,74,51,B
4572,Y,second,31,36,D
4573,N,first,7,1,D
4574,Y,first,24,46,D
4575,Y,first,80,93,B
4576,N,second,7,1,A
4577,Y,first,43,6,F
4578,N,second,80,88,B
4579,Y,third,52,28,B
4580,Y,second,67,92,D
4581,Y,third,51,58,B
4582,Y,third,73,85,C
4583,Y,second,63,51,F
4584,N,first,1,17,D
4585,N,first,98,87,A
4586,Y,third,2,13,B
4587,N,second,54,21,C
4588,N,second,82,84,F
4589,Y,third,42,68,D
4590,Y,third,2,14,A
4591,N,first,68,47,B
4592,Y,first,11,16,F
4593,N,first,15,1,D
4594,Y,third,4,63,A
4595,N,third,1,20,F
4596,Y,third,81,16,D
4597,Y,third,24,67,B
4598,Y,third,16,28,C
4599,Y,second,25,43,D
4600,Y,first,14,19,F
4601,N,second,7,12,F
4602,N,third,2,11,A
4603,Y,third,25,2,F
4604,Y,third,28,40,C
4605,Y,second,4,5,A
4606,Y,third,18,78,C
4607,Y,first,16,20,D
4608,Y,third,24,72,F
4609,N,second,7,16,B
4610,Y,first,17,77,A
4611,Y,third,4,15,A
4612,Y,first,59,52,A
4613,Y,third,6,12,F
4614,Y,second,75,19,A
4615,N,third,69,51,A
4616,Y,second,14,25,D
4617,N,third,8,16,A
4618,N,first,5,3,D
4619,Y,second,98,30,F
4620,N,third,4,14,B
4621,N,second,35,55,C
4622,Y,second,10,5,F
4623,N,second,4,13,B
4624,Y,third,61,37,B
4625,N,third,60,53,B
4626,N,third,74,51,A
4627,N,second,29,44,A
4628,Y,third,66,59,A
4629,N,third,6,8,A
4630,Y,first,13,8,F
4631,Y,first,65,49,D
4632,Y,first,16,2,F
4633,Y,second,16,11,D
4634,Y,first,70,42,A
4635,N,second,46,58,C
4636,N,first,13,26,D
4637,Y,third,45,78,C
4638,N,third,14,16,F
4639,Y,third,76,88,B
4640,Y,third,32,79,F
4641,N,first,4,11,D
4642,Y,third,89,55,F
4643,N,second,3,11,D
4644,Y,first,31,52,D
4645,Y,first,25,52,D
4646,N,second,78,68,D
4647,N,first,18,22,D
4648,N,third,29,79,F
4649,Y,second,1,20,D
4650,Y,first,6,19,F
4651,Y,second,14,25,C
4652,N,third,18,14,D
4653,Y,third,39,76,F
4654,N,first,88,73,F
4655,Y,first,15,1,F
4656,N,first,3,9,D
4657,N,third,23,35,C
4658,N,second,29,18,F
4659,Y,second,2,84,A
4660,Y,third,29,40,C
4661,Y,first,29,7,F
4662,Y,first,17,9,F
4663,N,third,78,89,C
4664,Y,third,7,13,F
4665,Y,third,66,79,A
4666,N,third,2,10,D
4667,Y,first,2,18,F
4668,Y,second,12,53,D
4669,Y,second,51,58,A
4670,Y,second,49,26,F
4671,Y,second,68,45,C
4672,N,third,6,3,B
4673,Y,third,32,58,D
4674,Y,second,46,96,C
4675,Y,second,36,63,A
4676,N,second,22,63,F
4677,Y,third,9,11,A
4678,Y,first,54,57,C
4679,N,third,11,35,C
4680,Y,first,45,0,B
4681,Y,third,52,11,B
4682,Y,third,39,52,F
4683,Y,second,64,42,F
4684,N,third,8,23,F
4685,Y,third,46,57,A
4686,Y,first,46,43,D
4687,Y,second,39,35,D
4688,Y,second,58,30,C
4689,Y,third,7,7,A
4690,Y,second,19,96,D
4691,N,second,13,7,F
4692,Y,third,35,22,A
4693,N,second,70,35,A
4694,Y,third,34,61,B
4695,Y,third,72,62,B
4696,Y,third,13,52,F
4697,N,third,3,3,A
4698,Y,third,25,27,F
4699,N,third,3,10,A
4700,N,first,67,69,F
4701,Y,first,1,69,A
4702,Y,third,46,50,B
4703,N,first,91,45,A
4704,Y,first,12,22,D
4705,Y,first,24,40,B
4706,Y,first,17,5,F
4707,Y,third,71,70,F
4708,Y,third,0,4,F
4709,N,third,56,98,F
4710,Y,second,5,12,A
4711,N,third,80,67,A
4712,N,third,69,60,A
4713,N,first,15,8,D
4714,Y,third,13,54,A
4715,Y,second,75,96,F
4716,N,third,1,33,F
4717,Y,third,72,63,F
4718,Y,first,11,11,B
4719,N,first,6,5,F
4720,N,third,3,12,A
4721,Y,third,6,76,D
4722,Y,second,73,14,D
4723,N,third,29,59,D
4724,Y,first,18,44,A
4725,N,third,2,12,A
4726,Y,first,63,48,D
4727,Y,third,4,14,F
4728,N,second,2,14,F
4729,N,second,89,88,A
4730,Y,first,12,1,F
4731,Y,third,12,55,F
4732,N,second,3,39,F
4733,N,second,69,99,B
4734,Y,second,43,25,A
4735,Y,third,30,28,D
4736,Y,first,89,34,A
4737,N,second,3,4,A
4738,N,third,2,5,F
4739,Y,first,1,3,D
4740,Y,second,65,78,A
4741,N,third,24,19,B
4742,Y,third,92,47,D
4743,Y,third,92,81,B
4744,Y,third,75,23,D
4745,N,third,4,4,B
4746,Y,first,61,63,A
4747,Y,first,94,58,F
4748,Y,third,99,39,B
4749,N,first,86,1,B
4750,N,third,73,87,A
4751,N,first,6,81,A
4752,N,third,7,10,A
4753,N,first,76,55,F
4754,N,second,55,83,B
4755,Y,third,10,27,F
4756,Y,third,22,57,D
4757,Y,third,73,90,A
4758,N,second,2,15,F
4759,Y,first,10,77,F
4760,N,first,9,57,F
4761,Y,third,54,26,C
4762,N,first,73,95,A
4763,Y,second,90,59,B
4764,N,third,89,48,B
4765,N,third,63,50,C
4766,Y,third,5,13,A
4767,Y,third,97,40,A
4768,Y,second,16,50,A
4769,Y,first,38,27,B
4770,Y,first,1,11,F
4771,N,second,5,6,F
4772,Y,third,92,91,D
4773,Y,third,40,95,B
4774,Y,first,59,74,D
4775,Y,second,69,52,A
4776,Y,third,53,24,C
4777,N,second,38,94,A
4778,Y,first,99,58,D
4779,N,third,18,26,F
4780,Y,third,89,18,A
4781,N,third,8,4,A
4782,Y,first,12,42,D
4783,Y,third,69,49,A
4784,Y,first,56,93,D
4785,Y,second,97,72,A
4786,Y,first,48,20,F
4787,N,third,77,80,D
4788,Y,third,7,37,B
4789,Y,second,94,59,C
4790,Y,second,48,69,F
4791,Y,second,74,54,B
4792,Y,third,66,70,D
4793,Y,first,51,57,C
4794,Y,first,68,70,D
4795,Y,third,46,78,D
4796,N,second,5,5,A
4797,Y,third,64,62,D
4798,Y,first,68,51,C
4799,Y,third,6,25,D
4800,Y,second,31,57,F
4801,N,third,5,7,F
4802,N,third,5,11,B
4803,Y,second,66,65,B
4804,Y,second,60,4,A
4805,Y,third,67,53,D
4806,Y,second,78,91,A
4807,Y,third,34,77,A
4808,Y,third,21,45,F
4809,Y,third,98,67,B
4810,N,second,91,6,F
4811,Y,third,47,27,A
4812,N,third,2,17,D
4813,Y,second,1,24,B
4814,N,third,28,96,C
4815,N,third,78,63,A
4816,N,second,3,11,A
4817,N,second,92,84,F
4818,N,third,65,26,B
4819,Y,first,5,6,F
4820,N,third,3,6,A
4821,N,second,75,74,D
4822,N,second,3,5,A
4823,Y,second,16,7,F
4824,Y,second,94,13,F
4825,Y,third,57,16,B
4826,N,third,6,10,B
4827,N,second,2,11,D
4828,Y,first,23,43,D
4829,N,third,19,3,F
4830,Y,third,78,61,F
4831,Y,third,53,99,C
4832,N,third,5,15,A
4833,Y,first,55,54,C
4834,N,third,12,34,F
4835,N,first,16,26,F
4836,Y,first,27,68,F
4837,N,second,86,92,D
4838,Y,third,40,37,A
4839,N,third,7,13,A
4840,Y,third,10,40,D
4841,Y,second,3,59,A
4842,Y,first,3,0,F
4843,N,second,1,34,F
4844,N,second,12,1,D
4845,Y,third,71,31,A
4846,Y,second,52,24,C
4847,Y,second,98,94,A
4848,Y,third,15,74,B
4849,N,third,13,13,A
4850,N,first,55,91,A
4851,N,first,12,19,D
4852,Y,second,57,34,A
4853,Y,second,86,39,B
4854,N,first,80,88,D
4855,Y,first,69,96,D
4856,N,third,18,6,D
4857,N,third,46,93,A
4858,Y,first,9,12,D
4859,N,third,15,14,F
4860,Y,first,36,24,B
4861,Y,second,69,36,A
4862,Y,third,13,6,B
4863,Y,first,23,21,D
4864,N,third,17,39,F
4865,N,third,4,3,F
4866,Y,third,74,21,A
4867,N,third,7,2,A
4868,Y,second,67,74,A
4869,N,second,4,8,F
4870,Y,second,21,59,C
4871,Y,first,2,2,F
4872,Y,third,78,67,C
4873,Y,second,73,76,D
4874,N,second,2,15,A
4875,Y,second,60,6,F
4876,Y,third,44,61,A
4877,N,first,1,18,D
4878,N,third,71,56,A
4879,Y,third,77,33,D
4880,Y,second,31,76,F
4881,N,second,87,71,C
4882,N,third,4,9,A
4883,Y,third,26,86,C
4884,Y,first,92,58,A
4885,N,first,7,21,F
4886,Y,first,39,32,A
4887,Y,third,90,66,A
4888,Y,third,15,65,A
4889,Y,first,32,37,D
4890,Y,third,45,52,D
4891,N,second,2,29,F
4892,N,third,1,14,F
4893,Y,first,81,45,F
4894,N,third,43,57,B
4895,Y,second,18,11,D
4896,N,second,86,68,B
4897,Y,second,12,22,F
4898,Y,second,20,79,A
4899,Y,third,55,55,D
4900,Y,third,4,1,A
4901,Y,third,72,77,A
4902,Y,third,59,58,A
4903,N,third,66,83,A
4904,N,first,15,62,C
4905,Y,third,80,39,A
4906,Y,second,67,98,C
4907,N,third,23,92,D
4908,Y,third,93,96,D
4909,N,first,13,45,A
4910,Y,second,88,94,F
4911,N,second,56,28,D
4912,Y,third,9,4,A
4913,N,third,1,10,A
4914,Y,third,33,76,B
4915,Y,first,70,3,D
4916,Y,third,54,54,A
4917,N,second,97,45,D
4918,Y,first,22,56,C
4919,Y,second,7,8,A
4920,Y,third,67,36,A
4921,N,first,63,72,B
4922,Y,first,76,8,B
4923,Y,first,91,45,F
4924,N,third,6,5,B
4925,Y,third,13,21,A
4926,Y,second,75,92,A
4927,N,third,9,8,A
4928,Y,third,2,5,B
4929,Y,third,43,73,C
4930,Y,third,63,62,F
4931,N,third,4,7,A
4932,Y,first,22,5,F
4933,Y,third,28,47,A
4934,N,second,14,17,F
4935,Y,third,13,8,D
4936,N,second,61,83,D
4937,Y,second,38,42,B
4938,Y,third,70,56,A
4939,N,third,7,14,A
4940,N,second,14,23,F
4941,N,third,9,15,A
4942,N,third,58,31,A
4943,Y,second,20,64,F
4944,N,second,95,57,A
4945,Y,first,25,74,A
4946,N,second,3,25,D
4947,Y,third,48,77,F
4948,N,second,44,4,B
4949,N,second,7,2,F
4950,Y,second,94,32,A
4951,N,third,12,25,D
4952,N,first,88,84,F
4953,N,second,13,27,D
4954,N,second,77,45,C
4955,N,second,14,65,B
4956,Y,first,14,4,F
4957,N,second,14,8,D
4958,Y,first,68,68,A
4959,Y,third,7,15,A
4960,Y,second,77,68,F
4961,Y,third,35,28,A
4962,N,third,7,9,F
4963,Y,third,77,91,F
4964,Y,second,81,5,A
4965,N,third,10,36,D
4966,N,second,43,5,C
4967,N,third,7,4,F
4968,N,third,96,80,A
4969,N,third,92,63,A
4970,Y,first,63,19,D
4971,Y,first,1,48,A
4972,Y,first,29,89,C
4973,N,third,5,1,A
4974,N,third,8,7,B
4975,Y,third,52,54,C
4976,Y,third,15,62,F
4977,Y,third,77,95,D
4978,N,third,56,89,F
4979,Y,third,29,78,A
4980,N,first,5,5,F
4981,N,first,18,4,D
4982,Y,second,60,76,B
4983,Y,second,80,29,A
4984,Y,second,29,17,D
4985,Y,third,55,38,F
4986,Y,first,19,3,C
4987,Y,third,71,50,B
4988,Y,first,39,61,A
4989,Y,third,61,77,F
4990,N,third,7,14,A
4991,Y,second,97,94,A
4992,Y,second,51,29,A
4993,Y,first,0,13,C
4994,N,third,1,9,A
4995,N,second,77,85,C
4996,Y,first,88,91,A
4997,N,second,16,7,F
4998,N,second,11,19,D
4999,Y,third,29,41,D
5000,Y,second,2,29,F
5001,Y,third,65,69,A
5002,N,first,61,92,B
5003,N,second,74,82,A
5004,Y,first,24,4,C
5005,N,second,87,37,A
5006,N,third,1,13,A
5007,Y,third,67,48,C
5008,Y,first,39,67,B
5009,Y,first,4,0,D
5010,Y,third,24,49,F
5011,N,third,43,81,D
5012,Y,third,96,27,B
5013,Y,third,77,45,A
5014,Y,third,45,49,C
5015,Y,third,71,74,B
5016,Y,first,38,59,D
5017,N,second,99,52,F
5018,N,third,12,5,F
5019,Y,second,11,35,F
5020,N,second,68,92,B
5021,N,third,4,15,B
5022,Y,third,79,6,A
5023,Y,third,89,89,D
5024,Y,third,32,60,F
5025,N,third,47,67,C
5026,Y,first,39,59,D
5027,Y,second,24,68,B
5028,Y,second,6,10,B
5029,Y,second,99,72,A
5030,N,second,20,32,F
5031,Y,second,59,97,A
5032,Y,second,12,82,A
5033,Y,third,90,66,A
5034,Y,second,6,15,B
5035,N,third,2,1,A
5036,Y,second,5,17,F
5037,N,third,67,82,A
5038,N,second,6,14,A
5039,Y,first,42,72,A
5040,N,third,5,6,A
5041,Y,first,7,83,B
5042,Y,second,27,23,F
5043,Y,second,6,12,F
5044,N,second,16,28,D
5045,N,third,7,10,B
5046,Y,first,23,0,C
5047,N,third,9,21,D
5048,Y,first,58,36,D
5049,Y,second,4,17,F
5050,Y,third,28,55,C
5051,Y,third,12,9,B
5052,Y,third,54,57,A
5053,N,third,34,60,A
5054,N,second,3,22,D
5055,Y,first,3,71,B
5056,N,third,46,42,C
5057,Y,first,40,35,D
5058,N,third,6,8,B
5059,N,second,7,6,B
5060,Y,third,73,75,A
5061,Y,first,51,27,D
5062,Y,third,54,28,D
5063,Y,third,6,7,A
5064,Y,first,78,62,F
5065,Y,third,46,58,F
5066,N,third,7,14,B
5067,Y,third,53,44,C
5068,Y,second,22,57,C
5069,N,second,92,19,A
5070,Y,second,57,76,F
5071,N,third,7,13,F
5072,Y,first,72,77,B
5073,N,third,15,17,D
5074,Y,first,17,8,F
5075,N,first,86,65,C
5076,N,second,8,8,A
5077,Y,first,16,25,F
5078,Y,third,67,93,B
5079,Y,second,2,21,D
5080,Y,second,84,50,A
5081,N,second,7,29,D
5082,Y,first,8,7,C
5083,Y,second,27,36,B
5084,Y,third,51,47,D
5085,N,third,7,11,F
5086,N,third,5,29,D
5087,N,third,27,12,F
5088,Y,first,44,76,F
5089,Y,second,39,5,D
5090,N,second,1,11,A
5091,Y,third,5,15,A
5092,Y,third,5,10,F
5093,N,second,2,23,F
5094,N,third,64,7,C
5095,N,second,6,1,A
5096,Y,third,68,59,A
5097,Y,first,38,3,A
5098,N,first,2,1,D
5099,N,third,69,95,B
5100,Y,third,3,3,A
5101,N,third,65,91,B
5102,Y,second,5,13,F
