,session 5,test 3,dropout
6709,,,Y
6710,12.0,A,N
6711,75.0,F,N
6712,67.0,F,Y
6713,86.0,B,N
6714,,,Y
6715,41.0,F,N
6716,30.0,D,N
6717,26.0,C,N
6718,97.0,A,N
6719,,,Y
6720,75.0,C,N
6721,4.0,B,N
6722,73.0,D,Y
6723,40.0,D,N
6724,39.0,A,N
6725,31.0,A,N
6726,,,Y
6727,47.0,D,N
6728,,,Y
6729,53.0,A,N
6730,48.0,F,Y
6731,12.0,F,Y
6732,29.0,D,N
6733,49.0,C,N
6734,61.0,D,N
6735,96.0,C,N
6736,,,Y
6737,1.0,D,Y
6738,39.0,A,N
6739,54.0,D,Y
6740,63.0,D,N
6741,26.0,B,N
6742,,,Y
6743,76.0,F,N
6744,92.0,C,N
6745,40.0,A,N
6746,,,Y
6747,87.0,F,N
6748,69.0,F,N
6749,,,Y
6750,,,Y
6751,79.0,F,Y
6752,44.0,D,N
6753,,,Y
6754,1.0,B,Y
6755,,,Y
6756,41.0,A,N
6757,48.0,F,N
6758,28.0,F,N
6759,3.0,A,N
6760,68.0,C,N
6761,27.0,D,N
6762,84.0,B,N
6763,26.0,A,N
6764,35.0,F,N
6765,90.0,C,Y
6766,21.0,B,N
6767,,,Y
6768,60.0,C,N
6769,16.0,D,N
6770,96.0,C,N
6771,45.0,F,N
6772,92.0,D,N
6773,35.0,D,N
6774,,,Y
6775,,,Y
6776,13.0,F,N
6777,55.0,C,Y
6778,69.0,B,N
6779,,,Y
6780,38.0,D,N
6781,3.0,A,N
6782,10.0,D,Y
6783,28.0,A,N
6784,24.0,A,N
6785,31.0,C,Y
6786,28.0,C,N
6787,88.0,A,N
6788,75.0,B,N
6789,30.0,A,N
6790,,,Y
6791,50.0,D,N
6792,41.0,A,N
6793,,,Y
6794,87.0,F,Y
6795,92.0,D,N
6796,,,Y
6797,,,Y
6798,15.0,A,N
6799,40.0,D,N
6800,34.0,D,N
6801,51.0,C,N
6802,55.0,B,N
6803,45.0,A,N
6804,14.0,F,Y
6805,27.0,B,N
6806,14.0,A,N
6807,61.0,F,N
6808,27.0,F,N
6809,24.0,D,Y
6810,50.0,D,N
6811,87.0,B,N
6812,34.0,C,N
6813,41.0,A,N
6814,60.0,C,N
6815,34.0,D,N
6816,89.0,C,N
6817,,,Y
6818,45.0,B,N
6819,89.0,A,N
6820,,,Y
6821,74.0,F,N
6822,19.0,B,N
6823,,,Y
6824,70.0,B,N
6825,29.0,C,N
6826,54.0,F,N
6827,87.0,D,N
6828,,,Y
6829,40.0,D,Y
6830,24.0,B,N
6831,,,Y
6832,30.0,A,N
6833,43.0,A,N
6834,23.0,D,Y
6835,27.0,F,N
6836,,,Y
6837,32.0,F,Y
6838,27.0,F,N
6839,41.0,A,N
6840,,,Y
6841,27.0,C,Y
6842,,,Y
6843,68.0,D,N
6844,70.0,C,N
6845,48.0,D,N
6846,91.0,F,N
6847,76.0,A,N
6848,29.0,B,N
6849,,,Y
6850,62.0,F,N
6851,66.0,B,N
6852,66.0,D,N
6853,48.0,D,N
6854,39.0,D,N
6855,91.0,B,N
6856,,,Y
6857,54.0,B,N
6858,70.0,C,Y
6859,21.0,B,N
6860,,,Y
6861,27.0,B,Y
6862,36.0,A,N
6863,47.0,C,N
6864,91.0,F,Y
6865,5.0,C,N
6866,39.0,F,Y
6867,,,Y
6868,,,Y
6869,,,Y
6870,43.0,A,N
6871,28.0,A,N
6872,,,Y
6873,66.0,D,Y
6874,36.0,A,N
6875,30.0,C,Y
6876,30.0,D,N
6877,,,Y
6878,72.0,B,N
6879,,,Y
6880,55.0,C,N
6881,32.0,D,Y
6882,,,Y
6883,56.0,D,Y
6884,,,Y
6885,9.0,B,N
6886,56.0,F,N
6887,,,Y
6888,55.0,F,N
6889,93.0,C,N
6890,,,Y
6891,45.0,B,N
6892,28.0,A,N
6893,65.0,F,N
6894,,,Y
6895,54.0,B,N
6896,58.0,D,N
6897,70.0,C,N
6898,13.0,D,Y
6899,61.0,B,N
6900,22.0,F,N
6901,49.0,A,N
6902,89.0,F,Y
6903,39.0,A,N
6904,59.0,D,Y
6905,,,Y
6906,4.0,B,N
6907,,,Y
6908,71.0,B,N
6909,69.0,D,N
6910,74.0,D,Y
6911,96.0,C,N
6912,83.0,B,N
6913,59.0,A,N
6914,77.0,D,Y
6915,58.0,B,N
6916,,,Y
6917,82.0,D,Y
6918,,,Y
6919,63.0,D,Y
6920,,,Y
6921,96.0,B,N
6922,46.0,A,N
6923,77.0,B,N
6924,93.0,D,N
6925,,,Y
6926,66.0,A,N
6927,,,Y
6928,65.0,F,N
6929,67.0,C,N
6930,20.0,F,Y
6931,40.0,D,Y
6932,34.0,B,N
6933,37.0,F,N
6934,,,Y
6935,,,Y
6936,,,Y
6937,80.0,F,N
6938,,,Y
6939,42.0,A,N
6940,,,Y
6941,26.0,A,N
6942,41.0,F,N
6943,62.0,B,N
6944,,,Y
6945,,,Y
6946,56.0,C,N
6947,,,Y
6948,46.0,F,Y
6949,2.0,A,N
6950,1.0,D,N
6951,,,Y
6952,51.0,C,N
6953,36.0,B,N
6954,26.0,B,N
6955,38.0,B,N
6956,20.0,C,N
6957,31.0,F,N
6958,44.0,F,N
6959,,,Y
6960,68.0,F,Y
6961,48.0,C,N
6962,21.0,A,N
6963,14.0,B,N
6964,88.0,D,N
6965,27.0,C,Y
6966,,,Y
6967,77.0,F,N
6968,,,Y
6969,86.0,F,N
6970,20.0,D,Y
6971,87.0,C,N
6972,25.0,F,N
6973,27.0,D,Y
6974,,,Y
6975,59.0,D,N
6976,87.0,B,N
6977,41.0,A,N
6978,46.0,A,N
6979,78.0,A,N
6980,16.0,D,N
6981,88.0,C,N
6982,,,Y
6983,83.0,C,N
6984,30.0,F,Y
6985,29.0,B,N
6986,11.0,F,N
6987,40.0,D,Y
6988,94.0,A,N
6989,66.0,A,N
6990,72.0,F,N
6991,7.0,F,N
6992,4.0,C,N
6993,83.0,B,Y
6994,48.0,F,N
6995,96.0,A,N
6996,0.0,A,N
6997,14.0,F,N
6998,31.0,B,N
6999,41.0,A,N
7000,,,Y
7001,29.0,F,N
7002,95.0,C,N
7003,89.0,D,N
7004,69.0,C,N
7005,37.0,D,N
7006,55.0,A,Y
7007,89.0,F,N
7008,40.0,A,N
7009,43.0,A,N
7010,,,Y
7011,5.0,F,N
7012,35.0,A,N
7013,79.0,B,N
7014,30.0,B,N
7015,,,Y
7016,35.0,A,N
7017,79.0,C,N
7018,21.0,A,N
7019,,,Y
7020,48.0,A,Y
7021,51.0,C,N
7022,,,Y
7023,12.0,A,N
7024,,,Y
7025,45.0,C,N
7026,27.0,C,Y
7027,56.0,C,N
7028,76.0,C,N
7029,72.0,C,N
7030,43.0,A,N
7031,,,Y
7032,30.0,F,N
7033,31.0,F,N
7034,12.0,A,N
7035,,,Y
7036,,,Y
7037,16.0,C,N
7038,,,Y
7039,25.0,B,N
7040,51.0,C,N
7041,50.0,D,N
7042,56.0,C,N
7043,24.0,F,Y
7044,73.0,A,N
7045,92.0,D,N
7046,78.0,C,N
7047,97.0,A,N
7048,,,Y
7049,75.0,B,N
7050,66.0,D,Y
7051,85.0,F,N
7052,,,Y
7053,94.0,F,N
7054,7.0,F,Y
7055,,,Y
7056,76.0,A,N
7057,36.0,D,Y
7058,,,Y
7059,86.0,F,N
7060,27.0,F,N
7061,42.0,B,N
7062,,,Y
7063,47.0,F,N
7064,86.0,F,Y
7065,,,Y
7066,27.0,A,N
7067,66.0,D,N
7068,66.0,F,Y
7069,48.0,A,N
7070,64.0,C,Y
7071,23.0,D,N
7072,20.0,B,N
7073,,,Y
7074,55.0,F,Y
7075,60.0,B,Y
7076,,,Y
7077,43.0,B,N
7078,97.0,C,N
7079,50.0,C,N
7080,46.0,F,N
7081,,,Y
7082,89.0,B,N
7083,,,Y
7084,67.0,F,N
7085,70.0,F,N
7086,24.0,F,N
7087,29.0,A,N
7088,94.0,B,N
7089,34.0,D,N
7090,81.0,F,N
7091,85.0,C,N
7092,63.0,D,Y
7093,82.0,B,N
7094,17.0,F,Y
7095,19.0,A,Y
7096,84.0,C,N
7097,,,Y
7098,82.0,D,N
7099,78.0,A,N
7100,45.0,A,N
7101,32.0,B,N
7102,48.0,A,N
7103,74.0,F,N
7104,77.0,D,N
7105,36.0,A,N
7106,42.0,A,N
7107,79.0,D,Y
7108,,,Y
7109,6.0,A,N
7110,,,Y
7111,76.0,D,N
7112,,,Y
7113,26.0,B,N
7114,84.0,D,N
7115,68.0,B,N
7116,72.0,C,N
7117,92.0,F,N
7118,25.0,D,N
7119,54.0,D,N
7120,,,Y
7121,36.0,D,N
7122,64.0,F,N
7123,83.0,D,Y
7124,,,Y
7125,51.0,C,N
7126,68.0,B,N
7127,12.0,F,N
7128,24.0,F,N
7129,77.0,C,N
7130,,,Y
7131,96.0,B,N
7132,55.0,A,N
7133,22.0,D,N
7134,35.0,A,N
7135,15.0,B,N
7136,,,Y
7137,46.0,F,N
7138,51.0,C,N
7139,73.0,A,N
7140,,,Y
7141,38.0,B,N
7142,60.0,B,N
7143,32.0,B,N
7144,78.0,B,N
7145,34.0,C,N
7146,86.0,F,N
7147,69.0,D,N
7148,77.0,B,N
7149,,,Y
7150,,,Y
7151,54.0,A,N
7152,4.0,F,N
7153,24.0,F,N
7154,40.0,C,N
7155,,,Y
7156,40.0,F,N
7157,49.0,B,N
7158,35.0,B,N
7159,48.0,D,Y
7160,,,Y
7161,8.0,A,N
7162,,,Y
7163,48.0,D,N
7164,1.0,D,Y
7165,36.0,A,N
7166,38.0,C,N
7167,26.0,C,N
7168,90.0,A,N
7169,80.0,B,N
7170,,,Y
7171,44.0,F,Y
7172,69.0,B,N
7173,64.0,D,N
7174,45.0,D,N
7175,,,Y
7176,34.0,B,N
7177,49.0,C,N
7178,56.0,C,N
7179,36.0,F,Y
7180,35.0,B,N
7181,61.0,B,N
7182,,,Y
7183,59.0,C,Y
7184,,,Y
7185,71.0,C,N
7186,82.0,F,Y
7187,29.0,B,N
7188,47.0,B,N
7189,81.0,D,N
7190,63.0,A,N
7191,52.0,F,N
7192,46.0,C,N
7193,60.0,D,N
7194,40.0,F,N
7195,,,Y
7196,26.0,A,N
7197,47.0,F,N
7198,33.0,C,Y
7199,42.0,F,N
7200,24.0,C,N
7201,45.0,D,N
7202,,,Y
7203,97.0,B,N
7204,5.0,F,N
7205,76.0,B,N
7206,9.0,D,Y
7207,41.0,A,N
7208,94.0,D,N
7209,27.0,B,N
7210,54.0,B,N
7211,31.0,F,Y
7212,75.0,B,N
7213,49.0,C,N
7214,23.0,D,Y
7215,33.0,F,N
7216,92.0,C,N
7217,,,Y
7218,92.0,D,N
7219,97.0,D,N
7220,84.0,A,N
7221,39.0,B,N
7222,,,Y
7223,35.0,F,N
7224,,,Y
7225,93.0,D,Y
7226,,,Y
7227,83.0,B,N
7228,77.0,A,N
7229,36.0,A,N
7230,3.0,F,N
7231,56.0,F,Y
7232,61.0,C,N
7233,88.0,D,N
7234,87.0,C,N
7235,,,Y
7236,65.0,B,N
7237,52.0,B,N
7238,,,Y
7239,,,Y
7240,,,Y
7241,35.0,D,Y
7242,51.0,D,Y
7243,73.0,B,Y
7244,46.0,C,N
7245,40.0,F,N
7246,29.0,A,N
7247,22.0,F,Y
7248,51.0,F,N
7249,47.0,D,Y
7250,,,Y
7251,79.0,F,N
7252,43.0,F,N
7253,85.0,C,N
7254,49.0,A,N
7255,24.0,C,N
7256,34.0,F,N
7257,37.0,C,Y
7258,7.0,B,N
7259,8.0,D,N
7260,90.0,C,Y
7261,31.0,A,N
7262,56.0,F,Y
7263,43.0,D,Y
7264,53.0,C,N
7265,52.0,A,N
7266,18.0,C,Y
7267,87.0,A,N
7268,,,Y
7269,,,Y
7270,35.0,D,N
7271,86.0,A,N
7272,32.0,A,N
7273,16.0,B,Y
7274,35.0,A,N
7275,36.0,B,N
7276,30.0,D,N
7277,66.0,F,Y
7278,8.0,F,N
7279,29.0,A,N
7280,26.0,A,N
7281,0.0,C,N
7282,80.0,C,N
7283,23.0,F,Y
7284,,,Y
7285,44.0,B,N
7286,69.0,D,N
7287,99.0,D,N
7288,24.0,C,N
7289,27.0,C,N
7290,32.0,F,N
7291,62.0,C,Y
7292,66.0,B,N
7293,32.0,A,N
7294,,,Y
7295,,,Y
7296,73.0,C,Y
7297,28.0,D,Y
7298,,,Y
7299,21.0,D,Y
7300,78.0,C,N
7301,1.0,C,Y
7302,2.0,F,N
7303,38.0,A,N
7304,47.0,B,N
7305,,,Y
7306,,,Y
7307,,,Y
7308,40.0,C,N
7309,46.0,D,N
7310,98.0,F,N
7311,33.0,B,N
7312,62.0,B,N
7313,26.0,F,N
7314,41.0,F,N
7315,58.0,C,N
7316,73.0,F,N
7317,40.0,D,N
7318,63.0,C,N
7319,23.0,D,Y
7320,24.0,B,N
7321,,,Y
7322,93.0,A,N
7323,31.0,A,N
7324,54.0,D,N
7325,76.0,D,Y
7326,38.0,C,N
7327,20.0,B,N
7328,11.0,F,N
7329,,,Y
7330,29.0,B,N
7331,63.0,A,N
7332,59.0,A,N
7333,49.0,D,N
7334,74.0,A,N
7335,,,Y
7336,,,Y
7337,,,Y
7338,84.0,C,N
7339,94.0,B,N
7340,27.0,A,N
7341,38.0,B,N
7342,66.0,C,N
7343,13.0,B,N
7344,91.0,B,N
7345,50.0,F,N
7346,25.0,D,Y
7347,,,Y
7348,62.0,A,N
7349,67.0,F,Y
7350,97.0,B,N
7351,14.0,C,N
7352,49.0,A,Y
7353,,,Y
7354,13.0,B,N
7355,,,Y
7356,32.0,B,Y
7357,24.0,D,Y
7358,7.0,B,N
7359,92.0,C,N
7360,45.0,B,N
7361,42.0,C,Y
7362,77.0,F,N
7363,2.0,C,N
7364,32.0,A,N
7365,1.0,F,N
7366,66.0,F,Y
7367,69.0,B,N
7368,61.0,F,N
7369,66.0,A,N
7370,53.0,D,N
7371,75.0,F,N
7372,15.0,B,N
7373,64.0,F,N
7374,34.0,D,N
7375,32.0,D,N
7376,36.0,A,N
7377,13.0,B,N
7378,61.0,B,N
7379,59.0,D,Y
7380,29.0,A,N
7381,99.0,A,N
7382,30.0,C,N
7383,51.0,C,N
7384,80.0,C,N
7385,13.0,A,N
7386,,,Y
7387,,,Y
7388,,,Y
7389,82.0,A,N
7390,31.0,B,N
7391,68.0,F,N
7392,24.0,D,Y
7393,75.0,F,Y
7394,25.0,B,N
7395,31.0,D,Y
7396,,,Y
7397,47.0,A,N
7398,,,Y
7399,75.0,B,N
7400,56.0,B,N
7401,36.0,A,N
7402,79.0,C,N
7403,,,Y
7404,41.0,B,N
7405,34.0,D,N
7406,,,Y
7407,,,Y
7408,90.0,B,N
7409,56.0,B,N
7410,47.0,B,N
7411,66.0,B,N
7412,,,Y
7413,,,Y
7414,90.0,C,Y
7415,,,Y
7416,52.0,B,N
7417,74.0,B,N
7418,71.0,A,N
7419,27.0,D,N
7420,49.0,D,Y
7421,,,Y
7422,43.0,D,Y
7423,,,Y
7424,13.0,F,N
7425,41.0,F,N
7426,4.0,B,N
7427,9.0,F,N
7428,76.0,F,N
7429,7.0,C,N
7430,,,Y
7431,15.0,D,N
7432,,,Y
7433,49.0,F,N
7434,46.0,C,N
7435,13.0,A,N
7436,,,Y
7437,,,Y
7438,6.0,F,N
7439,7.0,A,Y
7440,42.0,D,Y
7441,43.0,D,N
7442,,,Y
7443,31.0,D,N
7444,26.0,A,N
7445,63.0,F,N
7446,70.0,A,N
7447,78.0,D,N
7448,49.0,B,N
7449,46.0,C,N
7450,,,Y
7451,,,Y
7452,44.0,B,N
7453,25.0,B,N
7454,49.0,C,N
7455,75.0,F,N
7456,,,Y
7457,49.0,B,N
7458,83.0,F,N
7459,32.0,B,N
7460,35.0,F,Y
7461,53.0,F,N
7462,19.0,C,N
7463,15.0,C,Y
7464,60.0,C,N
7465,82.0,F,N
7466,33.0,B,N
7467,39.0,A,Y
7468,14.0,D,N
7469,41.0,B,N
7470,69.0,A,Y
7471,,,Y
7472,34.0,D,N
7473,24.0,A,N
7474,30.0,B,N
7475,45.0,B,Y
7476,53.0,B,N
7477,,,Y
7478,,,Y
7479,84.0,B,N
7480,96.0,C,N
7481,,,Y
7482,60.0,C,N
7483,84.0,C,N
7484,82.0,C,N
7485,75.0,F,Y
7486,46.0,A,N
7487,65.0,F,N
7488,64.0,C,N
7489,85.0,B,N
7490,,,Y
7491,61.0,B,N
7492,62.0,B,N
7493,,,Y
7494,,,Y
7495,,,Y
7496,72.0,B,N
7497,60.0,F,Y
7498,6.0,B,N
7499,48.0,D,N
7500,28.0,A,N
7501,45.0,F,N
7502,67.0,B,N
7503,41.0,C,Y
7504,30.0,B,N
7505,57.0,D,N
7506,76.0,C,N
7507,34.0,B,N
7508,42.0,D,N
7509,85.0,C,N
7510,88.0,C,N
7511,,,Y
7512,3.0,B,N
7513,32.0,A,N
7514,39.0,A,N
7515,,,Y
7516,27.0,A,N
7517,54.0,A,Y
7518,25.0,B,N
7519,20.0,B,N
7520,12.0,D,Y
7521,89.0,B,N
7522,46.0,B,N
7523,31.0,D,N
7524,67.0,A,N
7525,42.0,F,Y
7526,64.0,B,N
7527,92.0,F,N
7528,31.0,A,N
7529,15.0,D,Y
7530,58.0,F,N
7531,49.0,D,Y
7532,74.0,F,N
7533,25.0,B,N
7534,20.0,A,N
7535,,,Y
7536,57.0,A,N
7537,37.0,B,N
7538,,,Y
7539,98.0,C,N
7540,81.0,D,N
7541,64.0,A,N
7542,34.0,D,N
7543,85.0,F,N
7544,41.0,F,Y
7545,48.0,A,N
7546,34.0,A,N
7547,61.0,F,Y
7548,,,Y
7549,11.0,B,N
7550,,,Y
7551,,,Y
7552,,,Y
7553,,,Y
7554,99.0,B,N
7555,29.0,F,N
7556,40.0,A,N
7557,73.0,C,N
7558,55.0,F,N
7559,27.0,D,N
7560,61.0,A,N
7561,30.0,B,N
7562,72.0,C,Y
7563,87.0,A,N
7564,,,Y
7565,,,Y
7566,,,Y
7567,28.0,D,Y
7568,10.0,F,N
7569,37.0,F,N
7570,7.0,F,N
7571,56.0,F,Y
7572,84.0,C,N
7573,55.0,A,N
7574,,,Y
7575,,,Y
7576,,,Y
7577,63.0,A,N
7578,,,Y
7579,15.0,D,Y
7580,65.0,C,N
7581,41.0,D,N
7582,6.0,F,N
7583,70.0,B,N
7584,35.0,F,Y
7585,6.0,B,N
7586,,,Y
7587,30.0,C,N
7588,27.0,C,N
7589,74.0,F,N
7590,60.0,D,Y
7591,67.0,D,Y
7592,59.0,F,Y
7593,,,Y
7594,20.0,A,N
7595,77.0,A,N
7596,86.0,F,N
7597,39.0,D,N
7598,44.0,C,Y
7599,55.0,B,N
7600,13.0,A,N
7601,52.0,C,N
7602,,,Y
7603,24.0,B,N
7604,,,Y
7605,41.0,F,Y
7606,38.0,C,Y
7607,47.0,D,Y
7608,28.0,A,N
7609,80.0,D,Y
7610,32.0,C,Y
7611,47.0,C,N
7612,75.0,B,N
7613,83.0,D,Y
7614,63.0,C,N
7615,50.0,A,N
7616,80.0,F,Y
7617,12.0,F,N
7618,41.0,D,N
7619,54.0,F,N
7620,59.0,D,Y
7621,48.0,A,N
7622,29.0,F,N
7623,64.0,B,N
7624,20.0,C,N
7625,,,Y
7626,70.0,C,N
7627,39.0,A,N
7628,,,Y
7629,1.0,C,N
7630,76.0,C,N
7631,12.0,C,N
7632,31.0,A,N
7633,77.0,A,N
7634,,,Y
7635,24.0,A,N
7636,,,Y
7637,,,Y
7638,42.0,C,N
7639,,,Y
7640,52.0,D,Y
7641,28.0,A,N
7642,74.0,C,N
7643,25.0,A,N
7644,85.0,B,N
7645,41.0,A,N
7646,27.0,F,Y
7647,65.0,D,N
7648,41.0,A,N
7649,90.0,B,N
7650,49.0,B,N
7651,24.0,F,Y
7652,87.0,C,N
7653,,,Y
7654,64.0,F,N
7655,25.0,F,N
7656,68.0,F,N
7657,48.0,B,N
7658,96.0,F,N
7659,,,Y
7660,9.0,D,Y
7661,61.0,F,Y
7662,,,Y
7663,67.0,C,Y
7664,75.0,B,N
7665,39.0,B,N
7666,13.0,C,Y
7667,91.0,C,Y
7668,55.0,C,N
7669,,,Y
7670,57.0,D,Y
7671,39.0,D,N
7672,,,Y
7673,75.0,A,N
7674,54.0,D,N
7675,,,Y
7676,49.0,C,N
7677,36.0,B,N
7678,50.0,D,N
7679,80.0,F,Y
7680,56.0,A,N
7681,65.0,B,N
7682,17.0,B,Y
7683,55.0,F,Y
7684,,,Y
7685,26.0,C,N
7686,,,Y
7687,,,Y
7688,16.0,D,N
7689,42.0,B,N
7690,80.0,B,N
7691,29.0,B,N
7692,72.0,B,Y
7693,24.0,B,N
7694,68.0,B,N
7695,49.0,B,Y
7696,,,Y
7697,40.0,A,N
7698,73.0,A,N
7699,42.0,B,N
7700,66.0,D,Y
7701,,,Y
7702,20.0,A,N
7703,,,Y
7704,,,Y
7705,45.0,C,N
7706,26.0,B,N
7707,34.0,D,Y
7708,26.0,A,N
7709,,,Y
7710,38.0,D,Y
7711,,,Y
7712,51.0,C,N
7713,,,Y
7714,21.0,B,N
7715,80.0,F,Y
7716,60.0,B,N
7717,2.0,A,N
7718,19.0,C,N
7719,,,Y
7720,67.0,D,N
7721,,,Y
7722,59.0,D,N
7723,41.0,A,N
7724,,,Y
7725,4.0,A,Y
7726,,,Y
7727,91.0,C,N
7728,7.0,F,Y
7729,,,Y
7730,57.0,D,Y
7731,46.0,B,N
7732,46.0,A,N
7733,56.0,B,N
7734,24.0,D,Y
7735,87.0,F,N
7736,51.0,C,N
7737,37.0,C,Y
7738,,,Y
7739,77.0,B,N
7740,95.0,C,N
7741,61.0,F,N
7742,20.0,F,N
7743,14.0,C,Y
7744,,,Y
7745,55.0,B,N
7746,12.0,F,Y
7747,75.0,F,N
7748,39.0,A,N
7749,,,Y
7750,27.0,A,N
7751,18.0,A,N
7752,89.0,F,N
7753,34.0,F,Y
7754,8.0,F,N
7755,30.0,C,N
7756,93.0,C,N
7757,,,Y
7758,67.0,B,N
7759,,,Y
7760,,,Y
7761,63.0,A,N
7762,24.0,D,Y
7763,55.0,F,Y
7764,43.0,B,N
7765,28.0,A,N
7766,82.0,B,N
7767,,,Y
7768,49.0,A,N
7769,46.0,F,N
7770,47.0,B,N
7771,53.0,F,N
7772,49.0,F,Y
7773,42.0,B,N
7774,89.0,F,N
7775,25.0,A,N
7776,,,Y
7777,,,Y
7778,56.0,D,N
7779,26.0,D,N
7780,30.0,B,N
7781,49.0,A,N
7782,93.0,F,N
7783,24.0,A,N
7784,21.0,F,Y
7785,22.0,F,N
7786,50.0,F,N
7787,84.0,D,N
7788,45.0,A,N
7789,83.0,C,N
7790,44.0,A,N
7791,33.0,D,Y
7792,39.0,D,N
7793,,,Y
7794,42.0,F,N
7795,,,Y
7796,,,Y
7797,33.0,A,N
7798,,,Y
7799,46.0,B,N
7800,,,Y
7801,51.0,F,N
7802,6.0,C,N
7803,,,Y
7804,32.0,D,N
7805,76.0,F,N
7806,17.0,F,N
7807,96.0,D,N
7808,61.0,B,N
7809,,,Y
7810,4.0,B,N
7811,71.0,A,N
7812,28.0,C,Y
7813,63.0,F,N
7814,28.0,A,N
7815,,,Y
7816,56.0,C,N
7817,81.0,B,N
7818,45.0,B,N
7819,82.0,C,N
7820,46.0,D,Y
7821,31.0,C,N
7822,,,Y
7823,24.0,F,Y
7824,31.0,B,N
7825,,,Y
7826,79.0,A,N
7827,,,Y
7828,,,Y
7829,56.0,A,N
7830,,,Y
7831,13.0,B,Y
7832,,,Y
7833,,,Y
7834,4.0,B,N
7835,79.0,F,Y
7836,99.0,A,N
7837,21.0,F,N
7838,31.0,B,N
7839,40.0,C,Y
7840,50.0,B,N
7841,82.0,D,Y
7842,25.0,F,Y
7843,48.0,B,N
7844,88.0,C,N
7845,92.0,C,N
7846,73.0,F,N
7847,66.0,F,N
7848,86.0,A,N
7849,26.0,B,N
7850,,,Y
7851,49.0,A,N
7852,59.0,D,Y
7853,25.0,D,N
7854,89.0,F,Y
7855,,,Y
7856,30.0,D,Y
7857,66.0,D,Y
7858,29.0,B,N
7859,42.0,B,N
7860,61.0,F,Y
7861,74.0,D,N
7862,41.0,D,Y
7863,81.0,D,Y
7864,24.0,A,N
7865,,,Y
7866,13.0,F,N
7867,59.0,A,N
7868,40.0,A,N
7869,77.0,B,N
7870,,,Y
7871,60.0,B,N
7872,96.0,A,N
7873,94.0,D,N
7874,62.0,F,N
7875,,,Y
7876,73.0,A,N
7877,2.0,B,N
7878,69.0,C,N
7879,71.0,C,N
7880,95.0,C,N
7881,,,Y
7882,,,Y
7883,29.0,B,N
7884,48.0,A,N
7885,92.0,C,N
7886,47.0,C,N
7887,,,Y
7888,92.0,D,N
7889,38.0,B,N
7890,18.0,D,N
7891,,,Y
7892,58.0,C,N
7893,28.0,B,N
7894,35.0,F,Y
7895,27.0,D,N
7896,5.0,F,Y
7897,3.0,A,N
7898,,,Y
7899,41.0,F,N
7900,51.0,D,N
7901,22.0,F,Y
7902,80.0,C,N
7903,31.0,C,Y
7904,47.0,B,N
7905,17.0,C,N
7906,50.0,D,Y
7907,16.0,D,N
7908,,,Y
7909,32.0,D,N
7910,,,Y
7911,,,Y
7912,71.0,B,N
7913,85.0,F,N
7914,58.0,C,N
7915,82.0,B,N
7916,42.0,F,N
7917,47.0,D,N
7918,64.0,C,Y
7919,63.0,B,N
7920,,,Y
7921,49.0,D,N
7922,,,Y
7923,87.0,A,N
7924,77.0,A,N
7925,26.0,D,N
7926,24.0,C,N
7927,53.0,C,N
7928,80.0,F,N
7929,,,Y
7930,91.0,A,N
7931,65.0,C,Y
7932,,,Y
7933,99.0,F,N
7934,23.0,C,Y
7935,56.0,F,Y
7936,45.0,C,N
7937,12.0,A,N
7938,28.0,F,N
7939,,,Y
7940,42.0,B,N
7941,76.0,C,N
7942,,,Y
7943,93.0,C,N
7944,57.0,D,N
7945,23.0,D,Y
7946,72.0,A,N
7947,72.0,D,N
7948,,,Y
7949,,,Y
7950,24.0,C,N
7951,64.0,B,N
7952,95.0,F,N
7953,24.0,F,N
7954,43.0,F,N
7955,33.0,F,N
7956,79.0,C,N
7957,50.0,F,Y
7958,75.0,F,N
7959,33.0,F,Y
7960,75.0,C,N
7961,76.0,D,N
7962,52.0,D,Y
7963,,,Y
7964,95.0,D,N
7965,19.0,F,N
7966,,,Y
7967,58.0,C,N
7968,,,Y
7969,29.0,B,N
7970,23.0,A,N
7971,69.0,A,N
7972,20.0,D,Y
7973,8.0,B,Y
7974,,,Y
7975,75.0,A,N
7976,3.0,F,N
7977,70.0,B,Y
7978,67.0,A,N
7979,31.0,A,N
7980,31.0,B,N
7981,79.0,A,N
7982,40.0,A,N
7983,30.0,A,N
7984,45.0,B,N
7985,35.0,A,N
7986,79.0,A,N
7987,83.0,C,N
7988,98.0,A,N
7989,53.0,D,Y
7990,37.0,F,N
7991,11.0,F,N
7992,34.0,C,N
7993,47.0,A,N
7994,70.0,F,N
7995,26.0,A,N
7996,20.0,B,N
7997,63.0,F,N
7998,43.0,D,Y
7999,82.0,F,N
8000,2.0,C,N
8001,68.0,F,Y
8002,,,Y
8003,,,Y
8004,49.0,B,N
8005,93.0,C,N
8006,,,Y
8007,57.0,A,N
8008,81.0,F,N
8009,30.0,A,N
8010,,,Y
8011,76.0,F,Y
8012,31.0,F,N
8013,47.0,C,N
8014,77.0,F,N
8015,,,Y
8016,34.0,B,Y
8017,89.0,B,N
8018,93.0,B,N
8019,33.0,C,N
8020,58.0,C,Y
8021,,,Y
8022,,,Y
8023,58.0,D,Y
8024,43.0,C,N
8025,15.0,B,N
8026,44.0,D,Y
8027,46.0,C,N
8028,39.0,B,N
8029,85.0,D,N
8030,59.0,D,Y
8031,30.0,B,N
