,session 3,session 4,test 2
4024,59.0,73.0,C
4025,93.0,50.0,C
4026,68.0,73.0,B
4027,,,
4028,,,
4029,66.0,20.0,C
4030,83.0,23.0,A
4031,52.0,53.0,D
4032,40.0,85.0,D
4033,77.0,75.0,F
4034,85.0,88.0,B
4035,81.0,67.0,B
4036,61.0,49.0,C
4037,55.0,52.0,F
4038,77.0,86.0,F
4039,,,
4040,70.0,77.0,B
4041,57.0,64.0,C
4042,58.0,21.0,A
4043,74.0,45.0,B
4044,83.0,38.0,B
4045,74.0,45.0,F
4046,,,
4047,58.0,37.0,D
4048,22.0,57.0,B
4049,73.0,38.0,D
4050,33.0,0.0,F
4051,71.0,38.0,C
4052,57.0,53.0,F
4053,54.0,43.0,F
4054,28.0,53.0,C
4055,93.0,51.0,A
4056,23.0,26.0,F
4057,25.0,19.0,C
4058,57.0,59.0,A
4059,34.0,45.0,D
4060,44.0,43.0,A
4061,4.0,24.0,D
4062,7.0,20.0,B
4063,53.0,73.0,A
4064,51.0,31.0,F
4065,,,
4066,39.0,93.0,A
4067,10.0,20.0,D
4068,30.0,54.0,B
4069,52.0,20.0,B
4070,65.0,30.0,F
4071,47.0,42.0,C
4072,33.0,37.0,D
4073,88.0,70.0,D
4074,46.0,31.0,F
4075,2.0,43.0,D
4076,76.0,43.0,C
4077,61.0,41.0,B
4078,67.0,5.0,F
4079,58.0,79.0,A
4080,34.0,8.0,F
4081,42.0,17.0,F
4082,,,
4083,49.0,64.0,A
4084,,,
4085,44.0,36.0,D
4086,78.0,93.0,A
4087,13.0,51.0,C
4088,73.0,52.0,A
4089,91.0,71.0,B
4090,48.0,44.0,D
4091,96.0,60.0,A
4092,69.0,79.0,A
4093,,,
4094,97.0,55.0,F
4095,92.0,76.0,B
4096,56.0,73.0,B
4097,78.0,49.0,B
4098,65.0,21.0,A
4099,56.0,40.0,A
4100,73.0,24.0,D
4101,43.0,52.0,F
4102,84.0,84.0,B
4103,11.0,53.0,A
4104,4.0,25.0,A
4105,,,
4106,96.0,57.0,B
4107,64.0,33.0,B
4108,9.0,51.0,F
4109,1.0,29.0,C
4110,52.0,59.0,A
4111,10.0,60.0,F
4112,,,
4113,,,
4114,44.0,3.0,A
4115,66.0,91.0,D
4116,77.0,63.0,B
4117,11.0,48.0,C
4118,29.0,40.0,C
4119,58.0,35.0,F
4120,,,
4121,95.0,28.0,B
4122,36.0,84.0,B
4123,92.0,31.0,B
4124,1.0,30.0,D
4125,79.0,60.0,B
4126,46.0,61.0,A
4127,,,
4128,56.0,21.0,F
4129,31.0,39.0,D
4130,39.0,9.0,F
4131,9.0,53.0,A
4132,47.0,32.0,C
4133,82.0,0.0,F
4134,65.0,42.0,D
4135,39.0,35.0,D
4136,48.0,41.0,D
4137,66.0,40.0,F
4138,61.0,37.0,B
4139,74.0,77.0,C
4140,63.0,51.0,B
4141,72.0,96.0,B
4142,30.0,42.0,C
4143,94.0,21.0,B
4144,76.0,45.0,D
4145,58.0,42.0,B
4146,95.0,3.0,C
4147,56.0,81.0,F
4148,36.0,46.0,D
4149,3.0,43.0,B
4150,30.0,38.0,C
4151,96.0,57.0,C
4152,22.0,26.0,F
4153,73.0,89.0,A
4154,61.0,14.0,D
4155,3.0,37.0,F
4156,46.0,88.0,B
4157,66.0,58.0,F
4158,86.0,13.0,A
4159,31.0,47.0,D
4160,2.0,21.0,A
4161,87.0,62.0,A
4162,4.0,35.0,B
4163,56.0,45.0,C
4164,6.0,26.0,C
4165,31.0,49.0,F
4166,83.0,27.0,C
4167,53.0,59.0,A
4168,57.0,3.0,F
4169,7.0,14.0,A
4170,25.0,39.0,B
4171,44.0,44.0,F
4172,13.0,10.0,D
4173,97.0,45.0,F
4174,38.0,88.0,F
4175,83.0,1.0,B
4176,52.0,37.0,A
4177,25.0,55.0,D
4178,97.0,32.0,C
4179,,,
4180,79.0,69.0,A
4181,43.0,38.0,D
4182,67.0,30.0,C
4183,8.0,45.0,C
4184,87.0,42.0,A
4185,59.0,17.0,B
4186,66.0,61.0,A
4187,24.0,51.0,F
4188,60.0,8.0,D
4189,78.0,31.0,A
4190,52.0,9.0,B
4191,1.0,26.0,D
4192,45.0,73.0,A
4193,64.0,20.0,F
4194,47.0,45.0,B
4195,48.0,21.0,C
4196,28.0,45.0,D
4197,43.0,34.0,D
4198,33.0,95.0,A
4199,47.0,37.0,F
4200,38.0,12.0,B
4201,91.0,57.0,D
4202,36.0,34.0,D
4203,27.0,2.0,C
4204,1.0,43.0,A
4205,17.0,43.0,B
4206,14.0,30.0,D
4207,11.0,56.0,B
4208,73.0,60.0,A
4209,12.0,36.0,C
4210,40.0,62.0,A
4211,54.0,49.0,B
4212,85.0,98.0,A
4213,11.0,17.0,C
4214,38.0,19.0,F
4215,58.0,79.0,A
4216,57.0,75.0,A
4217,,,
4218,31.0,24.0,D
4219,89.0,50.0,A
4220,71.0,45.0,C
4221,27.0,46.0,B
4222,31.0,40.0,D
4223,75.0,79.0,C
4224,40.0,53.0,D
4225,,,
4226,89.0,34.0,A
4227,8.0,15.0,D
4228,11.0,38.0,F
4229,31.0,29.0,B
4230,34.0,1.0,F
4231,5.0,36.0,D
4232,50.0,40.0,D
4233,36.0,66.0,D
4234,1.0,30.0,F
4235,4.0,44.0,A
4236,13.0,28.0,A
4237,,,
4238,8.0,27.0,D
4239,75.0,51.0,A
4240,20.0,94.0,B
4241,3.0,15.0,B
4242,55.0,43.0,D
4243,92.0,49.0,A
4244,66.0,75.0,C
4245,82.0,43.0,C
4246,,,
4247,86.0,70.0,A
4248,54.0,37.0,D
4249,65.0,55.0,B
4250,7.0,52.0,A
4251,28.0,49.0,B
4252,58.0,11.0,C
4253,44.0,71.0,C
4254,82.0,20.0,A
4255,88.0,66.0,A
4256,2.0,55.0,C
4257,43.0,64.0,D
4258,20.0,39.0,B
4259,44.0,34.0,B
4260,12.0,26.0,B
4261,,,
4262,,,
4263,90.0,29.0,C
4264,52.0,48.0,C
4265,41.0,19.0,F
4266,29.0,33.0,F
4267,12.0,22.0,A
4268,61.0,65.0,A
4269,69.0,13.0,F
4270,78.0,71.0,A
4271,62.0,33.0,C
4272,55.0,45.0,D
4273,60.0,51.0,A
4274,76.0,60.0,B
4275,21.0,42.0,C
4276,20.0,64.0,F
4277,50.0,80.0,D
4278,58.0,15.0,A
4279,17.0,67.0,A
4280,61.0,9.0,C
4281,,,
4282,,,
4283,55.0,48.0,D
4284,62.0,30.0,D
4285,73.0,37.0,B
4286,29.0,19.0,B
4287,86.0,74.0,B
4288,49.0,20.0,A
4289,8.0,24.0,C
4290,77.0,24.0,F
4291,,,
4292,58.0,38.0,F
4293,85.0,67.0,A
4294,82.0,35.0,D
4295,48.0,39.0,B
4296,54.0,54.0,D
4297,59.0,30.0,A
4298,83.0,14.0,C
4299,59.0,74.0,B
4300,68.0,3.0,D
4301,57.0,64.0,D
4302,40.0,42.0,D
4303,47.0,53.0,D
4304,76.0,28.0,C
4305,77.0,34.0,D
4306,68.0,55.0,F
4307,34.0,62.0,A
4308,84.0,46.0,A
4309,54.0,52.0,F
4310,9.0,49.0,B
4311,73.0,56.0,B
4312,46.0,5.0,D
4313,39.0,27.0,B
4314,74.0,52.0,A
4315,64.0,55.0,C
4316,53.0,75.0,C
4317,5.0,40.0,F
4318,64.0,25.0,F
4319,18.0,30.0,A
4320,70.0,50.0,B
4321,23.0,41.0,F
4322,69.0,4.0,F
4323,72.0,31.0,C
4324,59.0,76.0,B
4325,58.0,66.0,B
4326,65.0,65.0,F
4327,36.0,16.0,D
4328,3.0,52.0,C
4329,42.0,71.0,A
4330,37.0,49.0,A
4331,95.0,47.0,F
4332,94.0,79.0,C
4333,26.0,0.0,C
4334,12.0,56.0,C
4335,35.0,36.0,D
4336,1.0,15.0,B
4337,17.0,64.0,A
4338,68.0,73.0,A
4339,90.0,90.0,B
4340,97.0,29.0,B
4341,2.0,57.0,D
4342,12.0,17.0,F
4343,99.0,44.0,C
4344,,,
4345,26.0,16.0,F
4346,,,
4347,,,
4348,35.0,92.0,F
4349,71.0,6.0,F
4350,54.0,40.0,C
4351,10.0,9.0,D
4352,68.0,86.0,A
4353,64.0,14.0,F
4354,90.0,27.0,A
4355,47.0,0.0,F
4356,59.0,24.0,A
4357,53.0,53.0,D
4358,68.0,42.0,A
4359,75.0,58.0,B
4360,77.0,6.0,F
4361,90.0,21.0,A
4362,56.0,84.0,B
4363,72.0,88.0,A
4364,59.0,59.0,A
4365,6.0,24.0,D
4366,35.0,83.0,F
4367,51.0,41.0,B
4368,7.0,34.0,A
4369,58.0,39.0,F
4370,6.0,9.0,D
4371,92.0,10.0,A
4372,,,
4373,77.0,41.0,C
4374,38.0,35.0,D
4375,23.0,36.0,C
4376,76.0,6.0,F
4377,33.0,41.0,C
4378,66.0,51.0,D
4379,26.0,5.0,D
4380,51.0,67.0,F
4381,52.0,56.0,A
4382,94.0,74.0,F
4383,88.0,59.0,A
4384,99.0,38.0,A
4385,59.0,64.0,D
4386,12.0,25.0,D
4387,38.0,35.0,F
4388,44.0,92.0,D
4389,89.0,52.0,F
4390,28.0,36.0,D
4391,80.0,36.0,A
4392,2.0,31.0,A
4393,37.0,1.0,C
4394,,,
4395,7.0,30.0,B
4396,80.0,81.0,B
4397,47.0,74.0,F
4398,26.0,10.0,D
4399,12.0,63.0,B
4400,45.0,38.0,D
4401,71.0,73.0,B
4402,,,
4403,26.0,53.0,B
4404,13.0,52.0,C
4405,1.0,73.0,A
4406,35.0,6.0,F
4407,13.0,47.0,F
4408,63.0,54.0,A
4409,1.0,31.0,A
4410,,,
4411,61.0,2.0,C
4412,89.0,4.0,B
4413,44.0,47.0,A
4414,26.0,61.0,B
4415,42.0,1.0,C
4416,59.0,52.0,B
4417,40.0,54.0,A
4418,71.0,67.0,C
4419,71.0,50.0,A
4420,28.0,46.0,D
4421,6.0,20.0,A
4422,48.0,19.0,F
4423,40.0,48.0,F
4424,72.0,51.0,C
4425,46.0,52.0,D
4426,85.0,34.0,F
4427,94.0,96.0,D
4428,65.0,43.0,B
4429,6.0,8.0,D
4430,13.0,14.0,D
4431,41.0,45.0,B
4432,53.0,49.0,A
4433,41.0,46.0,D
4434,44.0,37.0,D
4435,59.0,10.0,A
4436,70.0,44.0,B
4437,37.0,17.0,F
4438,67.0,21.0,B
4439,2.0,57.0,B
4440,65.0,81.0,D
4441,,,
4442,52.0,41.0,A
4443,46.0,30.0,D
4444,0.0,90.0,B
4445,25.0,94.0,A
4446,46.0,59.0,F
4447,95.0,36.0,C
4448,60.0,11.0,F
4449,1.0,18.0,D
4450,54.0,87.0,A
4451,94.0,73.0,B
4452,39.0,32.0,C
4453,3.0,32.0,C
4454,86.0,46.0,B
4455,75.0,46.0,A
4456,78.0,73.0,B
4457,,,
4458,60.0,63.0,A
4459,85.0,42.0,C
4460,56.0,49.0,D
4461,76.0,42.0,C
4462,55.0,31.0,D
4463,19.0,96.0,A
4464,80.0,34.0,C
4465,36.0,9.0,C
4466,81.0,44.0,F
4467,,,
4468,11.0,32.0,C
4469,65.0,63.0,A
4470,59.0,21.0,F
4471,54.0,66.0,F
4472,,,
4473,13.0,54.0,D
4474,13.0,2.0,C
4475,13.0,14.0,C
4476,65.0,86.0,F
4477,26.0,91.0,F
4478,7.0,39.0,B
4479,74.0,73.0,A
4480,84.0,23.0,A
4481,45.0,49.0,C
4482,73.0,34.0,B
4483,97.0,89.0,A
4484,4.0,74.0,C
4485,55.0,33.0,B
4486,52.0,62.0,F
4487,22.0,68.0,B
4488,80.0,20.0,B
4489,97.0,35.0,B
4490,38.0,53.0,D
4491,51.0,7.0,D
4492,23.0,46.0,F
4493,38.0,25.0,B
4494,13.0,29.0,F
4495,73.0,20.0,C
4496,70.0,89.0,F
4497,24.0,40.0,F
4498,87.0,26.0,D
4499,58.0,45.0,D
4500,,,
4501,89.0,47.0,F
4502,5.0,23.0,C
4503,13.0,52.0,F
4504,59.0,32.0,B
4505,79.0,70.0,F
4506,66.0,50.0,A
4507,17.0,71.0,C
4508,,,
4509,55.0,48.0,D
4510,,,
4511,,,
4512,10.0,10.0,A
4513,37.0,36.0,D
4514,60.0,71.0,C
4515,86.0,47.0,A
4516,39.0,49.0,C
4517,89.0,91.0,F
4518,28.0,12.0,F
4519,61.0,56.0,C
4520,15.0,7.0,C
4521,10.0,53.0,C
4522,45.0,35.0,C
4523,60.0,37.0,B
4524,83.0,68.0,F
4525,78.0,59.0,D
4526,65.0,33.0,F
4527,31.0,51.0,D
4528,35.0,67.0,A
4529,3.0,97.0,C
4530,44.0,52.0,D
4531,19.0,49.0,C
4532,93.0,77.0,C
4533,89.0,95.0,C
4534,62.0,7.0,D
4535,74.0,72.0,B
4536,7.0,48.0,A
4537,86.0,74.0,A
4538,13.0,35.0,F
4539,84.0,41.0,A
4540,78.0,70.0,C
4541,21.0,51.0,F
4542,83.0,83.0,A
4543,51.0,43.0,A
4544,2.0,72.0,A
4545,6.0,9.0,D
4546,31.0,88.0,D
4547,86.0,63.0,F
4548,50.0,59.0,A
4549,22.0,15.0,A
4550,95.0,55.0,F
4551,49.0,48.0,A
4552,6.0,52.0,B
4553,3.0,43.0,A
4554,,,
4555,96.0,74.0,C
4556,29.0,42.0,F
4557,39.0,1.0,A
4558,82.0,20.0,D
4559,63.0,45.0,D
4560,71.0,34.0,B
4561,70.0,9.0,F
4562,10.0,14.0,B
4563,81.0,48.0,C
4564,4.0,48.0,C
4565,55.0,49.0,D
4566,32.0,46.0,F
4567,10.0,58.0,F
4568,46.0,29.0,C
4569,37.0,61.0,D
4570,14.0,33.0,C
4571,22.0,89.0,C
4572,23.0,26.0,F
4573,34.0,43.0,D
4574,26.0,51.0,C
4575,82.0,35.0,F
4576,13.0,30.0,D
4577,4.0,21.0,B
4578,64.0,22.0,A
4579,42.0,5.0,F
4580,88.0,27.0,F
4581,98.0,58.0,B
4582,58.0,38.0,A
4583,76.0,77.0,A
4584,58.0,47.0,F
4585,45.0,20.0,D
4586,9.0,53.0,B
4587,89.0,51.0,B
4588,64.0,86.0,A
4589,72.0,23.0,A
4590,12.0,49.0,B
4591,99.0,70.0,F
4592,,,
4593,25.0,42.0,F
4594,57.0,54.0,A
4595,,,
4596,6.0,69.0,B
4597,77.0,43.0,C
4598,,,
4599,,,
4600,23.0,44.0,C
4601,7.0,8.0,D
4602,7.0,31.0,F
4603,,,
4604,18.0,78.0,D
4605,5.0,29.0,F
4606,58.0,25.0,B
4607,,,
4608,69.0,55.0,A
4609,10.0,45.0,A
4610,78.0,73.0,A
4611,8.0,47.0,F
4612,17.0,55.0,B
4613,12.0,54.0,C
4614,45.0,78.0,F
4615,26.0,39.0,D
4616,26.0,39.0,F
4617,3.0,33.0,B
4618,34.0,44.0,C
4619,83.0,64.0,A
4620,12.0,55.0,A
4621,81.0,5.0,D
4622,36.0,33.0,D
4623,11.0,29.0,C
4624,65.0,65.0,F
4625,82.0,48.0,D
4626,45.0,53.0,A
4627,77.0,39.0,C
4628,61.0,70.0,A
4629,4.0,38.0,C
4630,,,
4631,69.0,53.0,A
4632,,,
4633,24.0,53.0,F
4634,60.0,61.0,B
4635,50.0,8.0,F
4636,50.0,39.0,B
4637,70.0,31.0,C
4638,,,
4639,54.0,20.0,D
4640,82.0,79.0,A
4641,46.0,53.0,C
4642,66.0,69.0,F
4643,56.0,31.0,D
4644,48.0,10.0,C
4645,13.0,13.0,F
4646,23.0,33.0,C
4647,23.0,44.0,D
4648,51.0,50.0,A
4649,12.0,78.0,F
4650,,,
4651,48.0,13.0,D
4652,40.0,30.0,C
4653,76.0,23.0,A
4654,90.0,17.0,A
4655,75.0,86.0,C
4656,55.0,47.0,D
4657,63.0,64.0,F
4658,,,
4659,91.0,6.0,C
4660,31.0,3.0,F
4661,,,
4662,,,
4663,42.0,19.0,A
4664,,,
4665,62.0,53.0,A
4666,34.0,53.0,C
4667,54.0,49.0,D
4668,49.0,37.0,A
4669,58.0,68.0,C
4670,22.0,42.0,B
4671,58.0,32.0,A
4672,13.0,25.0,B
4673,69.0,28.0,B
4674,61.0,13.0,A
4675,72.0,41.0,D
4676,30.0,82.0,C
4677,4.0,15.0,B
4678,49.0,17.0,D
4679,32.0,14.0,A
4680,0.0,74.0,A
4681,81.0,38.0,A
4682,62.0,45.0,F
4683,84.0,6.0,A
4684,,,
4685,78.0,53.0,A
4686,30.0,56.0,D
4687,27.0,12.0,F
4688,27.0,14.0,F
4689,2.0,25.0,D
4690,46.0,52.0,B
4691,62.0,36.0,F
4692,58.0,24.0,D
4693,78.0,64.0,A
4694,36.0,9.0,C
4695,91.0,58.0,C
4696,91.0,23.0,F
4697,1.0,11.0,B
4698,,,
4699,7.0,27.0,A
4700,60.0,9.0,A
4701,9.0,86.0,A
4702,52.0,78.0,C
4703,76.0,45.0,C
4704,48.0,43.0,D
4705,,,
4706,,,
4707,52.0,71.0,B
4708,,,
4709,39.0,87.0,A
4710,5.0,56.0,C
4711,54.0,49.0,C
4712,84.0,97.0,A
4713,25.0,49.0,C
4714,60.0,68.0,D
4715,47.0,50.0,B
4716,,,
4717,78.0,46.0,B
4718,,,
4719,37.0,30.0,D
4720,4.0,28.0,C
4721,52.0,48.0,D
4722,98.0,38.0,D
4723,55.0,42.0,F
4724,87.0,2.0,A
4725,5.0,34.0,A
4726,89.0,44.0,D
4727,10.0,17.0,C
4728,12.0,54.0,C
4729,44.0,70.0,A
4730,,,
4731,,,
4732,68.0,92.0,A
4733,41.0,62.0,B
4734,29.0,65.0,D
4735,61.0,25.0,B
4736,54.0,85.0,A
4737,6.0,12.0,A
4738,2.0,50.0,B
4739,,,
4740,70.0,42.0,A
4741,,,
4742,67.0,11.0,F
4743,42.0,81.0,F
4744,17.0,50.0,F
4745,12.0,29.0,A
4746,85.0,15.0,A
4747,0.0,73.0,F
4748,86.0,32.0,B
4749,82.0,18.0,C
4750,83.0,22.0,A
4751,32.0,36.0,B
4752,12.0,19.0,A
4753,34.0,84.0,D
4754,54.0,54.0,D
4755,24.0,44.0,D
4756,70.0,54.0,A
4757,69.0,59.0,A
4758,7.0,18.0,C
4759,86.0,47.0,B
4760,57.0,99.0,A
4761,67.0,24.0,F
4762,76.0,50.0,A
4763,48.0,42.0,A
4764,73.0,58.0,A
4765,42.0,62.0,F
4766,5.0,46.0,C
4767,89.0,68.0,C
4768,60.0,26.0,C
4769,68.0,24.0,D
4770,,,
4771,,,
4772,51.0,29.0,A
4773,42.0,4.0,B
4774,2.0,6.0,F
4775,99.0,47.0,A
4776,45.0,2.0,F
4777,12.0,35.0,A
4778,87.0,65.0,B
4779,,,
4780,41.0,42.0,B
4781,13.0,38.0,D
4782,,,
4783,70.0,44.0,B
4784,58.0,39.0,F
4785,58.0,85.0,B
4786,74.0,33.0,B
4787,55.0,94.0,D
4788,86.0,46.0,B
4789,61.0,35.0,A
4790,82.0,24.0,F
4791,41.0,37.0,B
4792,62.0,32.0,F
4793,61.0,6.0,D
4794,67.0,34.0,A
4795,97.0,22.0,C
4796,3.0,53.0,B
4797,88.0,30.0,C
4798,10.0,59.0,B
4799,24.0,39.0,D
4800,63.0,71.0,C
4801,45.0,51.0,F
4802,4.0,52.0,C
4803,60.0,72.0,C
4804,51.0,61.0,A
4805,96.0,77.0,B
4806,50.0,29.0,A
4807,62.0,43.0,D
4808,,,
4809,71.0,42.0,C
4810,27.0,85.0,C
4811,65.0,70.0,F
4812,30.0,47.0,C
4813,24.0,21.0,C
4814,82.0,5.0,B
4815,58.0,14.0,A
4816,13.0,33.0,B
4817,62.0,15.0,A
4818,75.0,22.0,A
4819,44.0,49.0,D
4820,8.0,32.0,F
4821,80.0,38.0,C
4822,11.0,46.0,C
4823,27.0,43.0,D
4824,92.0,70.0,D
4825,94.0,74.0,C
4826,4.0,34.0,B
4827,38.0,45.0,D
4828,,,
4829,21.0,52.0,C
4830,51.0,26.0,F
4831,69.0,9.0,A
4832,7.0,12.0,D
4833,51.0,15.0,F
4834,,,
4835,44.0,34.0,D
4836,12.0,49.0,D
4837,65.0,70.0,D
4838,70.0,24.0,B
4839,3.0,55.0,D
4840,,,
4841,84.0,80.0,C
4842,,,
4843,20.0,48.0,D
4844,40.0,38.0,D
4845,78.0,74.0,C
4846,61.0,17.0,F
4847,90.0,86.0,A
4848,75.0,53.0,A
4849,92.0,73.0,D
4850,44.0,37.0,D
4851,41.0,50.0,C
4852,63.0,11.0,F
4853,66.0,50.0,B
4854,46.0,28.0,B
4855,82.0,61.0,A
4856,57.0,41.0,D
4857,24.0,21.0,C
4858,,,
4859,,,
4860,7.0,56.0,B
4861,46.0,74.0,B
4862,,,
4863,,,
4864,,,
4865,10.0,12.0,C
4866,88.0,23.0,D
4867,13.0,14.0,C
4868,55.0,96.0,A
4869,7.0,9.0,D
4870,63.0,17.0,F
4871,,,
4872,68.0,36.0,B
4873,87.0,57.0,A
4874,11.0,32.0,A
4875,99.0,31.0,D
4876,74.0,63.0,C
4877,50.0,30.0,C
4878,41.0,45.0,A
4879,38.0,26.0,C
4880,5.0,46.0,B
4881,70.0,49.0,A
4882,12.0,18.0,F
4883,42.0,12.0,C
4884,58.0,72.0,B
4885,23.0,42.0,D
4886,37.0,69.0,F
4887,58.0,52.0,B
4888,90.0,35.0,D
4889,35.0,18.0,F
4890,5.0,59.0,D
4891,29.0,44.0,F
4892,,,
4893,23.0,62.0,B
4894,76.0,68.0,D
4895,,,
4896,75.0,86.0,C
4897,28.0,33.0,D
4898,76.0,53.0,A
4899,89.0,46.0,A
4900,13.0,42.0,B
4901,58.0,34.0,C
4902,28.0,0.0,D
4903,45.0,33.0,D
4904,3.0,10.0,D
4905,44.0,8.0,A
4906,63.0,21.0,A
4907,91.0,12.0,C
4908,25.0,91.0,C
4909,53.0,14.0,A
4910,89.0,54.0,F
4911,89.0,15.0,F
4912,8.0,37.0,A
4913,1.0,54.0,B
4914,74.0,51.0,A
4915,73.0,35.0,F
4916,28.0,20.0,F
4917,71.0,96.0,A
4918,,,
4919,7.0,49.0,A
4920,52.0,56.0,B
4921,88.0,5.0,D
4922,62.0,49.0,A
4923,42.0,57.0,F
4924,6.0,46.0,D
4925,78.0,88.0,B
4926,55.0,43.0,A
4927,5.0,19.0,F
4928,5.0,27.0,F
4929,75.0,60.0,C
4930,56.0,39.0,A
4931,10.0,25.0,D
4932,17.0,62.0,D
4933,64.0,67.0,C
4934,38.0,35.0,D
4935,38.0,39.0,B
4936,46.0,9.0,A
4937,17.0,60.0,D
4938,85.0,55.0,A
4939,9.0,53.0,C
4940,45.0,45.0,D
4941,11.0,8.0,D
4942,7.0,60.0,A
4943,86.0,43.0,A
4944,85.0,91.0,C
4945,87.0,45.0,B
4946,42.0,54.0,B
4947,63.0,37.0,B
4948,7.0,3.0,F
4949,2.0,21.0,D
4950,71.0,47.0,F
4951,50.0,36.0,D
4952,44.0,60.0,F
4953,25.0,38.0,D
4954,78.0,45.0,A
4955,93.0,36.0,F
4956,,,
4957,27.0,38.0,F
4958,63.0,93.0,A
4959,7.0,32.0,D
4960,92.0,64.0,B
4961,53.0,51.0,C
4962,5.0,53.0,F
4963,62.0,59.0,D
4964,33.0,53.0,B
4965,64.0,58.0,F
4966,94.0,42.0,A
4967,6.0,43.0,B
4968,43.0,26.0,F
4969,72.0,80.0,D
4970,89.0,11.0,B
4971,7.0,36.0,A
4972,41.0,80.0,D
4973,13.0,35.0,F
4974,7.0,56.0,B
4975,51.0,4.0,F
4976,52.0,53.0,A
4977,35.0,52.0,D
4978,35.0,81.0,F
4979,87.0,70.0,F
4980,49.0,33.0,D
4981,41.0,53.0,D
4982,65.0,75.0,F
4983,23.0,43.0,B
4984,,,
4985,51.0,29.0,A
4986,,,
4987,57.0,74.0,A
4988,34.0,45.0,A
4989,98.0,44.0,C
4990,7.0,22.0,C
4991,42.0,10.0,A
4992,32.0,24.0,F
4993,,,
4994,5.0,56.0,D
4995,48.0,5.0,F
4996,42.0,75.0,A
4997,,,
4998,30.0,46.0,C
4999,42.0,45.0,F
5000,46.0,36.0,D
5001,55.0,24.0,B
5002,83.0,67.0,F
5003,49.0,55.0,D
5004,,,
5005,72.0,48.0,C
5006,4.0,13.0,B
5007,78.0,16.0,A
5008,69.0,6.0,B
5009,,,
5010,18.0,39.0,D
5011,46.0,12.0,D
5012,53.0,76.0,A
5013,87.0,35.0,A
5014,51.0,8.0,B
5015,72.0,29.0,C
5016,27.0,52.0,C
5017,74.0,61.0,D
5018,32.0,30.0,D
5019,,,
5020,66.0,12.0,C
5021,11.0,29.0,D
5022,27.0,72.0,F
5023,96.0,70.0,B
5024,98.0,28.0,D
5025,56.0,84.0,F
5026,35.0,47.0,F
5027,28.0,61.0,A
5028,13.0,56.0,B
5029,63.0,57.0,C
5030,,,
5031,33.0,69.0,A
5032,98.0,47.0,D
5033,55.0,5.0,B
5034,4.0,41.0,B
5035,2.0,13.0,B
5036,,,
5037,75.0,56.0,A
5038,11.0,55.0,B
5039,69.0,63.0,A
5040,13.0,10.0,B
5041,24.0,14.0,F
5042,10.0,74.0,D
5043,6.0,34.0,C
5044,32.0,45.0,F
5045,2.0,30.0,C
5046,6.0,70.0,D
5047,21.0,32.0,D
5048,55.0,5.0,B
5049,,,
5050,92.0,41.0,A
5051,,,
5052,92.0,30.0,A
5053,14.0,20.0,F
5054,59.0,36.0,D
5055,43.0,16.0,F
5056,11.0,42.0,A
5057,25.0,27.0,F
5058,11.0,13.0,C
5059,6.0,36.0,D
5060,64.0,58.0,A
5061,27.0,21.0,F
5062,29.0,17.0,F
5063,6.0,38.0,A
5064,85.0,51.0,A
5065,90.0,28.0,D
5066,6.0,41.0,B
5067,65.0,9.0,F
5068,56.0,67.0,B
5069,8.0,24.0,A
5070,18.0,8.0,C
5071,1.0,29.0,D
5072,63.0,32.0,A
5073,57.0,42.0,D
5074,,,
5075,77.0,97.0,D
5076,9.0,55.0,D
5077,21.0,43.0,D
5078,17.0,34.0,B
5079,10.0,33.0,C
5080,72.0,52.0,F
5081,45.0,41.0,F
5082,,,
5083,3.0,34.0,F
5084,25.0,12.0,D
5085,37.0,46.0,D
5086,21.0,32.0,D
5087,,,
5088,81.0,37.0,A
5089,73.0,62.0,B
5090,5.0,9.0,A
5091,11.0,47.0,A
5092,6.0,49.0,D
5093,48.0,42.0,D
5094,17.0,10.0,C
5095,1.0,56.0,B
5096,78.0,37.0,C
5097,84.0,20.0,C
5098,43.0,31.0,F
5099,75.0,73.0,F
5100,5.0,46.0,C
5101,64.0,7.0,A
5102,10.0,18.0,D
5103,2.0,48.0,A
5104,68.0,53.0,B
5105,35.0,28.0,F
5106,58.0,35.0,A
5107,98.0,67.0,D
5108,51.0,71.0,B
5109,77.0,30.0,B
5110,76.0,32.0,A
5111,66.0,29.0,B
5112,45.0,30.0,A
5113,61.0,72.0,D
5114,32.0,41.0,B
5115,3.0,30.0,F
5116,55.0,18.0,F
5117,4.0,33.0,D
5118,24.0,95.0,D
5119,66.0,21.0,B
5120,51.0,21.0,A
5121,53.0,36.0,B
5122,98.0,38.0,B
5123,,,
5124,90.0,73.0,C
5125,92.0,63.0,D
5126,65.0,42.0,B
5127,13.0,11.0,F
5128,20.0,52.0,B
5129,67.0,96.0,A
5130,,,
5131,4.0,10.0,B
5132,6.0,18.0,A
5133,76.0,14.0,A
5134,33.0,49.0,D
5135,6.0,46.0,C
5136,59.0,17.0,A
5137,,,
5138,3.0,36.0,B
5139,80.0,38.0,B
5140,48.0,46.0,D
5141,4.0,36.0,C
5142,52.0,39.0,C
5143,11.0,68.0,F
5144,13.0,10.0,A
5145,52.0,7.0,D
5146,70.0,48.0,B
5147,53.0,45.0,A
5148,,,
5149,80.0,14.0,A
5150,62.0,13.0,F
5151,71.0,32.0,C
5152,31.0,80.0,A
5153,78.0,72.0,A
