,session 5,test 3
8634,,
8635,33.0,F
8636,33.0,A
8637,66.0,B
8638,44.0,A
8639,63.0,B
8640,,
8641,67.0,C
8642,25.0,A
8643,,
8644,45.0,C
8645,,
8646,30.0,D
8647,76.0,C
8648,36.0,D
8649,,
8650,72.0,B
8651,89.0,B
8652,73.0,A
8653,52.0,C
8654,16.0,B
8655,,
8656,,
8657,63.0,F
8658,67.0,B
8659,6.0,A
8660,64.0,A
8661,67.0,F
8662,76.0,D
8663,52.0,A
8664,83.0,C
8665,64.0,D
8666,46.0,F
8667,,
8668,26.0,A
8669,20.0,F
8670,,
8671,30.0,A
8672,25.0,A
8673,,
8674,48.0,B
8675,44.0,F
8676,41.0,F
8677,40.0,D
8678,35.0,A
8679,27.0,A
8680,40.0,D
8681,87.0,B
8682,12.0,F
8683,89.0,B
8684,48.0,A
8685,,
8686,62.0,A
8687,11.0,C
8688,32.0,B
8689,55.0,B
8690,49.0,F
8691,47.0,D
8692,42.0,D
8693,34.0,A
8694,10.0,C
8695,4.0,B
8696,21.0,A
8697,39.0,C
8698,66.0,B
8699,,
8700,53.0,C
8701,1.0,C
8702,19.0,F
8703,,
8704,,
8705,39.0,B
8706,94.0,F
8707,25.0,C
8708,66.0,C
8709,60.0,B
8710,80.0,D
8711,34.0,F
8712,86.0,B
8713,43.0,A
8714,66.0,C
8715,79.0,F
8716,,
8717,44.0,D
8718,45.0,F
8719,,
8720,69.0,D
8721,53.0,D
8722,33.0,A
8723,24.0,D
8724,6.0,A
8725,58.0,B
8726,,
8727,,
8728,46.0,C
8729,37.0,D
8730,,
8731,33.0,D
8732,60.0,B
8733,0.0,A
8734,46.0,B
8735,39.0,D
8736,,
8737,,
8738,,
8739,34.0,B
8740,91.0,F
8741,52.0,B
8742,11.0,B
8743,40.0,A
8744,27.0,B
8745,76.0,F
8746,20.0,F
8747,,
8748,45.0,A
8749,88.0,F
8750,7.0,C
8751,76.0,F
8752,,
8753,44.0,A
8754,,
8755,38.0,A
8756,21.0,A
8757,71.0,C
8758,0.0,F
8759,,
8760,86.0,D
8761,76.0,D
8762,57.0,B
8763,49.0,A
8764,74.0,C
8765,,
8766,15.0,C
8767,,
8768,27.0,D
8769,,
8770,42.0,F
8771,25.0,A
8772,23.0,A
8773,25.0,A
8774,74.0,D
8775,46.0,A
8776,26.0,A
8777,62.0,F
8778,50.0,F
8779,59.0,C
8780,24.0,F
8781,,
8782,38.0,C
8783,30.0,C
8784,43.0,B
8785,55.0,D
8786,,
8787,82.0,F
8788,69.0,B
8789,76.0,A
8790,54.0,A
8791,42.0,C
8792,,
8793,14.0,A
8794,39.0,A
8795,53.0,B
8796,49.0,A
8797,68.0,C
8798,17.0,C
8799,76.0,F
8800,3.0,C
8801,5.0,C
8802,,
8803,31.0,B
8804,65.0,F
8805,32.0,A
8806,36.0,F
8807,97.0,F
8808,56.0,C
8809,,
8810,91.0,C
8811,38.0,F
8812,,
8813,15.0,A
8814,76.0,A
8815,,
8816,38.0,C
8817,58.0,C
8818,98.0,C
8819,44.0,F
8820,86.0,C
8821,35.0,D
8822,45.0,D
8823,47.0,D
8824,33.0,A
8825,39.0,B
8826,78.0,D
8827,55.0,C
8828,64.0,F
8829,28.0,A
8830,96.0,F
8831,28.0,C
8832,,
8833,,
8834,58.0,A
8835,52.0,B
8836,,
8837,62.0,B
8838,,
8839,17.0,D
8840,,
8841,92.0,C
8842,19.0,A
8843,4.0,D
8844,35.0,C
8845,,
8846,82.0,F
8847,40.0,B
8848,88.0,F
8849,39.0,D
8850,33.0,B
8851,12.0,B
8852,30.0,B
8853,18.0,A
8854,72.0,B
8855,80.0,C
8856,17.0,D
8857,57.0,D
8858,17.0,D
8859,88.0,C
8860,,
8861,27.0,A
8862,82.0,C
8863,48.0,A
8864,,
8865,50.0,A
8866,38.0,A
8867,72.0,D
8868,69.0,A
8869,3.0,D
8870,14.0,A
8871,56.0,A
8872,11.0,F
8873,,
8874,16.0,C
8875,64.0,B
8876,26.0,D
8877,42.0,D
8878,36.0,D
8879,27.0,F
8880,,
8881,45.0,F
8882,2.0,A
8883,83.0,B
8884,93.0,B
8885,92.0,B
8886,7.0,D
8887,19.0,B
8888,,
8889,69.0,F
8890,57.0,F
8891,38.0,C
8892,69.0,B
8893,43.0,D
8894,13.0,A
8895,61.0,C
8896,,
8897,31.0,F
8898,66.0,F
8899,39.0,D
8900,56.0,B
8901,76.0,A
8902,,
8903,,
8904,26.0,B
8905,16.0,B
8906,48.0,F
8907,,
8908,,
8909,74.0,C
8910,49.0,F
8911,,
8912,48.0,B
8913,30.0,A
8914,67.0,F
8915,59.0,F
8916,,
8917,27.0,F
8918,34.0,F
8919,34.0,A
8920,34.0,A
8921,82.0,F
8922,71.0,B
8923,58.0,F
8924,72.0,A
8925,14.0,B
8926,46.0,F
8927,41.0,D
8928,62.0,A
8929,75.0,F
8930,74.0,C
8931,28.0,A
8932,48.0,D
8933,62.0,F
8934,,
8935,,
8936,,
8937,54.0,C
8938,,
8939,55.0,A
8940,65.0,B
8941,77.0,B
8942,53.0,B
8943,32.0,C
8944,42.0,A
8945,,
8946,,
8947,38.0,B
8948,5.0,F
8949,43.0,C
8950,64.0,F
8951,46.0,F
8952,,
8953,61.0,F
8954,47.0,D
8955,62.0,B
8956,44.0,F
8957,,
8958,28.0,B
8959,39.0,A
8960,30.0,F
8961,67.0,C
8962,65.0,B
8963,33.0,C
8964,92.0,A
8965,36.0,D
8966,74.0,C
8967,19.0,D
8968,74.0,A
8969,,
8970,,
8971,80.0,C
8972,62.0,F
8973,56.0,F
8974,48.0,C
8975,67.0,B
8976,,
8977,,
8978,83.0,D
8979,78.0,B
8980,74.0,C
8981,,
8982,45.0,D
8983,84.0,D
8984,73.0,F
8985,57.0,D
8986,,
8987,82.0,F
8988,16.0,D
8989,,
8990,,
8991,,
8992,5.0,C
8993,86.0,C
8994,3.0,F
8995,,
8996,14.0,F
8997,13.0,A
8998,25.0,A
8999,3.0,C
9000,10.0,A
9001,63.0,C
9002,1.0,D
9003,12.0,A
9004,82.0,B
9005,5.0,F
9006,,
9007,57.0,F
9008,,
9009,81.0,D
9010,21.0,A
9011,11.0,A
9012,27.0,F
9013,57.0,C
9014,63.0,F
9015,75.0,D
9016,12.0,A
9017,34.0,D
9018,50.0,B
9019,90.0,F
9020,51.0,B
9021,62.0,B
9022,26.0,A
9023,78.0,F
9024,,
9025,23.0,D
9026,60.0,A
9027,,
9028,64.0,C
9029,94.0,F
9030,,
9031,70.0,F
9032,62.0,D
9033,,
9034,5.0,A
9035,11.0,D
9036,,
9037,10.0,F
9038,,
9039,75.0,D
9040,,
9041,,
9042,64.0,F
9043,,
9044,95.0,F
9045,,
9046,64.0,C
9047,,
9048,46.0,B
9049,89.0,B
9050,45.0,B
9051,18.0,F
9052,29.0,D
9053,97.0,B
9054,15.0,F
9055,74.0,B
9056,,
9057,67.0,A
9058,,
9059,,
9060,,
9061,88.0,C
9062,96.0,F
9063,2.0,D
9064,33.0,B
9065,45.0,A
9066,37.0,A
9067,89.0,A
9068,51.0,C
9069,73.0,D
9070,39.0,F
9071,48.0,F
9072,42.0,F
9073,,
9074,77.0,C
9075,58.0,D
9076,9.0,D
9077,31.0,B
9078,39.0,F
9079,10.0,F
9080,97.0,B
9081,4.0,D
9082,85.0,A
9083,,
9084,73.0,D
9085,54.0,A
9086,52.0,B
9087,89.0,A
9088,3.0,B
9089,47.0,B
9090,41.0,B
9091,81.0,F
9092,65.0,B
9093,37.0,B
9094,99.0,C
9095,,
9096,,
9097,,
9098,52.0,B
9099,13.0,C
9100,,
9101,48.0,F
9102,,
9103,37.0,A
9104,45.0,A
9105,78.0,A
9106,25.0,F
9107,45.0,A
9108,85.0,F
9109,79.0,C
9110,47.0,C
9111,38.0,A
9112,,
9113,29.0,D
9114,,
9115,23.0,C
9116,,
9117,78.0,D
9118,48.0,C
9119,25.0,A
9120,,
9121,49.0,B
9122,,
9123,41.0,F
9124,95.0,B
9125,36.0,B
9126,4.0,F
9127,40.0,B
9128,,
9129,18.0,C
9130,,
9131,84.0,B
9132,54.0,D
9133,,
9134,67.0,C
9135,84.0,A
9136,45.0,D
9137,45.0,D
9138,46.0,D
9139,93.0,B
9140,60.0,F
9141,79.0,F
9142,80.0,F
9143,79.0,C
9144,80.0,B
9145,52.0,C
9146,6.0,D
9147,51.0,C
9148,41.0,A
9149,40.0,D
9150,61.0,B
9151,,
9152,,
9153,59.0,C
9154,21.0,D
9155,27.0,B
9156,32.0,F
9157,79.0,F
9158,30.0,B
9159,36.0,D
9160,24.0,F
9161,63.0,C
9162,93.0,C
9163,48.0,D
9164,33.0,A
9165,34.0,A
9166,45.0,D
9167,89.0,F
9168,21.0,A
9169,75.0,A
9170,,
9171,26.0,D
9172,21.0,C
9173,46.0,A
9174,,
9175,,
9176,74.0,F
9177,,
9178,45.0,A
9179,7.0,D
9180,27.0,F
9181,,
9182,45.0,D
9183,15.0,B
9184,44.0,B
9185,,
9186,91.0,A
9187,88.0,C
9188,58.0,C
9189,49.0,B
9190,84.0,F
9191,75.0,D
9192,,
9193,25.0,F
9194,42.0,D
9195,0.0,D
9196,48.0,D
9197,,
9198,,
9199,45.0,B
9200,9.0,C
9201,51.0,C
9202,89.0,C
9203,66.0,D
9204,44.0,B
9205,27.0,F
9206,58.0,F
9207,59.0,C
9208,52.0,C
9209,63.0,C
9210,32.0,C
9211,,
9212,76.0,F
9213,84.0,B
9214,77.0,F
9215,0.0,B
9216,34.0,B
9217,47.0,A
9218,58.0,D
9219,25.0,A
9220,53.0,C
9221,50.0,C
9222,87.0,D
9223,,
9224,49.0,B
9225,,
9226,33.0,D
9227,,
9228,20.0,A
9229,62.0,F
9230,18.0,C
9231,40.0,A
9232,,
9233,66.0,C
9234,46.0,A
9235,20.0,C
9236,31.0,D
9237,,
9238,88.0,B
9239,76.0,F
9240,,
9241,54.0,F
9242,57.0,B
9243,27.0,F
9244,33.0,F
9245,29.0,A
9246,40.0,D
9247,39.0,A
9248,48.0,D
9249,47.0,C
9250,62.0,F
9251,87.0,B
9252,78.0,D
9253,77.0,A
9254,57.0,A
9255,75.0,D
9256,,
9257,59.0,B
9258,49.0,A
9259,96.0,B
9260,49.0,A
9261,,
9262,,
9263,49.0,F
9264,26.0,B
9265,,
9266,41.0,F
9267,41.0,A
9268,56.0,F
9269,,
9270,78.0,C
9271,1.0,F
9272,21.0,D
9273,31.0,C
9274,69.0,B
9275,,
9276,,
9277,8.0,A
9278,67.0,A
9279,54.0,F
9280,,
9281,,
9282,63.0,D
9283,31.0,B
9284,8.0,F
9285,41.0,C
9286,,
9287,23.0,B
9288,64.0,D
9289,24.0,D
9290,74.0,C
9291,53.0,C
9292,31.0,A
9293,38.0,A
9294,,
9295,66.0,B
9296,,
9297,46.0,C
9298,,
9299,,
9300,40.0,C
9301,38.0,A
9302,18.0,D
9303,,
9304,,
9305,48.0,F
9306,41.0,A
9307,,
9308,60.0,A
9309,87.0,D
9310,33.0,B
9311,,
9312,97.0,C
9313,27.0,A
9314,28.0,D
9315,,
9316,13.0,C
9317,45.0,D
9318,26.0,B
9319,58.0,C
9320,57.0,F
9321,,
9322,19.0,D
9323,1.0,F
9324,32.0,F
9325,67.0,F
9326,62.0,B
9327,69.0,F
9328,42.0,C
9329,45.0,F
9330,3.0,D
9331,51.0,F
9332,67.0,A
9333,49.0,A
9334,91.0,D
9335,47.0,D
9336,64.0,D
9337,27.0,F
9338,37.0,A
9339,,
9340,31.0,B
9341,2.0,C
9342,85.0,D
9343,,
9344,,
9345,,
9346,1.0,C
9347,,
9348,,
9349,57.0,A
9350,68.0,D
9351,16.0,D
9352,,
9353,25.0,F
9354,31.0,F
9355,34.0,C
9356,47.0,F
9357,50.0,A
9358,,
9359,82.0,D
9360,41.0,D
9361,23.0,F
9362,33.0,D
9363,,
9364,29.0,D
9365,30.0,F
9366,95.0,C
9367,25.0,D
9368,48.0,D
9369,,
9370,85.0,B
9371,89.0,C
9372,15.0,F
9373,24.0,F
9374,18.0,C
9375,23.0,F
9376,,
9377,38.0,F
9378,27.0,B
9379,,
9380,60.0,C
9381,24.0,F
9382,40.0,B
9383,91.0,B
9384,36.0,A
9385,,
9386,22.0,D
9387,,
9388,87.0,D
9389,46.0,D
9390,36.0,B
9391,89.0,F
9392,18.0,F
9393,76.0,C
9394,,
9395,54.0,B
9396,86.0,C
9397,,
9398,73.0,C
9399,27.0,B
9400,55.0,A
9401,66.0,B
9402,42.0,D
9403,89.0,C
9404,74.0,D
9405,42.0,B
9406,33.0,D
9407,,
9408,19.0,B
9409,85.0,A
9410,76.0,D
9411,46.0,C
9412,44.0,F
9413,81.0,F
9414,4.0,A
9415,86.0,D
9416,58.0,C
9417,40.0,C
9418,65.0,B
9419,24.0,A
9420,61.0,B
9421,65.0,F
9422,76.0,A
9423,76.0,C
9424,43.0,A
9425,47.0,B
9426,63.0,B
9427,31.0,A
9428,31.0,D
9429,33.0,D
9430,58.0,F
9431,38.0,A
9432,78.0,F
9433,83.0,D
9434,94.0,C
9435,24.0,B
9436,38.0,D
9437,53.0,D
9438,,
9439,40.0,C
9440,23.0,A
9441,41.0,F
9442,50.0,D
9443,2.0,A
9444,76.0,C
9445,55.0,D
9446,45.0,A
9447,81.0,B
9448,47.0,B
9449,52.0,A
9450,41.0,D
9451,40.0,B
9452,,
9453,43.0,B
9454,39.0,F
9455,82.0,C
9456,58.0,F
9457,70.0,A
9458,36.0,B
9459,25.0,B
9460,95.0,B
9461,,
9462,43.0,D
9463,58.0,A
9464,56.0,D
9465,,
9466,52.0,B
9467,11.0,D
9468,87.0,C
9469,64.0,C
9470,57.0,C
9471,42.0,D
9472,37.0,A
9473,22.0,B
9474,62.0,C
9475,,
9476,,
9477,58.0,D
9478,83.0,B
9479,,
9480,65.0,B
9481,,
9482,35.0,F
9483,,
9484,35.0,F
9485,65.0,C
9486,75.0,B
9487,61.0,C
9488,31.0,A
9489,47.0,B
9490,50.0,D
9491,42.0,C
9492,26.0,A
9493,,
9494,63.0,F
9495,28.0,F
9496,55.0,F
9497,47.0,D
9498,,
9499,43.0,A
9500,45.0,D
9501,21.0,C
9502,63.0,B
9503,41.0,B
9504,28.0,A
9505,61.0,B
9506,,
9507,81.0,F
9508,,
9509,88.0,D
9510,67.0,D
9511,44.0,B
9512,33.0,B
9513,95.0,C
9514,,
9515,92.0,A
9516,72.0,A
9517,51.0,A
9518,19.0,B
9519,86.0,F
9520,23.0,F
9521,69.0,D
9522,89.0,D
9523,44.0,D
9524,16.0,F
9525,12.0,A
9526,99.0,F
9527,69.0,A
9528,98.0,C
9529,49.0,F
9530,,
9531,39.0,D
9532,45.0,B
9533,46.0,C
9534,81.0,F
9535,54.0,D
9536,,
9537,,
9538,,
9539,44.0,D
9540,74.0,B
9541,,
9542,20.0,B
9543,37.0,B
9544,63.0,F
9545,43.0,B
9546,14.0,B
9547,,
9548,,
9549,57.0,D
9550,,
9551,54.0,A
9552,87.0,D
9553,31.0,C
9554,52.0,C
9555,,
9556,82.0,C
9557,,
9558,37.0,D
9559,79.0,B
9560,51.0,B
9561,53.0,B
9562,32.0,A
9563,6.0,B
9564,86.0,B
9565,,
9566,,
9567,48.0,F
9568,33.0,A
9569,46.0,A
9570,3.0,C
9571,80.0,D
9572,61.0,A
9573,78.0,B
9574,38.0,D
9575,68.0,B
9576,3.0,F
9577,10.0,C
9578,,
9579,39.0,A
9580,55.0,D
9581,29.0,B
9582,96.0,F
9583,86.0,C
9584,16.0,F
9585,26.0,A
9586,56.0,B
9587,,
9588,48.0,C
9589,33.0,B
9590,22.0,F
9591,17.0,A
9592,14.0,A
9593,31.0,D
9594,66.0,B
9595,45.0,D
9596,71.0,B
9597,,
9598,64.0,D
9599,41.0,F
9600,26.0,C
9601,24.0,B
9602,,
9603,67.0,F
9604,22.0,F
9605,69.0,A
9606,3.0,F
9607,19.0,A
9608,,
9609,98.0,F
9610,44.0,F
9611,57.0,A
9612,35.0,B
9613,49.0,D
9614,,
9615,96.0,C
9616,87.0,A
9617,4.0,F
9618,71.0,B
9619,89.0,B
9620,77.0,C
9621,,
9622,18.0,D
9623,36.0,F
9624,9.0,B
9625,16.0,B
9626,28.0,F
9627,93.0,A
9628,34.0,A
9629,,
9630,,
9631,42.0,F
9632,31.0,F
9633,26.0,F
9634,,
9635,99.0,F
9636,,
9637,47.0,F
9638,,
9639,,
9640,7.0,F
9641,24.0,F
9642,98.0,F
9643,62.0,C
9644,60.0,C
9645,77.0,F
9646,49.0,D
9647,,
9648,9.0,B
9649,48.0,A
9650,,
9651,70.0,F
9652,73.0,B
9653,1.0,D
9654,29.0,F
9655,31.0,F
9656,98.0,F
9657,58.0,F
9658,,
9659,28.0,D
9660,,
9661,13.0,A
9662,,
9663,85.0,A
9664,64.0,D
9665,13.0,B
9666,42.0,B
9667,76.0,F
9668,95.0,F
9669,13.0,F
9670,28.0,B
9671,3.0,F
9672,,
9673,46.0,C
9674,41.0,B
9675,49.0,D
9676,17.0,F
9677,86.0,C
9678,70.0,D
9679,46.0,B
9680,74.0,F
9681,29.0,B
9682,90.0,B
9683,17.0,D
9684,78.0,D
9685,47.0,A
9686,94.0,C
9687,46.0,D
9688,,
9689,18.0,D
9690,,
9691,29.0,F
9692,35.0,F
9693,65.0,B
9694,18.0,D
9695,,
9696,16.0,F
9697,58.0,F
9698,88.0,F
9699,43.0,F
9700,,
9701,15.0,F
9702,,
9703,,
9704,4.0,D
9705,,
9706,66.0,B
9707,51.0,F
9708,66.0,D
9709,,
9710,78.0,F
9711,59.0,F
9712,,
9713,48.0,A
9714,78.0,F
9715,76.0,B
9716,,
9717,30.0,D
9718,44.0,A
9719,,
9720,,
9721,38.0,D
9722,,
9723,90.0,B
9724,26.0,D
9725,68.0,A
9726,82.0,D
9727,0.0,D
9728,36.0,F
9729,88.0,B
9730,98.0,D
9731,40.0,F
9732,30.0,A
9733,79.0,A
9734,,
9735,,
9736,62.0,B
9737,61.0,C
9738,,
9739,47.0,C
9740,34.0,D
9741,87.0,D
9742,91.0,C
9743,43.0,F
9744,19.0,B
9745,44.0,A
9746,26.0,C
9747,55.0,F
9748,77.0,B
9749,64.0,B
9750,79.0,B
9751,30.0,C
9752,,
9753,44.0,F
9754,11.0,D
9755,38.0,F
9756,91.0,A
9757,,
9758,24.0,D
9759,49.0,B
9760,41.0,A
9761,66.0,C
9762,12.0,F
9763,44.0,A
9764,76.0,D
9765,60.0,B
9766,,
9767,35.0,A
9768,95.0,A
9769,83.0,F
9770,42.0,A
9771,73.0,F
9772,,
9773,59.0,B
9774,,
9775,,
9776,,
9777,72.0,F
9778,48.0,C
9779,66.0,B
9780,56.0,F
9781,8.0,D
9782,72.0,D
9783,66.0,F
9784,,
9785,87.0,A
9786,,
9787,8.0,A
9788,4.0,C
9789,30.0,F
9790,1.0,D
9791,,
9792,28.0,C
9793,46.0,C
9794,64.0,C
9795,99.0,F
9796,,
9797,35.0,F
9798,68.0,B
9799,5.0,B
9800,35.0,D
9801,61.0,D
9802,,
9803,47.0,A
9804,,
9805,34.0,A
9806,72.0,A
9807,95.0,F
9808,,
9809,33.0,A
9810,17.0,B
9811,36.0,A
9812,47.0,B
9813,24.0,C
9814,13.0,C
9815,71.0,F
9816,65.0,F
9817,47.0,A
9818,67.0,F
9819,,
9820,73.0,A
9821,25.0,D
9822,97.0,B
9823,89.0,D
9824,76.0,B
9825,45.0,A
9826,56.0,D
9827,53.0,C
9828,12.0,B
9829,,
9830,47.0,A
9831,,
9832,53.0,F
9833,,
9834,61.0,C
9835,3.0,F
9836,8.0,A
9837,36.0,A
9838,91.0,D
9839,38.0,F
9840,37.0,B
9841,18.0,F
9842,29.0,F
9843,72.0,C
9844,27.0,B
9845,,
9846,0.0,B
9847,92.0,D
9848,36.0,B
9849,29.0,A
9850,66.0,F
9851,84.0,F
9852,,
9853,6.0,C
9854,97.0,C
9855,26.0,C
9856,58.0,F
9857,54.0,D
9858,26.0,B
9859,76.0,A
9860,,
9861,59.0,F
9862,70.0,A
9863,26.0,B
9864,,
9865,,
9866,,
9867,,
9868,33.0,F
9869,24.0,C
9870,53.0,D
9871,61.0,D
9872,21.0,F
9873,38.0,D
9874,89.0,A
9875,,
9876,,
9877,27.0,A
9878,40.0,A
9879,44.0,D
9880,47.0,C
9881,73.0,C
9882,62.0,B
9883,67.0,F
9884,,
9885,,
9886,44.0,D
9887,74.0,B
9888,18.0,F
9889,44.0,D
9890,94.0,F
9891,40.0,A
9892,40.0,F
9893,34.0,C
9894,,
9895,51.0,B
9896,,
9897,60.0,F
9898,51.0,A
9899,45.0,C
9900,70.0,C
9901,33.0,B
9902,51.0,F
9903,83.0,B
9904,,
9905,17.0,B
9906,57.0,F
9907,37.0,A
9908,75.0,C
9909,95.0,D
9910,51.0,D
9911,,
9912,23.0,F
9913,38.0,A
9914,40.0,F
9915,31.0,C
9916,,
9917,,
9918,49.0,B
9919,48.0,C
9920,43.0,A
9921,49.0,A
9922,85.0,C
9923,,
9924,80.0,B
9925,20.0,A
9926,15.0,F
9927,48.0,C
9928,54.0,F
9929,8.0,A
9930,20.0,F
9931,,
9932,62.0,F
9933,21.0,C
9934,20.0,C
9935,37.0,D
9936,38.0,F
9937,,
9938,,
9939,34.0,F
9940,49.0,B
9941,86.0,D
9942,69.0,B
9943,37.0,D
9944,19.0,B
9945,26.0,F
9946,84.0,F
9947,84.0,F
9948,19.0,F
9949,15.0,D
9950,24.0,B
9951,,
9952,38.0,F
9953,56.0,C
9954,30.0,F
9955,43.0,D
9956,6.0,D
9957,,
9958,93.0,D
9959,88.0,B
9960,,
9961,41.0,A
9962,27.0,A
9963,42.0,F
9964,17.0,F
9965,38.0,D
9966,39.0,D
9967,,
9968,54.0,D
9969,43.0,B
9970,55.0,D
9971,55.0,F
9972,37.0,F
9973,98.0,A
9974,47.0,D
9975,,
9976,42.0,D
9977,6.0,A
9978,72.0,B
9979,,
9980,31.0,B
9981,43.0,C
9982,48.0,F
9983,24.0,A
9984,98.0,D
9985,68.0,D
9986,48.0,C
9987,,
9988,74.0,F
9989,72.0,D
9990,,
9991,10.0,F
9992,14.0,F
9993,38.0,A
9994,30.0,C
9995,31.0,F
9996,5.0,F
9997,45.0,B
9998,74.0,D
9999,36.0,F
10000,75.0,C
10001,30.0,B
10002,55.0,B
10003,56.0,F
10004,46.0,A
10005,,
10006,45.0,B
10007,72.0,D
10008,35.0,A
10009,35.0,A
10010,95.0,A
10011,56.0,C
10012,76.0,C
10013,,
10014,,
10015,,
10016,94.0,D
10017,,
10018,69.0,C
10019,,
10020,,
10021,1.0,A
10022,98.0,F
10023,18.0,F
10024,46.0,D
10025,11.0,D
10026,35.0,F
10027,45.0,F
10028,45.0,F
10029,48.0,B
10030,,
10031,12.0,F
10032,98.0,C
10033,58.0,A
10034,87.0,C
10035,16.0,A
10036,59.0,D
10037,,
10038,84.0,D
10039,21.0,C
10040,33.0,F
10041,,
10042,37.0,B
10043,46.0,C
10044,7.0,C
10045,21.0,B
10046,49.0,D
10047,25.0,F
10048,80.0,F
10049,,
10050,6.0,A
10051,,
10052,11.0,B
10053,70.0,A
10054,,
10055,65.0,D
10056,44.0,B
10057,15.0,B
10058,86.0,B
10059,,
10060,50.0,D
10061,85.0,F
10062,56.0,F
10063,,
10064,42.0,A
10065,34.0,A
10066,20.0,A
10067,24.0,A
10068,21.0,B
10069,62.0,B
10070,42.0,D
10071,,
10072,19.0,F
10073,94.0,B
10074,72.0,C
10075,38.0,A
10076,35.0,A
10077,92.0,D
10078,25.0,C
10079,,
10080,,
10081,49.0,C
10082,41.0,A
10083,33.0,F
10084,17.0,F
10085,49.0,F
10086,4.0,B
10087,22.0,F
10088,76.0,C
10089,26.0,F
10090,39.0,F
10091,95.0,A
10092,91.0,C
10093,38.0,B
10094,,
10095,54.0,A
10096,77.0,C
10097,,
10098,55.0,D
10099,28.0,D
10100,32.0,A
10101,67.0,B
10102,34.0,A
10103,31.0,B
10104,74.0,B
10105,41.0,A
10106,2.0,A
10107,92.0,C
10108,88.0,B
10109,55.0,C
10110,50.0,D
10111,,
10112,,
10113,,
10114,,
10115,76.0,F
10116,39.0,A
10117,51.0,B
10118,57.0,F
10119,4.0,F
10120,74.0,A
10121,66.0,D
10122,,
10123,34.0,F
10124,39.0,C
10125,7.0,F
10126,29.0,F
10127,94.0,F
10128,,
10129,,
10130,98.0,C
10131,43.0,F
10132,,
10133,30.0,A
10134,72.0,F
10135,9.0,F
10136,3.0,B
10137,74.0,B
10138,43.0,B
10139,52.0,C
10140,35.0,B
10141,68.0,C
10142,,
10143,76.0,A
10144,34.0,B
10145,68.0,D
10146,,
10147,53.0,C
10148,85.0,C
10149,,
10150,37.0,F
10151,,
10152,28.0,B
10153,38.0,F
10154,51.0,F
10155,,
10156,46.0,A
10157,51.0,D
10158,92.0,B
10159,78.0,B
10160,15.0,F
10161,81.0,F
10162,97.0,F
10163,25.0,F
10164,40.0,A
10165,68.0,D
10166,23.0,A
10167,85.0,D
10168,37.0,B
10169,9.0,A
10170,,
10171,32.0,A
10172,26.0,F
10173,96.0,B
10174,42.0,D
10175,27.0,A
10176,88.0,F
10177,71.0,A
10178,26.0,B
10179,81.0,D
10180,72.0,A
10181,42.0,B
10182,72.0,A
10183,58.0,C
10184,21.0,C
10185,47.0,A
10186,,
10187,50.0,F
10188,85.0,B
10189,53.0,F
10190,78.0,F
10191,,
10192,75.0,F
10193,39.0,C
10194,55.0,F
10195,92.0,B
10196,34.0,B
10197,46.0,D
10198,,
10199,42.0,B
10200,30.0,B
10201,,
10202,,
10203,36.0,F
10204,51.0,B
10205,77.0,B
10206,87.0,B
10207,,
10208,62.0,B
10209,55.0,F
10210,12.0,C
10211,21.0,F
10212,56.0,F
10213,28.0,B
10214,79.0,D
10215,4.0,B
10216,57.0,B
10217,18.0,B
10218,30.0,A
10219,,
10220,40.0,D
10221,44.0,D
10222,2.0,F
10223,,
10224,47.0,F
10225,99.0,D
10226,32.0,D
10227,,
10228,12.0,D
10229,,
10230,71.0,A
10231,54.0,D
10232,73.0,B
10233,,
10234,57.0,F
10235,30.0,D
10236,,
10237,1.0,C
10238,9.0,C
10239,79.0,D
10240,,
10241,93.0,D
10242,55.0,C
10243,30.0,F
10244,3.0,C
10245,78.0,A
10246,37.0,A
10247,51.0,A
10248,,
10249,,
10250,33.0,B
10251,82.0,F
10252,61.0,F
10253,,
10254,54.0,C
10255,46.0,C
10256,,
10257,62.0,B
10258,25.0,C
10259,25.0,A
10260,,
10261,28.0,A
10262,22.0,C
10263,,
10264,99.0,F
10265,,
10266,88.0,B
10267,41.0,F
10268,63.0,A
10269,,
10270,43.0,A
10271,41.0,B
10272,78.0,F
10273,39.0,B
10274,52.0,D
10275,25.0,B
10276,41.0,D
10277,93.0,B
10278,27.0,D
10279,,
10280,53.0,C
10281,,
10282,,
10283,52.0,D
10284,34.0,B
10285,55.0,F
10286,48.0,F
10287,98.0,C
10288,94.0,B
10289,91.0,B
10290,,
10291,47.0,B
10292,93.0,F
10293,72.0,A
10294,73.0,B
10295,37.0,A
10296,6.0,D
10297,63.0,C
10298,70.0,C
10299,,
10300,1.0,F
10301,27.0,F
10302,62.0,A
10303,47.0,C
10304,26.0,B
10305,54.0,C
10306,49.0,F
10307,76.0,C
10308,16.0,D
10309,30.0,A
10310,,
10311,48.0,C
10312,47.0,D
10313,91.0,B
10314,33.0,B
10315,31.0,B
10316,85.0,F
10317,46.0,B
10318,63.0,C
10319,54.0,D
10320,28.0,A
10321,4.0,D
10322,27.0,D
10323,73.0,C
10324,24.0,A
10325,37.0,A
10326,68.0,D
10327,,
10328,11.0,A
10329,56.0,B
10330,,
10331,83.0,F
10332,,
10333,57.0,D
10334,,
10335,80.0,A
