,session 3,session 4,test 2,dropout
3688,68.0,8.0,A,N
3689,58.0,40.0,D,N
3690,9.0,27.0,D,N
3691,41.0,8.0,C,Y
3692,39.0,53.0,D,N
3693,21.0,88.0,A,Y
3694,73.0,95.0,D,N
3695,9.0,19.0,A,N
3696,56.0,37.0,D,N
3697,97.0,30.0,A,N
3698,54.0,50.0,D,N
3699,85.0,5.0,C,N
3700,52.0,47.0,F,N
3701,97.0,67.0,B,Y
3702,22.0,34.0,C,N
3703,55.0,2.0,A,N
3704,11.0,53.0,B,N
3705,31.0,53.0,D,N
3706,36.0,54.0,D,N
3707,32.0,21.0,F,Y
3708,46.0,19.0,F,Y
3709,4.0,92.0,D,Y
3710,20.0,31.0,D,N
3711,61.0,80.0,D,N
3712,70.0,19.0,F,N
3713,68.0,48.0,A,N
3714,79.0,16.0,C,Y
3715,19.0,17.0,C,Y
3716,86.0,18.0,D,N
3717,23.0,58.0,A,Y
3718,,,,Y
3719,79.0,43.0,D,N
3720,71.0,57.0,C,N
3721,13.0,27.0,C,N
3722,82.0,36.0,C,N
3723,40.0,31.0,A,N
3724,28.0,18.0,C,Y
3725,61.0,54.0,B,N
3726,,,,Y
3727,26.0,45.0,D,N
3728,83.0,80.0,C,N
3729,1.0,22.0,D,N
3730,12.0,49.0,F,Y
3731,66.0,68.0,A,N
3732,83.0,55.0,D,N
3733,57.0,68.0,B,Y
3734,33.0,41.0,B,N
3735,,,,Y
3736,38.0,46.0,C,N
3737,4.0,26.0,F,Y
3738,43.0,31.0,D,N
3739,50.0,15.0,C,N
3740,,,,Y
3741,3.0,46.0,D,N
3742,2.0,27.0,F,N
3743,,,,Y
3744,25.0,53.0,A,Y
3745,59.0,15.0,A,N
3746,69.0,39.0,B,N
3747,18.0,68.0,C,Y
3748,40.0,25.0,D,N
3749,86.0,65.0,B,N
3750,74.0,74.0,C,Y
3751,55.0,5.0,D,N
3752,43.0,31.0,F,N
3753,59.0,50.0,C,N
3754,54.0,22.0,F,N
3755,31.0,24.0,C,Y
3756,84.0,53.0,A,Y
3757,46.0,35.0,F,N
3758,55.0,73.0,B,N
3759,66.0,65.0,C,N
3760,26.0,13.0,F,Y
3761,36.0,54.0,C,N
3762,64.0,74.0,D,N
3763,60.0,28.0,D,N
3764,,,,Y
3765,55.0,45.0,A,Y
3766,39.0,71.0,B,Y
3767,64.0,45.0,A,N
3768,,,,Y
3769,85.0,40.0,B,N
3770,68.0,99.0,F,Y
3771,35.0,54.0,D,N
3772,96.0,33.0,A,N
3773,,,,Y
3774,34.0,58.0,B,Y
3775,53.0,26.0,A,N
3776,82.0,63.0,D,N
3777,91.0,79.0,D,N
3778,6.0,20.0,A,N
3779,29.0,78.0,B,Y
3780,30.0,38.0,D,N
3781,68.0,21.0,A,N
3782,61.0,34.0,C,N
3783,56.0,72.0,F,Y
3784,53.0,43.0,B,N
3785,33.0,54.0,C,Y
3786,92.0,9.0,F,N
3787,88.0,62.0,F,N
3788,,,,Y
3789,86.0,46.0,A,N
3790,89.0,77.0,A,N
3791,,,,Y
3792,74.0,87.0,A,N
3793,99.0,43.0,B,N
3794,18.0,62.0,A,Y
3795,16.0,36.0,A,Y
3796,,,,Y
3797,,,,Y
3798,5.0,53.0,D,N
3799,59.0,36.0,C,Y
3800,31.0,37.0,C,N
3801,16.0,59.0,A,Y
3802,58.0,29.0,D,N
3803,64.0,79.0,D,N
3804,89.0,94.0,F,Y
3805,71.0,58.0,A,N
3806,76.0,69.0,B,N
3807,83.0,63.0,B,N
3808,36.0,81.0,F,Y
3809,38.0,30.0,D,N
3810,43.0,50.0,A,N
3811,54.0,30.0,C,N
3812,,,,Y
3813,93.0,1.0,F,N
3814,,,,Y
3815,27.0,1.0,F,Y
3816,27.0,18.0,F,N
3817,49.0,47.0,C,N
3818,23.0,53.0,D,N
3819,65.0,91.0,A,N
3820,52.0,58.0,C,Y
3821,24.0,47.0,F,Y
3822,,,,Y
3823,8.0,45.0,F,Y
3824,47.0,36.0,B,Y
3825,74.0,31.0,F,N
3826,74.0,12.0,A,N
3827,3.0,43.0,C,N
3828,82.0,35.0,B,N
3829,8.0,38.0,F,Y
3830,21.0,45.0,C,N
3831,34.0,3.0,F,Y
3832,39.0,40.0,F,Y
3833,98.0,76.0,A,N
3834,8.0,49.0,B,N
3835,28.0,45.0,F,N
3836,60.0,56.0,F,Y
3837,69.0,31.0,B,N
3838,42.0,95.0,C,N
3839,,,,Y
3840,,,,Y
3841,93.0,35.0,C,N
3842,42.0,46.0,F,N
3843,36.0,0.0,A,Y
3844,97.0,53.0,A,N
3845,89.0,58.0,A,N
3846,85.0,44.0,F,N
3847,92.0,20.0,C,Y
3848,35.0,9.0,F,Y
3849,52.0,14.0,A,N
3850,87.0,72.0,F,Y
3851,11.0,27.0,C,N
3852,55.0,82.0,D,Y
3853,,,,Y
3854,79.0,53.0,C,N
3855,80.0,54.0,F,N
3856,59.0,16.0,F,N
3857,70.0,63.0,A,N
3858,99.0,33.0,C,Y
3859,70.0,37.0,F,N
3860,47.0,24.0,F,N
3861,14.0,44.0,F,Y
3862,,,,Y
3863,46.0,54.0,F,N
3864,38.0,9.0,D,N
3865,60.0,19.0,A,Y
3866,,,,Y
3867,52.0,27.0,F,N
3868,41.0,5.0,F,Y
3869,,,,Y
3870,28.0,2.0,F,Y
3871,63.0,19.0,F,Y
3872,89.0,77.0,F,Y
3873,79.0,11.0,F,N
3874,,,,Y
3875,45.0,19.0,A,N
3876,4.0,35.0,F,N
3877,51.0,45.0,A,N
3878,,,,Y
3879,72.0,45.0,A,N
3880,90.0,37.0,B,N
3881,59.0,87.0,B,N
3882,29.0,31.0,C,Y
3883,22.0,65.0,F,Y
3884,,,,Y
3885,87.0,80.0,A,Y
3886,8.0,74.0,C,Y
3887,41.0,31.0,C,N
3888,53.0,54.0,A,N
3889,48.0,13.0,B,Y
3890,66.0,54.0,C,N
3891,63.0,9.0,F,Y
3892,52.0,23.0,D,N
3893,42.0,38.0,D,Y
3894,26.0,24.0,D,Y
3895,79.0,71.0,D,N
3896,83.0,66.0,A,N
3897,30.0,79.0,C,Y
3898,65.0,36.0,B,Y
3899,94.0,57.0,A,N
3900,82.0,5.0,F,Y
3901,3.0,27.0,B,N
3902,72.0,18.0,A,N
3903,46.0,47.0,B,N
3904,71.0,91.0,C,Y
3905,37.0,30.0,D,N
3906,4.0,57.0,C,N
3907,48.0,67.0,C,N
3908,50.0,41.0,D,N
3909,68.0,31.0,F,N
3910,6.0,32.0,B,N
3911,,,,Y
3912,10.0,17.0,B,N
3913,48.0,8.0,D,Y
3914,28.0,48.0,C,Y
3915,59.0,77.0,F,N
3916,48.0,40.0,A,Y
3917,86.0,11.0,B,Y
3918,28.0,23.0,F,Y
3919,54.0,28.0,D,N
3920,10.0,73.0,B,Y
3921,73.0,95.0,A,N
3922,42.0,37.0,D,N
3923,44.0,58.0,D,N
3924,76.0,60.0,F,N
3925,5.0,51.0,B,N
3926,,,,Y
3927,52.0,79.0,B,N
3928,51.0,33.0,D,N
3929,20.0,28.0,D,Y
3930,72.0,13.0,C,Y
3931,96.0,46.0,B,N
3932,35.0,60.0,C,Y
3933,39.0,6.0,F,Y
3934,62.0,73.0,B,N
3935,,,,Y
3936,8.0,34.0,A,N
3937,39.0,48.0,D,N
3938,2.0,98.0,D,N
3939,12.0,60.0,F,Y
3940,,,,Y
3941,47.0,9.0,F,Y
3942,22.0,32.0,D,N
3943,34.0,35.0,B,N
3944,,,,Y
3945,56.0,59.0,D,N
3946,49.0,13.0,F,Y
3947,27.0,46.0,D,N
3948,2.0,42.0,F,Y
3949,7.0,41.0,B,N
3950,79.0,93.0,C,N
3951,46.0,17.0,C,N
3952,86.0,1.0,C,N
3953,4.0,33.0,B,N
3954,5.0,52.0,B,N
3955,59.0,42.0,F,N
3956,28.0,54.0,C,N
3957,55.0,56.0,B,Y
3958,57.0,33.0,D,N
3959,22.0,40.0,B,N
3960,19.0,7.0,A,Y
3961,8.0,0.0,D,Y
3962,21.0,10.0,C,N
3963,83.0,34.0,D,Y
3964,,,,Y
3965,60.0,69.0,B,N
3966,74.0,64.0,A,N
3967,62.0,59.0,A,N
3968,70.0,33.0,A,N
3969,41.0,43.0,C,N
3970,58.0,21.0,B,Y
3971,6.0,47.0,A,N
3972,41.0,61.0,F,Y
3973,56.0,66.0,A,Y
3974,26.0,28.0,A,Y
3975,16.0,81.0,F,Y
3976,79.0,63.0,F,Y
3977,92.0,53.0,B,N
3978,94.0,42.0,C,Y
3979,6.0,12.0,F,Y
3980,28.0,33.0,C,N
3981,44.0,13.0,A,N
3982,21.0,21.0,D,Y
3983,37.0,51.0,C,N
3984,16.0,41.0,A,Y
3985,10.0,50.0,D,N
3986,,,,Y
3987,27.0,32.0,D,N
3988,54.0,37.0,D,N
3989,,,,Y
3990,57.0,46.0,D,Y
3991,72.0,1.0,C,Y
3992,55.0,25.0,A,N
3993,4.0,52.0,F,Y
3994,62.0,31.0,C,Y
3995,69.0,81.0,C,Y
3996,48.0,37.0,A,N
3997,42.0,79.0,B,N
3998,86.0,28.0,A,N
3999,42.0,23.0,F,Y
4000,68.0,78.0,A,Y
4001,76.0,30.0,C,Y
4002,61.0,88.0,F,N
4003,40.0,53.0,F,N
4004,65.0,42.0,B,Y
4005,98.0,33.0,C,Y
4006,,,,Y
4007,62.0,39.0,B,N
4008,77.0,17.0,C,Y
4009,,,,Y
4010,40.0,51.0,D,N
4011,49.0,77.0,A,Y
4012,12.0,88.0,D,N
4013,9.0,19.0,A,N
4014,8.0,18.0,D,N
4015,44.0,90.0,F,N
4016,,,,Y
4017,1.0,9.0,D,N
4018,62.0,60.0,B,Y
4019,,,,Y
4020,66.0,47.0,D,N
4021,99.0,35.0,B,N
4022,93.0,78.0,A,N
4023,74.0,32.0,A,N
4024,59.0,73.0,C,N
4025,93.0,50.0,C,N
4026,68.0,73.0,B,N
4027,,,,Y
4028,,,,Y
4029,66.0,20.0,C,N
4030,83.0,23.0,A,N
4031,52.0,53.0,D,N
4032,40.0,85.0,D,Y
4033,77.0,75.0,F,N
4034,85.0,88.0,B,N
4035,81.0,67.0,B,N
4036,61.0,49.0,C,N
4037,55.0,52.0,F,N
4038,77.0,86.0,F,Y
4039,,,,Y
4040,70.0,77.0,B,N
4041,57.0,64.0,C,Y
4042,58.0,21.0,A,N
4043,74.0,45.0,B,N
4044,83.0,38.0,B,N
4045,74.0,45.0,F,N
4046,,,,Y
4047,58.0,37.0,D,N
4048,22.0,57.0,B,Y
4049,73.0,38.0,D,N
4050,33.0,0.0,F,Y
4051,71.0,38.0,C,Y
4052,57.0,53.0,F,N
4053,54.0,43.0,F,N
4054,28.0,53.0,C,N
4055,93.0,51.0,A,N
4056,23.0,26.0,F,Y
4057,25.0,19.0,C,N
4058,57.0,59.0,A,N
4059,34.0,45.0,D,Y
4060,44.0,43.0,A,N
4061,4.0,24.0,D,Y
4062,7.0,20.0,B,N
4063,53.0,73.0,A,N
4064,51.0,31.0,F,N
4065,,,,Y
4066,39.0,93.0,A,N
4067,10.0,20.0,D,N
4068,30.0,54.0,B,N
4069,52.0,20.0,B,Y
4070,65.0,30.0,F,Y
4071,47.0,42.0,C,N
4072,33.0,37.0,D,N
4073,88.0,70.0,D,N
4074,46.0,31.0,F,Y
4075,2.0,43.0,D,N
4076,76.0,43.0,C,Y
4077,61.0,41.0,B,N
4078,67.0,5.0,F,N
4079,58.0,79.0,A,N
4080,34.0,8.0,F,Y
4081,42.0,17.0,F,Y
4082,,,,Y
4083,49.0,64.0,A,N
4084,,,,Y
4085,44.0,36.0,D,N
4086,78.0,93.0,A,N
4087,13.0,51.0,C,Y
4088,73.0,52.0,A,N
4089,91.0,71.0,B,N
4090,48.0,44.0,D,Y
4091,96.0,60.0,A,N
4092,69.0,79.0,A,N
4093,,,,Y
4094,97.0,55.0,F,N
4095,92.0,76.0,B,N
4096,56.0,73.0,B,N
4097,78.0,49.0,B,N
4098,65.0,21.0,A,N
4099,56.0,40.0,A,N
4100,73.0,24.0,D,Y
4101,43.0,52.0,F,Y
4102,84.0,84.0,B,N
4103,11.0,53.0,A,N
4104,4.0,25.0,A,N
4105,,,,Y
4106,96.0,57.0,B,N
4107,64.0,33.0,B,N
4108,9.0,51.0,F,N
4109,1.0,29.0,C,N
4110,52.0,59.0,A,N
4111,10.0,60.0,F,Y
4112,,,,Y
4113,,,,Y
4114,44.0,3.0,A,Y
4115,66.0,91.0,D,Y
4116,77.0,63.0,B,N
4117,11.0,48.0,C,N
4118,29.0,40.0,C,Y
4119,58.0,35.0,F,N
4120,,,,Y
4121,95.0,28.0,B,N
4122,36.0,84.0,B,Y
4123,92.0,31.0,B,N
4124,1.0,30.0,D,N
4125,79.0,60.0,B,N
4126,46.0,61.0,A,N
4127,,,,Y
4128,56.0,21.0,F,N
4129,31.0,39.0,D,N
4130,39.0,9.0,F,Y
4131,9.0,53.0,A,N
4132,47.0,32.0,C,N
4133,82.0,0.0,F,Y
4134,65.0,42.0,D,N
4135,39.0,35.0,D,N
4136,48.0,41.0,D,N
4137,66.0,40.0,F,N
4138,61.0,37.0,B,N
4139,74.0,77.0,C,N
4140,63.0,51.0,B,Y
4141,72.0,96.0,B,N
4142,30.0,42.0,C,N
4143,94.0,21.0,B,N
4144,76.0,45.0,D,Y
4145,58.0,42.0,B,N
4146,95.0,3.0,C,Y
4147,56.0,81.0,F,Y
4148,36.0,46.0,D,N
4149,3.0,43.0,B,N
4150,30.0,38.0,C,N
4151,96.0,57.0,C,N
4152,22.0,26.0,F,Y
4153,73.0,89.0,A,Y
4154,61.0,14.0,D,N
4155,3.0,37.0,F,Y
4156,46.0,88.0,B,N
4157,66.0,58.0,F,Y
4158,86.0,13.0,A,N
4159,31.0,47.0,D,N
4160,2.0,21.0,A,N
4161,87.0,62.0,A,N
4162,4.0,35.0,B,N
4163,56.0,45.0,C,N
4164,6.0,26.0,C,N
4165,31.0,49.0,F,N
4166,83.0,27.0,C,N
4167,53.0,59.0,A,N
4168,57.0,3.0,F,Y
4169,7.0,14.0,A,N
4170,25.0,39.0,B,N
4171,44.0,44.0,F,Y
4172,13.0,10.0,D,N
4173,97.0,45.0,F,N
4174,38.0,88.0,F,N
4175,83.0,1.0,B,N
4176,52.0,37.0,A,N
4177,25.0,55.0,D,Y
4178,97.0,32.0,C,N
4179,,,,Y
4180,79.0,69.0,A,Y
4181,43.0,38.0,D,N
4182,67.0,30.0,C,N
4183,8.0,45.0,C,N
4184,87.0,42.0,A,N
4185,59.0,17.0,B,Y
4186,66.0,61.0,A,Y
4187,24.0,51.0,F,Y
4188,60.0,8.0,D,Y
4189,78.0,31.0,A,N
4190,52.0,9.0,B,N
4191,1.0,26.0,D,N
4192,45.0,73.0,A,Y
4193,64.0,20.0,F,Y
4194,47.0,45.0,B,N
4195,48.0,21.0,C,Y
4196,28.0,45.0,D,N
4197,43.0,34.0,D,N
4198,33.0,95.0,A,Y
4199,47.0,37.0,F,N
4200,38.0,12.0,B,Y
4201,91.0,57.0,D,N
4202,36.0,34.0,D,N
4203,27.0,2.0,C,N
4204,1.0,43.0,A,N
4205,17.0,43.0,B,Y
4206,14.0,30.0,D,Y
4207,11.0,56.0,B,N
4208,73.0,60.0,A,Y
4209,12.0,36.0,C,N
4210,40.0,62.0,A,Y
4211,54.0,49.0,B,N
4212,85.0,98.0,A,N
4213,11.0,17.0,C,N
4214,38.0,19.0,F,Y
4215,58.0,79.0,A,N
4216,57.0,75.0,A,N
4217,,,,Y
4218,31.0,24.0,D,Y
4219,89.0,50.0,A,N
4220,71.0,45.0,C,Y
4221,27.0,46.0,B,N
4222,31.0,40.0,D,N
4223,75.0,79.0,C,N
4224,40.0,53.0,D,N
4225,,,,Y
4226,89.0,34.0,A,Y
4227,8.0,15.0,D,Y
4228,11.0,38.0,F,N
4229,31.0,29.0,B,Y
4230,34.0,1.0,F,Y
4231,5.0,36.0,D,N
4232,50.0,40.0,D,N
4233,36.0,66.0,D,Y
4234,1.0,30.0,F,N
4235,4.0,44.0,A,N
4236,13.0,28.0,A,N
4237,,,,Y
4238,8.0,27.0,D,N
4239,75.0,51.0,A,N
4240,20.0,94.0,B,N
4241,3.0,15.0,B,N
4242,55.0,43.0,D,N
4243,92.0,49.0,A,N
4244,66.0,75.0,C,N
4245,82.0,43.0,C,N
4246,,,,Y
4247,86.0,70.0,A,N
4248,54.0,37.0,D,N
4249,65.0,55.0,B,Y
4250,7.0,52.0,A,N
4251,28.0,49.0,B,N
4252,58.0,11.0,C,N
4253,44.0,71.0,C,Y
4254,82.0,20.0,A,N
4255,88.0,66.0,A,N
4256,2.0,55.0,C,N
4257,43.0,64.0,D,N
4258,20.0,39.0,B,N
4259,44.0,34.0,B,N
4260,12.0,26.0,B,N
4261,,,,Y
4262,,,,Y
4263,90.0,29.0,C,N
4264,52.0,48.0,C,N
4265,41.0,19.0,F,Y
4266,29.0,33.0,F,N
4267,12.0,22.0,A,N
4268,61.0,65.0,A,Y
4269,69.0,13.0,F,Y
4270,78.0,71.0,A,N
4271,62.0,33.0,C,N
4272,55.0,45.0,D,N
4273,60.0,51.0,A,N
4274,76.0,60.0,B,Y
4275,21.0,42.0,C,N
4276,20.0,64.0,F,Y
4277,50.0,80.0,D,N
4278,58.0,15.0,A,N
4279,17.0,67.0,A,Y
4280,61.0,9.0,C,Y
4281,,,,Y
4282,,,,Y
4283,55.0,48.0,D,N
4284,62.0,30.0,D,Y
4285,73.0,37.0,B,N
4286,29.0,19.0,B,N
4287,86.0,74.0,B,N
4288,49.0,20.0,A,N
4289,8.0,24.0,C,Y
4290,77.0,24.0,F,Y
4291,,,,Y
4292,58.0,38.0,F,N
4293,85.0,67.0,A,N
4294,82.0,35.0,D,Y
4295,48.0,39.0,B,N
4296,54.0,54.0,D,N
4297,59.0,30.0,A,N
4298,83.0,14.0,C,N
4299,59.0,74.0,B,N
4300,68.0,3.0,D,Y
4301,57.0,64.0,D,N
4302,40.0,42.0,D,N
4303,47.0,53.0,D,N
4304,76.0,28.0,C,Y
4305,77.0,34.0,D,N
4306,68.0,55.0,F,N
4307,34.0,62.0,A,Y
4308,84.0,46.0,A,Y
4309,54.0,52.0,F,N
4310,9.0,49.0,B,N
4311,73.0,56.0,B,Y
4312,46.0,5.0,D,N
4313,39.0,27.0,B,N
4314,74.0,52.0,A,N
4315,64.0,55.0,C,N
4316,53.0,75.0,C,N
4317,5.0,40.0,F,Y
4318,64.0,25.0,F,N
4319,18.0,30.0,A,N
4320,70.0,50.0,B,Y
4321,23.0,41.0,F,N
4322,69.0,4.0,F,Y
4323,72.0,31.0,C,N
4324,59.0,76.0,B,N
4325,58.0,66.0,B,N
4326,65.0,65.0,F,Y
4327,36.0,16.0,D,Y
4328,3.0,52.0,C,Y
4329,42.0,71.0,A,Y
4330,37.0,49.0,A,Y
4331,95.0,47.0,F,N
4332,94.0,79.0,C,N
4333,26.0,0.0,C,Y
4334,12.0,56.0,C,N
4335,35.0,36.0,D,N
4336,1.0,15.0,B,N
4337,17.0,64.0,A,Y
4338,68.0,73.0,A,N
4339,90.0,90.0,B,N
4340,97.0,29.0,B,N
4341,2.0,57.0,D,N
4342,12.0,17.0,F,N
4343,99.0,44.0,C,N
4344,,,,Y
4345,26.0,16.0,F,Y
4346,,,,Y
4347,,,,Y
4348,35.0,92.0,F,Y
4349,71.0,6.0,F,Y
4350,54.0,40.0,C,N
4351,10.0,9.0,D,N
4352,68.0,86.0,A,N
4353,64.0,14.0,F,Y
4354,90.0,27.0,A,N
4355,47.0,0.0,F,Y
4356,59.0,24.0,A,N
4357,53.0,53.0,D,N
4358,68.0,42.0,A,N
4359,75.0,58.0,B,Y
4360,77.0,6.0,F,N
4361,90.0,21.0,A,N
4362,56.0,84.0,B,N
4363,72.0,88.0,A,N
4364,59.0,59.0,A,N
4365,6.0,24.0,D,N
4366,35.0,83.0,F,Y
4367,51.0,41.0,B,N
4368,7.0,34.0,A,N
4369,58.0,39.0,F,N
4370,6.0,9.0,D,N
4371,92.0,10.0,A,N
4372,,,,Y
4373,77.0,41.0,C,N
4374,38.0,35.0,D,N
4375,23.0,36.0,C,N
4376,76.0,6.0,F,N
4377,33.0,41.0,C,N
4378,66.0,51.0,D,N
4379,26.0,5.0,D,Y
4380,51.0,67.0,F,Y
4381,52.0,56.0,A,Y
4382,94.0,74.0,F,Y
4383,88.0,59.0,A,N
4384,99.0,38.0,A,N
4385,59.0,64.0,D,N
4386,12.0,25.0,D,N
4387,38.0,35.0,F,N
4388,44.0,92.0,D,N
4389,89.0,52.0,F,N
4390,28.0,36.0,D,Y
4391,80.0,36.0,A,N
4392,2.0,31.0,A,N
4393,37.0,1.0,C,Y
4394,,,,Y
4395,7.0,30.0,B,N
4396,80.0,81.0,B,Y
4397,47.0,74.0,F,Y
4398,26.0,10.0,D,Y
4399,12.0,63.0,B,Y
4400,45.0,38.0,D,N
4401,71.0,73.0,B,N
4402,,,,Y
4403,26.0,53.0,B,Y
4404,13.0,52.0,C,N
4405,1.0,73.0,A,Y
4406,35.0,6.0,F,Y
4407,13.0,47.0,F,Y
4408,63.0,54.0,A,N
4409,1.0,31.0,A,N
4410,,,,Y
4411,61.0,2.0,C,Y
4412,89.0,4.0,B,Y
4413,44.0,47.0,A,Y
4414,26.0,61.0,B,Y
4415,42.0,1.0,C,Y
4416,59.0,52.0,B,N
4417,40.0,54.0,A,N
4418,71.0,67.0,C,N
4419,71.0,50.0,A,Y
4420,28.0,46.0,D,N
4421,6.0,20.0,A,N
4422,48.0,19.0,F,Y
4423,40.0,48.0,F,N
4424,72.0,51.0,C,N
4425,46.0,52.0,D,N
4426,85.0,34.0,F,Y
4427,94.0,96.0,D,N
4428,65.0,43.0,B,N
4429,6.0,8.0,D,N
4430,13.0,14.0,D,N
4431,41.0,45.0,B,N
4432,53.0,49.0,A,N
4433,41.0,46.0,D,N
4434,44.0,37.0,D,N
4435,59.0,10.0,A,N
4436,70.0,44.0,B,N
4437,37.0,17.0,F,Y
4438,67.0,21.0,B,N
4439,2.0,57.0,B,N
4440,65.0,81.0,D,N
4441,,,,Y
4442,52.0,41.0,A,N
4443,46.0,30.0,D,Y
4444,0.0,90.0,B,Y
4445,25.0,94.0,A,N
4446,46.0,59.0,F,Y
4447,95.0,36.0,C,N
4448,60.0,11.0,F,Y
4449,1.0,18.0,D,N
4450,54.0,87.0,A,Y
4451,94.0,73.0,B,N
4452,39.0,32.0,C,N
4453,3.0,32.0,C,N
4454,86.0,46.0,B,N
4455,75.0,46.0,A,N
4456,78.0,73.0,B,N
4457,,,,Y
4458,60.0,63.0,A,N
4459,85.0,42.0,C,N
4460,56.0,49.0,D,N
4461,76.0,42.0,C,N
4462,55.0,31.0,D,N
4463,19.0,96.0,A,N
4464,80.0,34.0,C,Y
4465,36.0,9.0,C,N
4466,81.0,44.0,F,Y
4467,,,,Y
4468,11.0,32.0,C,N
4469,65.0,63.0,A,N
4470,59.0,21.0,F,Y
4471,54.0,66.0,F,Y
4472,,,,Y
4473,13.0,54.0,D,N
4474,13.0,2.0,C,Y
4475,13.0,14.0,C,Y
4476,65.0,86.0,F,N
4477,26.0,91.0,F,N
4478,7.0,39.0,B,N
4479,74.0,73.0,A,N
4480,84.0,23.0,A,Y
4481,45.0,49.0,C,N
4482,73.0,34.0,B,N
4483,97.0,89.0,A,N
4484,4.0,74.0,C,Y
4485,55.0,33.0,B,N
4486,52.0,62.0,F,Y
4487,22.0,68.0,B,Y
4488,80.0,20.0,B,Y
4489,97.0,35.0,B,N
4490,38.0,53.0,D,N
4491,51.0,7.0,D,Y
4492,23.0,46.0,F,Y
4493,38.0,25.0,B,Y
4494,13.0,29.0,F,N
4495,73.0,20.0,C,N
4496,70.0,89.0,F,Y
4497,24.0,40.0,F,N
4498,87.0,26.0,D,N
4499,58.0,45.0,D,N
4500,,,,Y
4501,89.0,47.0,F,Y
4502,5.0,23.0,C,N
4503,13.0,52.0,F,Y
4504,59.0,32.0,B,N
4505,79.0,70.0,F,Y
4506,66.0,50.0,A,Y
4507,17.0,71.0,C,Y
4508,,,,Y
4509,55.0,48.0,D,N
4510,,,,Y
4511,,,,Y
4512,10.0,10.0,A,N
4513,37.0,36.0,D,N
4514,60.0,71.0,C,N
4515,86.0,47.0,A,Y
4516,39.0,49.0,C,N
4517,89.0,91.0,F,Y
4518,28.0,12.0,F,Y
4519,61.0,56.0,C,N
4520,15.0,7.0,C,Y
4521,10.0,53.0,C,N
4522,45.0,35.0,C,N
4523,60.0,37.0,B,N
4524,83.0,68.0,F,Y
4525,78.0,59.0,D,N
4526,65.0,33.0,F,N
4527,31.0,51.0,D,Y
4528,35.0,67.0,A,Y
4529,3.0,97.0,C,N
4530,44.0,52.0,D,N
4531,19.0,49.0,C,Y
4532,93.0,77.0,C,N
4533,89.0,95.0,C,N
4534,62.0,7.0,D,Y
4535,74.0,72.0,B,N
4536,7.0,48.0,A,N
4537,86.0,74.0,A,N
4538,13.0,35.0,F,N
4539,84.0,41.0,A,N
4540,78.0,70.0,C,N
4541,21.0,51.0,F,N
4542,83.0,83.0,A,N
4543,51.0,43.0,A,N
4544,2.0,72.0,A,Y
4545,6.0,9.0,D,Y
4546,31.0,88.0,D,Y
4547,86.0,63.0,F,N
4548,50.0,59.0,A,N
4549,22.0,15.0,A,Y
4550,95.0,55.0,F,N
4551,49.0,48.0,A,Y
4552,6.0,52.0,B,N
4553,3.0,43.0,A,N
4554,,,,Y
4555,96.0,74.0,C,N
4556,29.0,42.0,F,N
4557,39.0,1.0,A,N
4558,82.0,20.0,D,N
4559,63.0,45.0,D,N
4560,71.0,34.0,B,N
4561,70.0,9.0,F,N
4562,10.0,14.0,B,N
4563,81.0,48.0,C,Y
4564,4.0,48.0,C,N
4565,55.0,49.0,D,N
4566,32.0,46.0,F,N
4567,10.0,58.0,F,N
4568,46.0,29.0,C,N
4569,37.0,61.0,D,N
4570,14.0,33.0,C,Y
4571,22.0,89.0,C,N
4572,23.0,26.0,F,Y
4573,34.0,43.0,D,N
4574,26.0,51.0,C,Y
4575,82.0,35.0,F,N
4576,13.0,30.0,D,N
4577,4.0,21.0,B,Y
4578,64.0,22.0,A,N
4579,42.0,5.0,F,Y
4580,88.0,27.0,F,N
4581,98.0,58.0,B,N
4582,58.0,38.0,A,Y
4583,76.0,77.0,A,N
4584,58.0,47.0,F,N
4585,45.0,20.0,D,Y
4586,9.0,53.0,B,N
4587,89.0,51.0,B,N
4588,64.0,86.0,A,N
4589,72.0,23.0,A,N
4590,12.0,49.0,B,N
4591,99.0,70.0,F,N
4592,,,,Y
4593,25.0,42.0,F,N
4594,57.0,54.0,A,N
4595,,,,Y
4596,6.0,69.0,B,Y
4597,77.0,43.0,C,N
4598,,,,Y
4599,,,,Y
4600,23.0,44.0,C,N
4601,7.0,8.0,D,N
4602,7.0,31.0,F,N
4603,,,,Y
4604,18.0,78.0,D,Y
4605,5.0,29.0,F,N
4606,58.0,25.0,B,N
4607,,,,Y
4608,69.0,55.0,A,N
4609,10.0,45.0,A,N
4610,78.0,73.0,A,N
4611,8.0,47.0,F,N
4612,17.0,55.0,B,Y
4613,12.0,54.0,C,N
4614,45.0,78.0,F,Y
4615,26.0,39.0,D,N
4616,26.0,39.0,F,N
4617,3.0,33.0,B,N
4618,34.0,44.0,C,N
4619,83.0,64.0,A,N
4620,12.0,55.0,A,N
4621,81.0,5.0,D,Y
4622,36.0,33.0,D,N
4623,11.0,29.0,C,N
4624,65.0,65.0,F,Y
4625,82.0,48.0,D,N
4626,45.0,53.0,A,Y
4627,77.0,39.0,C,N
4628,61.0,70.0,A,N
4629,4.0,38.0,C,N
4630,,,,Y
4631,69.0,53.0,A,N
4632,,,,Y
4633,24.0,53.0,F,N
