,External,Year,session 1,session 2,test 1,dropout
3799,Y,first,47,80,F,Y
3800,N,first,2,28,D,N
3801,Y,third,45,28,A,Y
3802,Y,third,65,74,B,N
3803,N,first,64,56,A,N
3804,N,third,36,64,C,Y
3805,Y,third,21,66,A,N
3806,N,first,42,35,F,N
3807,Y,first,77,67,F,N
3808,N,second,73,62,A,Y
3809,N,first,17,1,F,N
3810,N,second,91,60,A,N
3811,N,first,17,28,D,N
3812,Y,third,16,36,F,Y
3813,N,first,4,40,B,N
3814,Y,third,28,25,F,Y
3815,Y,first,54,27,D,Y
3816,Y,second,74,61,F,N
3817,N,second,78,89,C,N
3818,Y,first,7,8,F,N
3819,N,third,96,51,A,N
3820,Y,second,66,46,A,Y
3821,Y,first,30,41,A,Y
3822,Y,second,13,58,C,Y
3823,Y,first,25,45,D,Y
3824,Y,first,49,43,B,Y
3825,Y,third,49,77,A,N
3826,Y,third,21,96,A,N
3827,N,third,2,15,A,N
3828,Y,second,77,67,A,N
3829,Y,second,32,40,D,Y
3830,N,second,6,10,F,N
3831,Y,third,54,40,B,Y
3832,Y,second,40,58,D,Y
3833,Y,first,63,50,B,N
3834,Y,third,8,11,F,N
3835,N,second,10,6,D,N
3836,Y,third,41,66,B,Y
3837,N,second,77,89,C,N
3838,N,first,97,93,C,N
3839,Y,first,21,38,D,Y
3840,Y,second,22,21,F,Y
3841,Y,first,85,56,F,N
3842,N,second,14,14,F,N
3843,Y,third,2,94,A,Y
3844,Y,second,85,86,A,N
3845,Y,third,64,53,B,N
3846,N,first,94,71,C,N
3847,N,third,73,32,C,Y
3848,Y,second,31,53,D,Y
3849,Y,third,78,30,A,N
3850,Y,first,98,54,F,Y
3851,N,first,94,54,C,N
3852,N,second,89,94,A,Y
3853,Y,first,14,28,D,Y
3854,Y,third,76,57,B,N
3855,Y,third,77,58,A,N
3856,Y,third,69,54,B,N
3857,Y,third,13,43,C,N
3858,N,third,75,48,A,Y
3859,N,second,26,47,F,N
3860,Y,third,70,98,B,N
3861,Y,second,36,28,A,Y
3862,Y,third,16,48,D,Y
3863,N,first,15,12,F,N
3864,Y,second,55,21,A,N
3865,Y,third,41,89,F,Y
3866,Y,first,12,13,F,Y
3867,Y,third,58,16,B,N
3868,Y,second,54,43,D,Y
3869,Y,first,19,9,F,Y
3870,Y,third,51,43,C,Y
3871,Y,first,54,41,B,Y
3872,N,third,32,53,D,Y
3873,Y,third,83,47,A,N
3874,Y,first,1,1,D,Y
3875,Y,third,94,86,A,N
3876,Y,second,9,1,B,N
3877,Y,third,77,71,B,N
3878,Y,second,4,4,F,Y
3879,Y,second,64,85,F,N
3880,Y,third,60,55,F,N
3881,Y,third,4,92,A,N
3882,Y,second,29,48,D,Y
3883,Y,first,10,74,C,Y
3884,Y,third,21,29,D,Y
3885,Y,third,62,32,F,Y
3886,Y,first,87,79,A,Y
3887,N,first,13,63,D,N
3888,Y,first,60,57,B,N
3889,Y,second,31,70,B,Y
3890,Y,third,51,61,B,N
3891,Y,first,53,44,C,Y
3892,N,second,83,59,A,N
3893,N,first,71,66,A,Y
3894,Y,first,68,51,A,Y
3895,N,second,27,69,C,N
3896,Y,third,39,65,A,N
3897,Y,second,57,9,B,Y
3898,Y,first,66,57,D,Y
3899,Y,second,68,72,B,N
3900,N,second,19,77,A,Y
3901,Y,third,4,12,F,N
3902,N,first,87,74,A,N
3903,Y,third,11,6,F,N
3904,Y,first,83,17,D,Y
3905,N,first,19,7,D,N
3906,Y,third,9,12,A,N
3907,Y,first,60,49,A,N
3908,Y,first,3,21,F,N
3909,Y,second,53,54,B,N
3910,Y,third,6,4,A,N
3911,Y,third,28,35,B,Y
3912,Y,third,3,5,A,N
3913,Y,first,57,49,C,Y
3914,Y,first,15,85,A,Y
3915,N,first,86,10,A,N
3916,Y,third,36,52,D,Y
3917,Y,second,86,87,B,Y
3918,Y,third,36,55,D,Y
3919,Y,third,78,68,A,N
3920,N,third,53,68,C,Y
3921,N,third,65,80,A,N
3922,N,first,14,25,F,N
3923,Y,first,90,68,F,N
3924,Y,first,81,71,B,N
3925,N,third,4,11,B,N
3926,N,second,3,28,F,Y
3927,Y,third,54,18,B,N
3928,N,second,18,12,D,N
3929,Y,third,9,76,A,Y
3930,Y,second,14,30,B,Y
3931,N,first,56,94,B,N
3932,Y,first,73,59,A,Y
3933,Y,first,52,28,A,Y
3934,Y,third,44,48,A,N
3935,N,second,17,14,F,Y
3936,N,third,8,11,B,N
3937,Y,second,8,21,D,N
3938,Y,third,50,85,D,N
3939,Y,first,16,56,D,Y
3940,N,third,1,20,F,Y
3941,Y,first,23,50,F,Y
3942,Y,first,8,20,D,N
3943,Y,third,6,18,D,N
3944,Y,first,6,0,D,Y
3945,Y,third,71,86,A,N
3946,Y,second,7,87,B,Y
3947,N,first,6,11,F,N
3948,Y,first,51,53,F,Y
3949,N,second,2,3,F,N
3950,N,second,63,76,C,N
3951,Y,first,92,48,F,N
3952,N,second,79,68,A,N
3953,N,third,5,11,A,N
3954,N,third,4,10,F,N
3955,N,third,76,56,B,N
3956,Y,second,13,1,F,N
3957,Y,first,93,71,A,Y
3958,N,first,1,23,D,N
3959,Y,first,1,16,F,N
3960,Y,first,36,64,B,Y
3961,N,third,27,58,D,Y
3962,N,third,69,74,D,N
3963,Y,second,58,35,C,Y
3964,N,third,14,25,F,Y
3965,Y,third,52,12,F,N
3966,N,third,79,72,C,N
3967,N,second,84,62,D,N
3968,Y,second,79,53,D,N
3969,Y,third,71,75,C,N
3970,Y,third,39,76,A,Y
3971,N,second,9,4,A,N
3972,N,third,60,58,A,Y
3973,Y,first,56,55,A,Y
3974,Y,first,27,24,D,Y
3975,Y,first,39,32,A,Y
3976,N,second,59,60,A,Y
3977,Y,third,47,62,B,N
3978,Y,third,56,22,D,Y
3979,Y,first,48,58,D,Y
3980,N,third,17,6,D,N
3981,N,first,93,86,C,N
3982,Y,first,24,40,A,Y
3983,Y,first,9,26,F,N
3984,Y,second,50,75,B,Y
3985,Y,third,6,7,B,N
3986,N,third,23,26,F,Y
3987,N,second,14,28,F,N
3988,N,second,4,22,F,N
3989,N,second,0,10,B,Y
3990,Y,second,88,88,A,Y
3991,Y,first,20,67,B,Y
3992,Y,third,54,77,A,N
3993,Y,first,20,55,D,Y
3994,N,third,90,40,A,Y
3995,N,second,62,52,B,Y
3996,Y,third,50,40,F,N
3997,Y,first,30,11,A,N
3998,Y,third,63,30,D,N
3999,Y,second,59,36,D,Y
4000,Y,second,87,42,A,Y
4001,Y,first,15,14,A,Y
4002,Y,second,98,84,A,N
4003,N,first,58,52,C,N
4004,Y,second,86,78,C,Y
4005,Y,second,69,66,D,Y
4006,N,third,28,2,B,Y
4007,Y,first,42,56,C,N
4008,N,third,58,35,C,Y
4009,Y,first,29,27,B,Y
4010,N,second,16,6,D,N
4011,Y,first,29,99,D,Y
4012,Y,first,2,2,F,N
4013,N,third,4,3,F,N
4014,Y,second,9,3,B,N
4015,N,second,99,83,C,N
4016,Y,third,16,56,C,Y
4017,N,third,7,7,A,N
4018,Y,third,13,54,C,Y
4019,Y,first,11,2,C,Y
4020,Y,third,16,52,F,N
4021,Y,third,76,67,F,N
4022,Y,third,59,73,A,N
4023,Y,second,67,30,C,N
4024,Y,third,43,63,F,N
4025,Y,third,85,22,A,N
4026,Y,second,30,55,F,N
4027,N,third,12,30,F,Y
4028,N,second,17,39,F,Y
4029,Y,second,24,7,F,N
4030,N,third,79,89,C,N
4031,N,second,14,29,F,N
4032,Y,third,80,45,A,Y
4033,N,second,60,48,A,N
4034,Y,second,72,64,A,N
4035,Y,second,34,69,F,N
4036,Y,third,17,66,B,N
4037,Y,second,4,7,D,N
4038,Y,third,65,64,A,Y
4039,Y,second,14,55,F,Y
4040,Y,third,52,58,F,N
4041,Y,first,95,83,D,Y
4042,Y,third,42,34,A,N
4043,Y,third,67,76,C,N
4044,Y,third,12,70,A,N
4045,N,second,71,51,B,N
4046,N,third,24,7,B,Y
4047,N,second,15,25,F,N
4048,Y,third,78,61,F,Y
4049,Y,first,13,21,D,N
4050,Y,first,57,25,B,Y
4051,Y,third,11,52,B,Y
4052,N,first,12,1,F,N
4053,N,second,4,16,F,N
4054,N,second,11,10,F,N
4055,Y,second,85,17,B,N
4056,N,third,43,57,B,Y
4057,Y,second,61,41,A,N
4058,N,first,92,30,A,N
4059,N,second,30,63,D,Y
4060,Y,second,86,89,A,N
4061,N,third,49,50,A,Y
4062,Y,third,4,13,F,N
4063,N,first,84,71,A,N
4064,N,second,4,21,F,N
4065,Y,second,11,43,D,Y
4066,N,second,39,82,F,N
4067,N,third,6,8,A,N
4068,N,second,5,24,D,N
4069,Y,third,0,27,C,Y
4070,N,first,89,67,C,Y
4071,Y,first,21,10,C,N
4072,N,second,12,4,D,N
4073,N,third,70,57,A,N
4074,Y,first,44,57,D,Y
4075,N,third,9,5,F,N
4076,N,third,79,56,B,Y
4077,Y,first,75,71,A,N
4078,N,third,46,70,A,N
4079,N,second,61,49,D,N
4080,Y,second,59,36,C,Y
4081,Y,second,59,24,A,Y
4082,Y,first,19,55,B,Y
4083,Y,third,94,39,C,N
4084,Y,first,14,15,F,Y
4085,N,third,2,1,D,N
4086,Y,first,66,45,A,N
4087,Y,first,38,99,C,Y
4088,Y,third,52,71,B,N
4089,Y,first,26,72,D,N
4090,N,third,86,95,F,Y
4091,Y,third,56,45,D,N
4092,N,first,64,42,F,N
4093,N,third,24,33,F,Y
4094,N,third,1,35,A,N
4095,Y,second,18,68,D,N
4096,Y,first,39,2,A,N
4097,Y,second,49,69,C,N
4098,Y,third,32,47,A,N
4099,Y,second,95,83,D,N
4100,Y,first,74,37,C,Y
4101,N,third,59,58,C,Y
4102,N,second,80,45,B,N
4103,Y,first,15,17,A,N
4104,N,third,7,2,F,N
4105,Y,second,26,9,D,Y
4106,Y,first,11,79,D,N
4107,Y,third,48,55,B,N
4108,N,third,9,14,A,N
4109,N,third,8,7,F,N
4110,Y,third,90,90,A,N
4111,N,third,56,54,F,Y
4112,Y,first,17,41,D,Y
4113,N,second,10,33,F,Y
4114,Y,second,69,31,F,Y
4115,N,third,34,52,A,Y
4116,Y,third,54,51,A,N
4117,N,third,9,7,B,N
4118,N,third,23,62,A,Y
4119,Y,third,18,55,A,N
4120,Y,third,21,33,F,Y
4121,Y,third,75,66,A,N
4122,Y,third,8,21,A,Y
4123,Y,first,37,56,F,N
4124,N,third,5,16,A,N
4125,N,third,97,60,F,N
4126,Y,first,69,73,A,N
4127,Y,first,20,36,D,Y
4128,N,second,12,57,B,N
4129,N,second,12,11,D,N
4130,Y,second,52,42,C,Y
4131,N,third,1,11,A,N
4132,N,first,14,8,F,N
4133,N,third,86,48,C,Y
4134,N,third,63,55,A,N
4135,N,second,8,14,D,N
4136,Y,second,5,27,D,N
4137,Y,third,69,73,F,N
4138,Y,third,71,1,B,N
4139,Y,second,75,72,C,N
4140,Y,first,60,40,B,Y
4141,N,third,30,41,A,N
4142,Y,second,19,21,F,N
4143,Y,third,73,94,B,N
4144,N,third,93,95,F,Y
4145,Y,third,55,50,C,N
4146,Y,third,34,43,A,Y
4147,N,third,28,65,A,Y
4148,N,third,11,9,F,N
4149,N,second,3,8,B,N
4150,Y,second,19,7,F,N
4151,Y,third,48,45,A,N
4152,Y,first,34,35,A,Y
4153,Y,first,9,63,A,Y
4154,N,second,75,71,C,N
4155,Y,second,38,56,D,Y
4156,N,third,57,56,D,N
4157,Y,first,43,36,F,Y
4158,Y,first,95,7,C,N
4159,Y,third,1,4,D,N
4160,N,second,2,15,B,N
4161,Y,third,53,70,F,N
4162,Y,third,9,12,F,N
4163,N,second,4,23,D,N
4164,Y,second,1,2,A,N
4165,N,second,10,10,F,N
4166,Y,third,32,74,A,N
4167,Y,first,38,12,A,N
4168,Y,second,59,50,C,Y
4169,Y,third,9,10,F,N
4170,Y,second,9,5,D,N
4171,Y,second,80,17,D,Y
4172,Y,first,11,44,A,N
4173,Y,first,41,75,D,N
4174,Y,first,61,49,A,N
4175,Y,second,74,74,A,N
4176,Y,first,45,68,A,N
4177,Y,second,87,8,A,Y
4178,Y,third,22,55,F,N
4179,Y,second,11,6,D,Y
4180,Y,third,23,9,A,Y
4181,Y,first,4,6,D,N
4182,Y,first,61,50,B,N
4183,N,third,2,16,A,N
4184,Y,third,50,79,A,N
4185,Y,third,3,9,B,Y
4186,N,first,98,78,C,Y
4187,Y,second,36,48,A,Y
4188,Y,first,59,25,D,Y
4189,N,second,78,62,A,N
4190,Y,second,90,66,A,N
4191,N,third,7,16,A,N
4192,Y,third,7,56,A,Y
4193,Y,second,52,47,B,Y
4194,N,first,9,10,D,N
4195,N,third,15,62,C,Y
4196,N,second,11,14,D,N
4197,N,second,13,17,D,N
4198,N,second,63,88,D,Y
4199,Y,second,74,31,A,N
4200,Y,third,21,93,D,Y
4201,Y,third,62,75,C,N
4202,N,first,13,16,F,N
4203,Y,second,48,68,C,N
4204,N,third,5,8,F,N
4205,Y,second,2,55,B,Y
4206,N,third,56,54,D,Y
4207,N,third,8,13,B,N
4208,Y,third,32,12,D,Y
4209,N,third,2,8,B,N
4210,N,third,27,43,B,Y
4211,Y,second,4,6,F,N
4212,Y,third,67,66,B,N
4213,N,third,4,16,A,N
4214,Y,first,59,39,B,Y
4215,Y,second,91,46,A,N
4216,Y,third,87,64,D,N
4217,N,third,4,20,B,Y
4218,Y,third,79,30,A,Y
4219,Y,first,53,99,D,N
4220,Y,third,41,13,B,Y
4221,N,first,1,29,D,N
4222,N,first,17,26,F,N
4223,Y,second,40,60,B,N
4224,Y,third,4,22,F,N
4225,Y,second,18,10,F,Y
4226,Y,third,83,63,C,Y
4227,Y,second,23,43,B,Y
4228,N,third,8,11,A,N
4229,Y,third,59,71,B,Y
4230,Y,first,30,35,D,Y
4231,N,third,3,6,F,N
4232,Y,third,16,29,F,N
4233,Y,third,59,8,A,Y
4234,N,third,1,15,A,N
4235,N,third,7,12,A,N
4236,N,third,9,13,A,N
4237,Y,first,14,40,B,Y
4238,N,third,2,16,A,N
4239,Y,first,85,68,D,N
4240,N,second,9,78,F,N
4241,N,third,4,8,A,N
4242,N,first,1,9,F,N
4243,Y,first,62,74,B,N
4244,Y,third,65,62,F,N
4245,Y,second,30,50,D,N
4246,Y,third,26,35,B,Y
4247,N,second,22,51,F,N
4248,N,first,3,18,F,N
4249,Y,first,64,66,B,Y
4250,N,third,3,1,A,N
4251,N,first,2,11,D,N
4252,N,first,87,19,A,N
4253,N,second,68,11,A,Y
4254,Y,first,33,66,A,N
4255,Y,first,93,53,C,N
4256,N,second,1,3,A,N
4257,N,second,81,84,A,N
4258,Y,first,15,10,D,N
4259,N,first,28,1,A,N
4260,N,third,7,10,B,N
4261,Y,first,16,10,D,Y
4262,N,third,4,16,B,Y
4263,Y,third,20,60,B,N
4264,N,first,8,1,F,N
4265,Y,second,57,20,D,Y
4266,Y,second,14,29,D,N
4267,N,third,6,13,A,N
4268,N,third,73,61,A,Y
4269,Y,second,51,47,A,Y
4270,Y,third,59,64,C,N
4271,Y,third,71,38,A,N
4272,N,first,9,25,D,N
4273,Y,third,99,9,F,N
4274,Y,third,39,8,B,Y
4275,N,first,13,17,F,N
4276,Y,second,49,38,B,Y
4277,Y,first,52,57,A,N
4278,N,first,81,87,C,N
4279,Y,third,49,4,B,Y
4280,N,third,27,99,B,Y
4281,N,second,29,29,F,Y
4282,Y,first,14,4,F,Y
4283,N,second,9,5,D,N
4284,N,third,98,70,D,Y
4285,Y,third,34,51,B,N
4286,Y,third,43,2,B,N
4287,Y,first,57,79,C,N
4288,N,first,86,46,F,N
4289,Y,first,42,57,D,Y
4290,N,second,62,57,C,Y
4291,Y,third,13,19,F,Y
4292,N,second,10,10,F,N
4293,Y,third,25,54,B,N
4294,N,third,57,54,A,Y
4295,Y,second,74,78,A,N
4296,Y,second,17,13,D,N
4297,N,second,89,50,A,N
4298,Y,third,1,8,C,N
4299,Y,second,93,14,A,N
4300,Y,second,57,46,A,Y
4301,N,third,79,53,A,N
4302,Y,third,7,1,D,N
4303,N,second,19,25,D,N
4304,Y,second,17,4,B,Y
4305,Y,first,59,67,B,N
4306,Y,third,27,78,A,N
4307,Y,third,52,95,A,Y
4308,Y,third,31,92,D,Y
4309,N,first,17,18,F,N
4310,Y,third,1,9,B,N
4311,Y,third,41,4,D,Y
4312,N,second,19,44,D,N
4313,N,third,29,88,B,N
4314,Y,third,23,79,C,N
4315,Y,third,36,2,A,N
4316,Y,third,93,37,F,N
4317,Y,first,23,59,D,Y
4318,Y,second,78,75,A,N
4319,Y,third,22,86,B,N
4320,Y,second,55,25,D,Y
4321,N,second,11,16,F,N
4322,N,third,38,54,C,Y
4323,N,third,71,57,A,N
4324,Y,third,10,64,D,N
4325,Y,first,64,97,B,N
4326,Y,third,69,16,F,Y
4327,Y,second,50,53,C,Y
4328,N,third,41,51,A,Y
4329,N,third,15,17,C,Y
4330,Y,third,64,14,A,Y
4331,Y,third,75,53,C,N
4332,Y,third,89,30,A,N
4333,Y,second,20,44,D,Y
4334,N,third,3,5,A,N
4335,N,second,14,22,D,N
4336,N,third,2,4,F,N
4337,Y,first,33,92,A,Y
4338,Y,third,45,56,C,N
4339,Y,third,93,81,B,N
4340,Y,third,96,15,B,N
4341,N,third,7,12,B,N
4342,Y,third,9,7,A,N
4343,Y,third,64,58,A,N
4344,Y,third,29,59,C,Y
4345,Y,second,55,25,C,Y
4346,N,third,10,32,F,Y
4347,Y,first,10,24,B,Y
4348,N,third,42,58,A,Y
4349,Y,second,3,75,F,Y
4350,N,first,8,14,D,N
4351,N,third,8,16,A,N
4352,N,second,85,63,B,N
4353,N,third,89,59,F,Y
4354,Y,third,14,58,B,N
4355,Y,second,54,22,D,Y
4356,Y,third,31,79,F,N
4357,N,first,1,3,D,N
4358,Y,third,14,60,F,N
4359,Y,second,51,39,B,Y
4360,N,second,81,94,B,N
4361,Y,third,56,66,B,N
4362,N,third,31,14,D,N
4363,N,second,86,46,C,N
4364,Y,third,16,76,C,N
4365,N,second,8,6,A,N
4366,Y,second,68,80,F,Y
4367,N,third,13,21,F,N
4368,N,third,1,11,A,N
4369,Y,first,35,32,A,N
4370,N,second,5,7,F,N
4371,N,first,79,82,F,N
4372,Y,third,13,40,C,Y
4373,Y,third,64,63,A,N
4374,N,first,19,3,D,N
4375,N,third,16,17,D,N
4376,Y,first,94,85,A,N
4377,N,third,2,17,F,N
4378,N,first,58,59,C,N
4379,Y,third,59,39,C,Y
4380,Y,third,48,40,B,Y
4381,Y,third,71,13,B,Y
4382,N,third,78,7,D,Y
4383,Y,first,21,19,A,N
4384,Y,second,88,96,F,N
4385,N,second,76,67,D,N
4386,N,third,9,8,A,N
4387,N,second,18,16,F,N
4388,N,first,2,51,F,N
4389,Y,third,61,37,B,N
4390,Y,first,32,50,C,Y
4391,Y,third,30,68,B,N
4392,N,third,6,6,F,N
4393,Y,second,27,78,B,Y
4394,Y,first,15,53,C,Y
4395,Y,second,2,3,B,N
4396,Y,third,87,43,D,Y
4397,N,third,68,79,A,Y
4398,Y,first,59,34,A,Y
4399,Y,third,88,20,B,Y
4400,N,second,17,16,D,N
4401,Y,first,75,63,C,N
4402,Y,third,27,41,F,Y
4403,N,third,87,47,A,Y
4404,N,third,2,14,A,N
4405,N,third,47,99,A,Y
4406,Y,third,56,57,C,Y
4407,Y,second,39,59,B,Y
4408,Y,third,78,68,B,N
4409,N,third,3,14,B,N
4410,Y,first,2,3,C,Y
4411,Y,third,25,22,F,Y
4412,Y,third,41,93,A,Y
4413,Y,third,77,69,B,Y
4414,Y,first,83,33,A,Y
4415,Y,first,47,35,B,Y
4416,Y,second,64,57,C,N
4417,Y,second,81,45,A,N
4418,Y,first,82,73,C,N
4419,Y,first,45,62,B,Y
4420,N,first,6,19,F,N
4421,Y,second,1,1,A,N
4422,Y,third,56,49,B,Y
4423,N,second,10,25,F,N
4424,Y,third,26,66,A,N
4425,N,first,7,13,D,N
4426,Y,third,53,5,A,Y
4427,N,second,33,59,B,N
4428,Y,second,61,68,D,N
4429,Y,third,9,11,A,N
4430,N,second,4,14,A,N
4431,N,third,6,27,F,N
4432,Y,first,73,67,B,N
4433,N,second,2,12,F,N
4434,Y,third,51,58,D,N
4435,N,third,97,94,B,N
4436,Y,second,18,69,A,N
4437,Y,second,50,33,C,Y
4438,Y,third,42,60,F,N
4439,Y,third,3,9,B,N
4440,N,second,72,86,B,N
4441,N,second,8,39,F,Y
4442,Y,third,48,50,B,N
4443,Y,first,30,41,D,Y
4444,Y,first,86,98,C,Y
4445,N,third,64,28,A,N
4446,Y,first,23,40,A,Y
4447,Y,second,89,38,D,N
4448,Y,first,53,58,C,Y
4449,N,third,7,4,B,N
4450,N,third,83,51,A,Y
4451,Y,second,59,73,A,N
4452,Y,second,16,13,F,N
4453,N,third,5,11,A,N
4454,N,second,79,60,D,N
4455,Y,third,28,74,A,N
4456,Y,second,74,84,B,N
4457,Y,third,14,20,C,Y
4458,Y,third,65,56,D,N
4459,Y,third,53,72,C,N
4460,N,second,8,3,D,N
4461,Y,third,20,71,C,N
4462,Y,second,7,25,F,N
4463,N,second,82,35,B,N
4464,Y,third,41,43,F,Y
4465,N,second,46,40,C,N
4466,N,third,24,59,C,Y
4467,Y,third,12,50,F,Y
4468,N,second,25,46,B,N
4469,Y,third,58,56,D,N
4470,Y,first,37,61,B,Y
4471,Y,first,54,61,D,Y
4472,Y,first,25,43,D,Y
4473,N,third,8,13,F,N
4474,Y,first,26,42,D,Y
4475,Y,first,29,53,B,Y
4476,N,second,96,55,A,N
4477,Y,third,17,24,C,N
4478,N,second,7,4,A,N
4479,Y,second,25,3,D,N
4480,Y,third,43,53,F,Y
4481,N,third,17,2,D,N
4482,Y,third,60,70,F,N
4483,Y,second,4,71,C,N
4484,Y,second,31,68,A,Y
4485,Y,third,45,7,F,N
4486,Y,second,98,87,A,Y
4487,N,third,82,3,D,Y
4488,Y,third,62,85,B,Y
4489,Y,first,56,54,D,N
4490,N,second,3,4,F,N
4491,Y,second,53,29,C,Y
4492,N,third,39,65,B,Y
4493,Y,first,59,75,A,Y
4494,Y,second,54,75,A,N
4495,Y,first,45,59,A,N
4496,N,third,93,71,A,Y
4497,N,second,2,27,D,N
4498,Y,third,13,58,F,N
4499,N,third,3,12,F,N
4500,N,third,0,8,F,Y
4501,Y,third,79,99,F,Y
4502,N,second,4,1,B,N
4503,Y,first,38,36,D,Y
4504,Y,third,15,7,D,N
4505,N,third,90,78,C,Y
4506,Y,first,30,57,A,Y
4507,Y,second,34,1,A,Y
4508,Y,second,25,36,F,Y
4509,N,first,14,1,D,N
4510,N,third,14,3,B,Y
4511,Y,third,27,40,C,Y
4512,N,third,6,12,F,N
4513,N,second,19,18,F,N
4514,Y,first,88,7,B,N
4515,Y,third,25,37,B,Y
4516,N,second,19,67,B,N
4517,N,third,71,80,D,Y
4518,Y,third,54,37,B,Y
4519,Y,second,46,43,B,N
4520,N,third,30,64,A,Y
4521,Y,third,8,13,F,N
4522,N,first,15,21,F,N
4523,N,second,87,47,C,N
4524,Y,first,0,24,A,Y
4525,Y,third,62,79,A,N
4526,Y,second,86,98,A,N
4527,Y,third,92,86,A,Y
4528,Y,first,9,52,B,Y
4529,Y,third,10,53,B,N
4530,Y,second,62,59,A,N
4531,N,third,25,52,B,Y
4532,Y,third,73,78,F,N
4533,N,third,64,54,B,N
4534,N,third,32,54,B,Y
4535,Y,third,20,66,A,N
4536,Y,second,7,1,A,N
4537,N,second,66,46,C,N
4538,Y,third,6,13,A,N
4539,N,second,98,59,A,N
4540,N,third,68,98,F,N
4541,N,third,6,24,D,N
4542,Y,third,91,48,A,N
4543,Y,second,66,84,A,N
4544,Y,third,79,16,A,Y
4545,N,second,39,57,C,Y
4546,N,third,50,97,A,Y
4547,N,second,73,6,C,N
4548,Y,third,72,59,C,N
4549,N,third,33,50,A,Y
4550,N,first,96,87,D,N
4551,N,third,89,88,A,Y
4552,N,third,9,15,B,N
4553,Y,third,3,4,A,N
4554,Y,third,14,28,D,Y
4555,Y,third,61,22,A,N
4556,N,second,8,13,F,N
4557,N,second,92,26,B,N
4558,Y,third,58,71,D,N
4559,N,third,71,31,F,N
4560,Y,third,47,44,A,N
4561,N,first,53,52,B,N
4562,Y,third,9,10,A,N
4563,Y,first,97,24,A,Y
4564,N,second,5,3,A,N
4565,N,second,1,9,F,N
4566,N,third,65,41,B,N
4567,N,first,61,24,C,N
4568,N,second,75,45,F,N
4569,Y,second,75,68,B,N
4570,Y,first,19,55,F,Y
4571,Y,first,74,51,B,N
4572,Y,second,31,36,D,Y
4573,N,first,7,1,D,N
4574,Y,first,24,46,D,Y
4575,Y,first,80,93,B,N
4576,N,second,7,1,A,N
4577,Y,first,43,6,F,Y
4578,N,second,80,88,B,N
4579,Y,third,52,28,B,Y
4580,Y,second,67,92,D,N
4581,Y,third,51,58,B,N
4582,Y,third,73,85,C,Y
4583,Y,second,63,51,F,N
4584,N,first,1,17,D,N
4585,N,first,98,87,A,Y
4586,Y,third,2,13,B,N
4587,N,second,54,21,C,N
4588,N,second,82,84,F,N
4589,Y,third,42,68,D,N
4590,Y,third,2,14,A,N
4591,N,first,68,47,B,N
4592,Y,first,11,16,F,Y
4593,N,first,15,1,D,N
4594,Y,third,4,63,A,N
4595,N,third,1,20,F,Y
4596,Y,third,81,16,D,Y
4597,Y,third,24,67,B,N
4598,Y,third,16,28,C,Y
4599,Y,second,25,43,D,Y
4600,Y,first,14,19,F,N
4601,N,second,7,12,F,N
4602,N,third,2,11,A,N
4603,Y,third,25,2,F,Y
4604,Y,third,28,40,C,Y
4605,Y,second,4,5,A,N
4606,Y,third,18,78,C,N
4607,Y,first,16,20,D,Y
4608,Y,third,24,72,F,N
4609,N,second,7,16,B,N
4610,Y,first,17,77,A,N
4611,Y,third,4,15,A,N
4612,Y,first,59,52,A,Y
4613,Y,third,6,12,F,N
4614,Y,second,75,19,A,Y
4615,N,third,69,51,A,N
4616,Y,second,14,25,D,N
4617,N,third,8,16,A,N
4618,N,first,5,3,D,N
4619,Y,second,98,30,F,N
4620,N,third,4,14,B,N
4621,N,second,35,55,C,Y
4622,Y,second,10,5,F,N
4623,N,second,4,13,B,N
4624,Y,third,61,37,B,Y
4625,N,third,60,53,B,N
4626,N,third,74,51,A,Y
4627,N,second,29,44,A,N
4628,Y,third,66,59,A,N
4629,N,third,6,8,A,N
4630,Y,first,13,8,F,Y
4631,Y,first,65,49,D,N
4632,Y,first,16,2,F,Y
4633,Y,second,16,11,D,N
4634,Y,first,70,42,A,N
4635,N,second,46,58,C,Y
4636,N,first,13,26,D,N
4637,Y,third,45,78,C,N
4638,N,third,14,16,F,Y
4639,Y,third,76,88,B,N
4640,Y,third,32,79,F,N
4641,N,first,4,11,D,N
4642,Y,third,89,55,F,N
4643,N,second,3,11,D,N
4644,Y,first,31,52,D,Y
4645,Y,first,25,52,D,Y
4646,N,second,78,68,D,N
4647,N,first,18,22,D,N
4648,N,third,29,79,F,N
4649,Y,second,1,20,D,N
4650,Y,first,6,19,F,Y
4651,Y,second,14,25,C,N
4652,N,third,18,14,D,N
4653,Y,third,39,76,F,N
4654,N,first,88,73,F,N
4655,Y,first,15,1,F,N
4656,N,first,3,9,D,N
4657,N,third,23,35,C,N
4658,N,second,29,18,F,Y
4659,Y,second,2,84,A,Y
4660,Y,third,29,40,C,Y
4661,Y,first,29,7,F,Y
4662,Y,first,17,9,F,Y
4663,N,third,78,89,C,N
4664,Y,third,7,13,F,Y
4665,Y,third,66,79,A,N
4666,N,third,2,10,D,N
4667,Y,first,2,18,F,N
4668,Y,second,12,53,D,Y
4669,Y,second,51,58,A,N
4670,Y,second,49,26,F,Y
4671,Y,second,68,45,C,N
