,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,passed_checkpoint_1,passed_checkpoint_2,passed_checkpoint_3
1178,N,third,74,97,C,88.0,87.0,F,,,,,,,0,3,2,Y,True,False,False
1179,Y,third,22,65,A,78.0,76.0,B,93.0,B,69.0,A,C,F,9,8,3,N,True,True,True
1180,Y,third,31,67,F,51.0,81.0,F,3.0,C,35.0,A,D,F,2,2,5,N,True,True,True
1181,N,second,19,15,D,41.0,42.0,D,59.0,D,32.0,B,A,D,17,8,4,N,True,True,True
1182,Y,first,2,14,D,45.0,43.0,D,60.0,C,79.0,F,C,A,4,7,5,N,True,True,True
1183,Y,second,26,21,C,14.0,95.0,F,9.0,A,20.0,D,D,C,2,4,3,Y,True,True,True
1184,Y,third,70,84,B,31.0,64.0,B,20.0,D,20.0,A,F,D,14,7,1,Y,True,True,True
1185,Y,third,69,38,B,86.0,55.0,B,56.0,F,,,,,0,2,0,Y,True,True,False
1186,N,first,3,4,D,21.0,45.0,D,62.0,C,21.0,C,A,B,13,6,8,N,True,True,True
1187,N,third,9,13,A,3.0,16.0,A,30.0,A,29.0,A,A,D,3,3,2,N,True,True,True
1188,Y,third,5,11,D,49.0,52.0,D,77.0,C,59.0,F,B,C,22,5,6,N,True,True,True
1189,N,third,4,10,A,1.0,25.0,D,35.0,A,23.0,A,A,D,3,2,2,N,True,True,True
1190,Y,third,20,20,F,,,,,,,,,,2,0,1,Y,False,False,False
1191,N,third,44,65,B,42.0,13.0,F,,,,,,,1,2,2,Y,True,False,False
1192,Y,second,13,5,B,,,,,,,,,,4,2,1,Y,False,False,False
1193,Y,third,82,87,F,53.0,57.0,B,53.0,B,52.0,D,C,B,14,3,3,N,True,True,True
1194,Y,first,18,4,F,30.0,36.0,C,58.0,C,86.0,F,A,D,14,17,6,N,True,True,True
1195,N,third,1,15,A,3.0,50.0,F,35.0,A,27.0,A,F,B,0,1,2,N,True,True,True
1196,N,third,31,13,A,78.0,29.0,C,68.0,F,,,,,5,2,0,Y,True,True,False
1197,N,first,8,26,F,55.0,43.0,F,83.0,C,43.0,A,F,C,24,8,7,N,True,True,True
1198,Y,third,75,71,C,93.0,71.0,A,58.0,C,57.0,B,A,B,5,8,2,N,True,True,True
1199,Y,third,80,40,A,96.0,75.0,A,55.0,B,12.0,B,F,B,17,6,2,N,True,True,True
1200,N,third,9,1,A,5.0,38.0,D,46.0,F,23.0,A,C,A,0,1,1,N,True,True,True
1201,Y,first,57,32,B,57.0,6.0,F,,,,,,,1,0,1,Y,True,False,False
1202,N,first,91,61,D,77.0,93.0,A,42.0,F,88.0,A,F,F,16,8,4,N,True,True,True
1203,Y,first,50,38,C,15.0,75.0,B,20.0,D,,,,,5,3,1,Y,True,True,False
1204,N,first,83,58,D,39.0,64.0,F,,,,,,,6,2,1,Y,True,False,False
1205,Y,third,39,89,D,86.0,90.0,B,57.0,A,62.0,B,A,C,2,4,1,N,True,True,True
1206,Y,first,95,83,B,33.0,1.0,A,66.0,C,78.0,B,D,A,10,13,8,N,True,True,True
1207,Y,third,75,39,A,68.0,74.0,A,62.0,F,,,,,11,2,1,Y,True,True,False
1208,Y,first,25,49,F,61.0,24.0,F,39.0,F,,,,,1,0,1,Y,True,True,False
1209,Y,second,74,66,D,3.0,38.0,D,38.0,D,,,,,8,2,0,Y,True,True,False
1210,Y,second,6,10,A,9.0,24.0,C,46.0,D,23.0,C,B,A,3,3,2,N,True,True,True
1211,Y,third,16,51,A,92.0,74.0,C,71.0,A,76.0,A,F,F,5,8,2,N,True,True,True
1212,Y,third,3,9,F,13.0,29.0,D,29.0,B,23.0,A,A,D,1,1,2,N,True,True,True
1213,Y,second,8,19,F,,,,,,,,,,3,1,0,Y,False,False,False
1214,N,third,97,90,D,61.0,77.0,B,6.0,C,26.0,A,A,A,13,14,6,N,True,True,True
1215,Y,third,13,28,D,55.0,40.0,D,52.0,B,42.0,C,F,C,5,9,5,N,True,True,True
1216,Y,second,70,63,C,84.0,54.0,A,28.0,A,76.0,A,C,A,19,3,3,N,True,True,True
1217,N,first,72,86,B,75.0,9.0,A,61.0,C,36.0,D,B,F,3,10,2,N,True,True,True
1218,Y,third,8,16,A,1.0,21.0,B,48.0,A,25.0,C,C,B,4,3,1,N,True,True,True
1219,Y,second,22,82,A,39.0,33.0,F,47.0,B,72.0,D,A,F,3,14,2,N,True,True,True
1220,Y,third,48,65,F,55.0,61.0,B,76.0,F,86.0,C,C,F,6,6,5,N,True,True,True
1221,Y,third,26,38,F,16.0,39.0,C,,,,,,,4,0,1,Y,True,False,False
1222,Y,third,22,56,F,83.0,63.0,C,27.0,C,59.0,B,F,B,17,7,3,N,True,True,True
1223,Y,third,1,7,B,5.0,22.0,C,47.0,F,22.0,B,B,B,4,2,2,N,True,True,True
1224,N,third,18,29,F,43.0,37.0,D,64.0,D,28.0,C,A,B,19,17,7,N,True,True,True
1225,Y,second,66,21,B,66.0,23.0,A,63.0,C,,,,,9,4,1,Y,True,True,False
1226,N,second,3,15,A,11.0,16.0,B,44.0,D,20.0,C,B,A,0,3,1,N,True,True,True
1227,Y,third,21,4,C,,,,,,,,,,3,0,0,Y,False,False,False
1228,Y,second,41,48,F,14.0,13.0,F,,,,,,,3,0,1,Y,True,False,False
1229,Y,first,21,55,D,32.0,31.0,F,,,,,,,4,1,0,Y,True,False,False
1230,N,third,4,2,B,10.0,24.0,C,41.0,F,22.0,F,C,C,3,1,2,N,True,True,True
1231,N,first,77,34,A,88.0,90.0,D,14.0,F,50.0,F,D,D,9,6,2,N,True,True,True
1232,N,third,6,15,D,43.0,40.0,B,77.0,F,69.0,D,F,C,10,5,7,N,True,True,True
1233,N,third,2,13,A,4.0,44.0,A,29.0,D,26.0,B,D,A,0,1,1,N,True,True,True
1234,N,third,3,15,F,5.0,14.0,D,28.0,A,21.0,C,C,C,0,3,2,N,True,True,True
1235,N,first,83,5,D,10.0,8.0,D,89.0,D,29.0,B,F,D,18,5,1,N,True,True,True
1236,N,second,7,30,A,39.0,78.0,C,63.0,F,20.0,C,A,F,19,16,7,N,True,True,True
1237,N,second,7,3,B,6.0,52.0,D,35.0,A,26.0,A,B,C,0,2,1,N,True,True,True
1238,Y,third,37,53,A,56.0,85.0,B,50.0,C,,,,,7,0,0,Y,True,True,False
1239,Y,first,17,2,D,32.0,43.0,F,49.0,C,64.0,B,B,C,7,8,8,N,True,True,True
1240,N,second,15,8,D,54.0,45.0,D,59.0,B,96.0,D,B,B,13,16,7,N,True,True,True
1241,N,first,14,11,D,27.0,45.0,C,94.0,C,44.0,B,F,B,28,12,5,N,True,True,True
1242,N,third,7,13,A,9.0,45.0,D,30.0,F,28.0,B,C,C,3,3,1,N,True,True,True
1243,Y,first,57,24,A,41.0,24.0,F,,,,,,,1,1,1,Y,True,False,False
1244,N,first,12,8,D,38.0,51.0,D,48.0,B,21.0,C,C,C,25,9,4,N,True,True,True
1245,Y,third,31,18,A,90.0,24.0,B,85.0,F,58.0,A,A,B,9,3,4,N,True,True,True
1246,Y,second,75,68,B,36.0,92.0,B,38.0,A,43.0,A,A,D,5,8,3,N,True,True,True
1247,Y,second,85,85,A,76.0,38.0,C,50.0,F,49.0,D,A,A,15,11,1,N,True,True,True
1248,N,third,25,22,F,,,,,,,,,,3,2,0,Y,False,False,False
1249,Y,third,26,74,D,55.0,73.0,B,14.0,F,50.0,D,D,B,17,9,2,N,True,True,True
1250,N,third,5,3,A,12.0,39.0,C,33.0,A,20.0,A,D,A,2,1,1,N,True,True,True
1251,Y,third,65,41,B,83.0,44.0,C,8.0,A,23.0,A,F,A,9,3,3,N,True,True,True
1252,N,second,14,16,D,29.0,39.0,D,46.0,B,88.0,B,B,C,9,18,7,N,True,True,True
1253,Y,first,99,51,F,48.0,3.0,D,67.0,F,30.0,F,C,F,11,1,2,Y,True,True,True
1254,N,third,43,64,D,9.0,71.0,F,,,,,,,7,2,0,Y,True,False,False
1255,Y,first,26,52,A,72.0,74.0,B,21.0,F,60.0,C,F,A,6,5,5,N,True,True,True
1256,Y,third,33,13,F,55.0,49.0,F,69.0,C,26.0,C,B,F,8,5,0,Y,True,True,True
1257,Y,first,19,8,F,22.0,49.0,B,83.0,F,77.0,F,B,B,5,13,8,N,True,True,True
1258,Y,first,58,57,C,48.0,9.0,F,,,,,,,0,1,0,Y,True,False,False
1259,N,third,5,8,A,1.0,57.0,C,44.0,D,24.0,A,A,A,1,3,2,N,True,True,True
1260,N,third,52,53,C,20.0,72.0,C,,,,,,,5,3,2,Y,True,False,False
1261,N,first,17,16,F,58.0,49.0,F,78.0,B,79.0,A,F,D,20,15,6,N,True,True,True
1262,Y,second,23,55,F,89.0,43.0,C,78.0,F,81.0,B,C,B,17,7,3,N,True,True,True
1263,N,second,1,8,F,47.0,34.0,C,88.0,F,68.0,A,D,B,11,11,7,N,True,True,True
1264,Y,third,61,73,A,99.0,54.0,F,48.0,D,97.0,A,D,A,15,8,5,N,True,True,True
1265,Y,first,0,41,D,65.0,46.0,B,29.0,D,,,,,2,1,1,Y,True,True,False
1266,N,first,13,3,F,49.0,52.0,D,79.0,D,59.0,F,D,C,16,10,8,N,True,True,True
1267,Y,third,85,98,F,79.0,15.0,B,24.0,A,41.0,A,A,A,1,14,8,N,True,True,True
1268,Y,second,63,56,F,96.0,54.0,C,59.0,D,97.0,A,F,B,7,5,4,N,True,True,True
1269,Y,second,33,40,F,18.0,48.0,C,,,,,,,0,0,0,Y,True,False,False
1270,Y,second,8,12,F,31.0,37.0,D,91.0,B,77.0,C,A,B,23,6,5,N,True,True,True
1271,Y,third,47,77,B,23.0,3.0,B,40.0,F,,,,,5,0,0,Y,True,True,False
1272,Y,third,39,60,B,2.0,32.0,A,36.0,D,,,,,0,3,1,Y,True,True,False
1273,Y,third,13,20,B,,,,,,,,,,2,1,0,Y,False,False,False
1274,Y,first,17,13,C,,,,,,,,,,4,2,0,Y,False,False,False
1275,N,third,3,4,F,12.0,43.0,A,30.0,D,29.0,F,D,D,1,3,2,N,True,True,True
1276,Y,third,4,41,B,66.0,59.0,B,41.0,F,,,,,3,4,0,Y,True,True,False
1277,N,third,28,60,A,26.0,21.0,D,,,,,,,5,4,2,Y,True,False,False
1278,Y,third,75,73,A,75.0,26.0,A,12.0,D,54.0,A,C,A,15,8,3,N,True,True,True
1279,Y,third,22,52,C,99.0,74.0,F,25.0,C,56.0,C,F,A,10,7,5,N,True,True,True
1280,N,first,15,21,F,39.0,35.0,D,47.0,C,32.0,A,F,C,24,8,5,N,True,True,True
1281,Y,first,17,2,D,28.0,34.0,D,85.0,A,92.0,A,B,B,14,9,8,N,True,True,True
1282,Y,second,27,70,B,51.0,95.0,B,60.0,B,28.0,A,B,C,0,5,7,N,True,True,True
1283,N,second,15,7,F,,,,,,,,,,3,2,0,Y,False,False,False
1284,Y,second,61,45,A,34.0,25.0,A,50.0,D,41.0,B,D,D,7,2,3,Y,True,True,True
1285,N,third,1,2,F,13.0,30.0,B,33.0,D,22.0,A,C,A,0,2,2,N,True,True,True
1286,N,third,4,6,A,10.0,9.0,C,46.0,A,22.0,D,A,C,4,3,1,N,True,True,True
1287,Y,third,61,3,B,68.0,8.0,D,31.0,C,,,,,1,1,1,Y,True,True,False
1288,Y,third,17,7,D,17.0,19.0,A,54.0,D,,,,,3,2,1,Y,True,True,False
1289,Y,third,51,39,A,13.0,9.0,C,40.0,D,34.0,A,F,F,7,2,1,Y,True,True,True
1290,Y,third,1,1,F,1.0,46.0,A,44.0,B,25.0,A,A,B,1,3,1,N,True,True,True
1291,Y,second,15,33,C,,,,,,,,,,3,0,0,Y,False,False,False
1292,Y,third,57,37,B,32.0,2.0,D,,,,,,,0,0,1,Y,True,False,False
1293,N,second,50,50,A,44.0,25.0,F,,,,,,,7,2,1,Y,True,False,False
1294,Y,first,62,66,B,70.0,56.0,C,70.0,B,99.0,F,C,D,8,9,3,N,True,True,True
1295,Y,first,25,42,D,36.0,9.0,F,,,,,,,1,1,0,Y,True,False,False
1296,Y,first,33,50,F,35.0,23.0,F,,,,,,,1,1,0,Y,True,False,False
1297,Y,first,27,49,F,,,,,,,,,,2,0,0,Y,False,False,False
1298,N,first,73,86,C,46.0,58.0,D,,,,,,,2,1,0,Y,True,False,False
1299,Y,second,27,17,A,72.0,11.0,F,12.0,D,99.0,A,A,A,5,18,7,N,True,True,True
1300,Y,second,53,52,A,37.0,8.0,F,,,,,,,0,0,0,Y,True,False,False
1301,Y,first,15,50,A,40.0,37.0,C,80.0,D,89.0,D,A,D,13,1,4,N,True,True,True
1302,Y,first,3,0,A,37.0,26.0,B,58.0,A,72.0,B,C,D,13,1,0,Y,True,True,True
1303,N,second,17,11,D,55.0,53.0,D,53.0,B,35.0,C,B,B,9,6,5,N,True,True,True
1304,N,third,75,83,A,66.0,91.0,A,20.0,F,87.0,A,A,B,17,10,4,N,True,True,True
1305,Y,third,2,6,A,4.0,50.0,A,24.0,B,23.0,A,A,D,1,2,2,N,True,True,True
1306,Y,third,96,95,D,50.0,70.0,D,31.0,F,40.0,D,B,C,14,4,5,N,True,True,True
1307,N,second,8,1,A,11.0,11.0,C,48.0,A,24.0,C,D,D,2,1,2,N,True,True,True
1308,N,first,2,1,D,58.0,53.0,F,64.0,C,21.0,A,A,C,15,19,4,N,True,True,True
1309,Y,second,2,10,F,,,,,,,,,,1,0,0,Y,False,False,False
1310,Y,first,2,16,D,,,,,,,,,,0,0,1,Y,False,False,False
1311,Y,second,10,74,F,87.0,59.0,F,33.0,F,70.0,A,A,A,12,8,5,N,True,True,True
1312,Y,second,13,5,D,,,,,,,,,,1,2,0,Y,False,False,False
1313,Y,third,20,53,C,,,,,,,,,,1,0,1,Y,False,False,False
1314,Y,third,40,3,A,35.0,69.0,B,35.0,D,38.0,C,B,D,2,5,2,Y,True,True,True
1315,N,third,14,71,A,98.0,71.0,F,60.0,C,,,,,8,0,3,Y,True,True,False
1316,N,third,1,15,A,4.0,17.0,B,33.0,D,27.0,A,A,B,0,1,1,N,True,True,True
1317,Y,third,6,3,F,81.0,25.0,B,4.0,B,49.0,A,C,C,4,10,4,N,True,True,True
1318,Y,second,50,47,D,53.0,13.0,D,,,,,,,0,0,0,Y,True,False,False
1319,Y,third,26,72,A,61.0,59.0,A,93.0,D,64.0,D,A,B,7,8,2,N,True,True,True
1320,Y,first,91,16,A,78.0,73.0,B,28.0,C,9.0,D,D,F,11,6,0,Y,True,True,True
1321,N,third,1,2,A,1.0,17.0,A,36.0,A,26.0,B,A,C,4,2,1,N,True,True,True
1322,Y,first,50,50,A,87.0,53.0,A,97.0,F,67.0,F,F,A,12,5,4,N,True,True,True
1323,Y,second,64,97,A,73.0,34.0,A,78.0,F,52.0,A,F,C,9,10,2,N,True,True,True
1324,Y,second,96,65,B,66.0,55.0,D,75.0,F,12.0,F,F,A,4,4,7,N,True,True,True
1325,Y,first,23,76,B,62.0,35.0,A,96.0,D,58.0,C,A,B,16,8,3,N,True,True,True
1326,N,first,5,7,F,27.0,45.0,F,76.0,B,91.0,B,B,B,7,5,6,N,True,True,True
1327,Y,first,73,53,A,51.0,63.0,C,58.0,A,72.0,C,A,A,18,11,2,N,True,True,True
1328,Y,first,65,44,A,22.0,50.0,A,5.0,D,22.0,F,F,D,5,0,3,Y,True,True,True
1329,N,second,87,82,D,77.0,19.0,C,73.0,F,91.0,F,F,A,10,3,5,N,True,True,True
1330,Y,third,11,56,D,,,,,,,,,,4,1,0,Y,False,False,False
1331,Y,third,16,55,A,87.0,25.0,C,45.0,C,,,,,0,4,0,Y,True,True,False
1332,N,first,2,3,F,48.0,33.0,C,52.0,B,84.0,D,B,D,15,17,6,N,True,True,True
1333,Y,third,94,39,D,75.0,47.0,A,3.0,A,10.0,F,A,D,1,1,1,Y,True,True,True
1334,N,third,93,46,B,92.0,7.0,C,85.0,D,20.0,A,D,A,18,12,5,N,True,True,True
1335,Y,second,86,53,A,70.0,52.0,C,49.0,C,83.0,C,A,A,8,4,1,N,True,True,True
1336,Y,first,13,23,F,22.0,34.0,D,84.0,B,87.0,B,B,B,17,16,4,N,True,True,True
1337,Y,third,36,64,C,37.0,13.0,C,20.0,C,,,,,2,2,1,Y,True,True,False
1338,Y,second,26,61,D,99.0,32.0,B,46.0,B,94.0,B,F,A,5,8,2,N,True,True,True
1339,Y,first,63,65,A,45.0,63.0,F,44.0,F,,,,,5,2,0,Y,True,True,False
1340,N,third,5,6,B,4.0,46.0,D,24.0,A,20.0,A,B,D,3,1,1,N,True,True,True
1341,Y,first,36,50,B,72.0,36.0,A,11.0,F,82.0,A,C,A,5,9,5,N,True,True,True
1342,N,third,6,13,A,5.0,51.0,D,40.0,D,29.0,A,A,C,3,3,1,N,True,True,True
1343,N,third,5,12,A,6.0,20.0,F,46.0,A,23.0,B,A,C,3,1,1,N,True,True,True
1344,Y,first,0,58,A,40.0,0.0,B,49.0,D,,,,,4,0,1,Y,True,True,False
1345,Y,first,12,34,C,,,,,,,,,,2,1,0,Y,False,False,False
1346,Y,third,55,54,A,77.0,42.0,C,79.0,C,59.0,A,F,B,15,9,2,N,True,True,True
1347,N,third,7,12,A,5.0,28.0,C,25.0,A,21.0,A,F,A,1,3,2,N,True,True,True
1348,Y,third,51,45,A,4.0,24.0,B,73.0,D,,,,,7,3,1,Y,True,True,False
1349,Y,first,51,30,C,89.0,5.0,C,17.0,F,,,,,4,3,0,Y,True,True,False
1350,N,third,82,57,A,19.0,7.0,A,59.0,D,,,,,3,3,0,Y,True,True,False
1351,N,second,3,29,F,48.0,30.0,B,80.0,C,33.0,D,B,C,4,8,6,N,True,True,True
1352,Y,second,3,18,C,,,,,,,,,,1,0,1,Y,False,False,False
1353,N,third,65,52,B,83.0,39.0,D,,,,,,,1,3,2,Y,True,False,False
1354,Y,first,8,5,D,,,,,,,,,,3,0,0,Y,False,False,False
1355,Y,third,83,57,F,87.0,50.0,C,64.0,F,40.0,F,A,D,9,5,3,N,True,True,True
1356,Y,first,1,20,D,49.0,54.0,D,74.0,A,87.0,A,F,C,18,10,6,N,True,True,True
1357,N,second,4,15,D,52.0,40.0,D,64.0,B,54.0,B,B,D,21,10,8,N,True,True,True
1358,Y,second,6,42,F,11.0,18.0,B,17.0,F,,,,,1,0,1,Y,True,True,False
1359,Y,second,54,87,A,58.0,91.0,A,42.0,F,36.0,F,B,F,6,6,1,Y,True,True,True
1360,Y,third,73,76,C,60.0,37.0,A,50.0,C,96.0,A,C,A,14,8,3,N,True,True,True
1361,N,second,69,68,A,89.0,16.0,A,65.0,A,21.0,D,B,C,3,6,3,N,True,True,True
1362,Y,second,96,69,B,42.0,44.0,D,50.0,F,56.0,A,B,D,13,4,2,N,True,True,True
1363,Y,first,8,13,B,17.0,50.0,C,12.0,C,,,,,5,2,0,Y,True,True,False
1364,Y,second,23,59,D,27.0,22.0,F,,,,,,,2,0,0,Y,True,False,False
1365,Y,third,31,93,D,84.0,69.0,C,86.0,F,70.0,A,A,C,11,2,1,N,True,True,True
1366,Y,third,51,25,C,14.0,87.0,B,68.0,D,,,,,1,4,0,Y,True,True,False
1367,Y,second,14,60,D,79.0,80.0,F,36.0,B,39.0,F,F,F,11,6,0,Y,True,True,True
1368,N,third,96,44,F,65.0,89.0,A,96.0,B,60.0,B,C,D,2,4,2,N,True,True,True
1369,N,first,84,90,D,58.0,45.0,F,,,,,,,2,1,1,Y,True,False,False
1370,Y,second,25,13,B,38.0,15.0,D,40.0,F,10.0,F,A,A,15,8,1,N,True,True,True
1371,Y,third,27,51,B,,,,,,,,,,0,2,0,Y,False,False,False
1372,N,third,5,2,A,5.0,20.0,C,36.0,B,26.0,F,A,D,2,3,2,N,True,True,True
1373,Y,third,7,19,F,,,,,,,,,,2,1,0,Y,False,False,False
1374,Y,third,54,30,B,69.0,19.0,D,,,,,,,0,0,1,Y,True,False,False
1375,Y,third,3,34,D,59.0,31.0,F,70.0,D,,,,,2,4,0,Y,True,True,False
1376,N,first,11,3,D,45.0,43.0,D,86.0,A,93.0,D,C,D,20,7,6,N,True,True,True
1377,N,first,60,31,D,91.0,54.0,C,42.0,C,58.0,D,F,A,9,2,7,N,True,True,True
1378,Y,third,95,65,D,73.0,38.0,A,89.0,D,40.0,D,A,A,14,7,4,N,True,True,True
1379,Y,first,8,77,A,50.0,57.0,A,69.0,D,,,,,9,1,0,Y,True,True,False
1380,N,second,73,62,A,56.0,97.0,F,37.0,A,57.0,D,A,D,10,4,4,N,True,True,True
1381,Y,third,57,71,D,72.0,30.0,A,32.0,F,76.0,C,F,B,13,7,2,N,True,True,True
1382,Y,third,86,25,A,75.0,42.0,D,81.0,C,54.0,F,F,D,15,5,2,N,True,True,True
1383,N,second,8,32,F,,,,,,,,,,7,2,0,Y,False,False,False
1384,Y,first,22,0,A,15.0,2.0,C,20.0,C,,,,,1,3,0,Y,True,True,False
1385,Y,second,59,98,F,62.0,40.0,C,28.0,D,51.0,A,C,D,2,17,1,N,True,True,True
1386,N,second,2,14,F,25.0,37.0,D,87.0,A,30.0,F,B,A,28,5,8,N,True,True,True
1387,N,third,5,1,F,7.0,54.0,A,48.0,A,24.0,A,B,C,3,3,2,N,True,True,True
1388,N,first,50,58,A,46.0,90.0,A,,,,,,,7,0,2,Y,True,False,False
1389,N,second,60,66,A,77.0,41.0,D,59.0,F,88.0,A,B,C,14,7,5,N,True,True,True
1390,Y,third,88,81,A,79.0,99.0,C,8.0,A,89.0,B,F,F,12,11,4,N,True,True,True
1391,Y,third,86,8,F,65.0,69.0,F,28.0,F,,,,,2,1,1,Y,True,True,False
1392,N,second,4,12,D,48.0,36.0,B,73.0,C,89.0,C,B,B,27,13,4,N,True,True,True
1393,Y,third,0,74,A,54.0,26.0,C,20.0,B,28.0,D,F,F,3,6,0,Y,True,True,True
1394,Y,third,10,12,F,23.0,45.0,F,81.0,C,23.0,A,B,A,18,12,6,N,True,True,True
1395,N,first,17,21,D,50.0,39.0,B,63.0,C,72.0,B,B,B,28,19,4,N,True,True,True
1396,N,first,13,14,D,21.0,43.0,D,83.0,B,56.0,B,B,C,8,18,6,N,True,True,True
1397,Y,second,99,83,A,67.0,37.0,D,74.0,B,44.0,A,F,C,13,8,3,N,True,True,True
1398,Y,third,75,52,A,96.0,79.0,A,99.0,A,62.0,C,F,B,7,7,4,N,True,True,True
1399,Y,first,73,35,F,25.0,37.0,F,15.0,D,,,,,2,2,1,Y,True,True,False
1400,Y,third,31,55,B,53.0,43.0,B,79.0,A,81.0,C,D,F,9,5,3,N,True,True,True
1401,Y,third,29,74,A,50.0,56.0,C,49.0,D,76.0,D,F,D,10,8,4,N,True,True,True
1402,Y,third,55,56,A,9.0,9.0,A,53.0,C,20.0,F,F,D,7,6,1,Y,True,True,True
1403,N,first,70,92,B,87.0,17.0,B,65.0,C,92.0,A,F,F,7,1,6,N,True,True,True
1404,Y,third,6,12,F,56.0,71.0,D,66.0,A,85.0,F,F,A,5,2,4,N,True,True,True
1405,Y,third,87,39,A,49.0,99.0,A,62.0,F,38.0,D,F,A,13,7,2,N,True,True,True
1406,Y,second,12,42,F,,,,,,,,,,4,1,0,Y,False,False,False
1407,Y,third,4,14,B,12.0,14.0,D,46.0,A,29.0,A,C,B,4,2,1,N,True,True,True
1408,Y,second,12,33,A,16.0,32.0,A,70.0,D,,,,,7,1,1,Y,True,True,False
1409,N,second,77,57,A,85.0,39.0,D,23.0,F,98.0,D,C,B,6,5,2,N,True,True,True
1410,N,third,10,6,D,48.0,33.0,D,91.0,D,31.0,B,F,C,7,6,8,N,True,True,True
1411,N,third,7,9,B,5.0,10.0,A,49.0,B,22.0,B,D,B,2,2,1,N,True,True,True
1412,Y,second,63,54,A,57.0,23.0,B,97.0,F,71.0,F,F,A,16,5,4,N,True,True,True
1413,Y,third,73,64,B,90.0,62.0,B,99.0,B,50.0,A,C,A,8,6,4,N,True,True,True
1414,Y,third,69,63,B,74.0,29.0,F,80.0,B,93.0,C,D,A,17,7,2,N,True,True,True
1415,Y,third,25,60,F,51.0,58.0,D,81.0,C,71.0,C,F,A,5,8,5,N,True,True,True
1416,Y,first,59,5,F,16.0,61.0,F,11.0,D,,,,,9,3,0,Y,True,True,False
1417,N,second,17,21,F,59.0,31.0,D,97.0,B,99.0,F,B,B,16,11,8,N,True,True,True
1418,Y,third,40,77,C,98.0,53.0,F,32.0,F,71.0,A,F,D,17,5,3,N,True,True,True
1419,N,second,6,2,D,55.0,47.0,B,46.0,B,41.0,A,B,D,4,9,4,N,True,True,True
1420,N,third,5,20,F,32.0,35.0,F,49.0,C,50.0,B,B,B,14,9,5,N,True,True,True
1421,Y,second,69,67,A,88.0,18.0,F,12.0,D,24.0,A,B,D,5,11,2,N,True,True,True
1422,N,first,17,7,F,24.0,46.0,D,76.0,C,91.0,A,B,C,10,13,4,N,True,True,True
1423,N,first,12,2,F,67.0,24.0,A,34.0,D,20.0,A,A,F,18,24,4,N,True,True,True
1424,Y,third,50,9,F,8.0,60.0,F,5.0,D,5.0,C,B,D,3,20,2,N,True,True,True
1425,Y,first,23,89,C,38.0,74.0,A,3.0,C,25.0,F,B,F,13,2,2,Y,True,True,True
1426,Y,third,57,22,B,2.0,5.0,D,13.0,A,99.0,F,A,B,19,2,7,N,True,True,True
1427,N,third,53,92,A,50.0,27.0,F,73.0,B,,,,,3,1,0,Y,True,True,False
1428,N,third,1,2,F,,,,,,,,,,4,1,0,Y,False,False,False
1429,Y,third,94,75,B,75.0,21.0,F,19.0,D,49.0,F,A,B,10,9,4,N,True,True,True
1430,Y,third,7,17,F,,,,,,,,,,3,1,1,Y,False,False,False
1431,N,third,3,3,F,11.0,8.0,B,33.0,A,25.0,D,F,D,1,3,2,N,True,True,True
1432,Y,first,72,33,B,56.0,33.0,A,66.0,D,,,,,2,2,0,Y,True,True,False
1433,Y,second,28,50,D,,,,,,,,,,3,1,0,Y,False,False,False
1434,Y,first,75,65,A,3.0,13.0,F,39.0,D,,,,,9,3,0,Y,True,True,False
1435,N,first,13,19,D,34.0,42.0,B,63.0,B,81.0,B,F,B,5,14,7,N,True,True,True
1436,Y,first,63,52,A,82.0,61.0,C,31.0,A,35.0,F,C,C,12,9,4,N,True,True,True
1437,Y,third,20,46,D,,,,,,,,,,1,2,1,Y,False,False,False
1438,N,second,38,13,B,58.0,27.0,B,18.0,A,97.0,D,B,A,3,1,8,N,True,True,True
1439,N,first,20,95,C,75.0,37.0,F,95.0,F,97.0,A,D,A,4,20,3,N,True,True,True
1440,Y,second,14,2,F,,,,,,,,,,2,1,0,Y,False,False,False
1441,Y,third,15,78,F,80.0,27.0,B,66.0,A,96.0,C,F,A,16,9,3,N,True,True,True
1442,Y,third,30,76,F,76.0,37.0,A,63.0,F,63.0,F,D,A,11,5,3,N,True,True,True
1443,Y,first,81,49,C,20.0,50.0,D,64.0,C,44.0,D,A,D,14,11,2,N,True,True,True
1444,N,third,6,6,A,10.0,19.0,A,44.0,D,27.0,A,A,D,0,3,1,N,True,True,True
1445,Y,second,42,37,D,8.0,19.0,D,,,,,,,2,1,0,Y,True,False,False
1446,Y,second,81,1,B,62.0,20.0,C,1.0,D,49.0,A,D,D,8,1,0,Y,True,True,True
1447,N,second,7,14,A,2.0,38.0,D,48.0,A,29.0,D,D,C,0,1,2,N,True,True,True
1448,Y,third,47,53,A,79.0,95.0,D,4.0,B,72.0,D,C,F,1,20,7,N,True,True,True
1449,N,third,29,60,D,27.0,41.0,B,24.0,C,61.0,A,C,A,15,1,5,N,True,True,True
1450,Y,first,38,45,D,38.0,4.0,F,,,,,,,1,0,0,Y,True,False,False
1451,Y,second,6,13,F,11.0,51.0,A,35.0,B,21.0,F,A,C,2,2,1,N,True,True,True
